Player,Season,GM,KI,MK,HB,GL,BH,HO,TK,FF,FA,%P,FantasyAve
"Brown, Callum",2021,2,4,2,2,0,0,0,1,0,1,35.5,11.5
"Mitchell, Tom",2021,22,321,98,433,8,5,0,105,24,29,83.9,115.1
"OMeara, Jaeger",2021,18,232,74,241,5,9,0,91,16,31,82.5,95.9
"Shiels, Liam",2021,21,244,93,200,5,4,0,99,16,31,79.2,84.0
"Worpel, James",2021,20,232,54,194,10,8,0,82,15,27,78.2,78.8
"Hardwick, Blake",2021,20,312,108,106,0,2,0,41,22,10,85.1,81.5
"Scrimshaw, Jack",2021,20,249,127,163,4,2,0,29,8,3,74.9,79.8
"Phillips, Tom",2021,22,241,93,165,13,5,0,47,23,6,80.7,73.1
"Howe, Daniel",2021,20,249,109,124,8,5,0,40,18,17,75.1,75.1
"Wingard, Chad",2021,16,199,58,158,12,11,0,61,19,8,77.4,88.1
"Frost, Sam",2021,22,194,112,139,0,0,3,44,7,31,93.0,58.6
"Jiath, Changkuoth",2021,16,172,93,152,0,2,0,26,18,22,79.9,72.3
"Moore, Dylan",2021,20,160,76,147,27,11,0,58,27,9,79.7,70.4
"Impey, Jarman",2021,13,181,70,107,2,0,0,33,16,4,81.5,85.8
"McEvoy, Ben",2021,22,135,111,140,12,8,370,78,28,14,82.4,80.3
"Breust, Luke",2021,19,121,47,117,33,11,0,62,12,13,79.4,61.5
"Morrison, Harry",2021,15,124,67,107,7,2,0,34,7,14,72.4,62.1
"OBrien, Tim",2021,19,147,90,72,12,5,12,32,18,16,79.8,54.8
"Burgoyne, Shaun",2021,18,133,46,84,0,1,0,31,5,5,66.0,45.6
"Hartigan, Kyle",2021,19,106,66,95,0,0,2,16,15,28,95.6,37.0
"Cousins, James",2021,10,101,27,86,2,5,0,37,8,6,69.0,71.1
"Bramble, Lachlan",2021,10,119,44,64,1,3,0,20,7,3,83.6,70.4
"Ceglar, Jonathon",2021,12,67,53,113,2,2,249,26,10,16,74.5,76.3
"Koschitzke, Jacob",2021,20,98,77,65,27,19,1,37,13,7,85.5,48.9
"Lewis, Mitch",2021,14,91,67,51,22,9,29,28,13,10,85.5,60.1
"Hanrahan, Oliver",2021,13,71,31,70,8,6,0,13,7,4,64.9,42.1
"Nash, Conor",2021,8,51,26,59,2,1,0,23,3,10,68.9,53.4
"Day, Will",2021,5,55,25,44,0,0,0,8,5,7,79.4,68.8
"Brockman, Tyler",2021,11,52,27,46,10,4,0,23,2,6,68.0,42.6
"Greaves, Damon",2021,7,48,16,26,1,0,0,12,6,2,61.7,42.6
"Newcombe, Jai",2021,7,32,17,30,1,1,0,39,4,8,56.3,50.0
"Hartley, Michael",2021,3,39,14,17,1,1,0,5,1,3,89.3,70.7
"Reeves, Ned",2021,5,19,8,29,1,0,131,20,5,5,71.8,69.2
"Grainger-Barras, Denver",2021,5,25,17,12,0,0,0,11,3,2,75.2,38.2
"Jeka, Emerson",2021,4,13,7,13,2,2,0,4,1,0,80.8,29.3
"Maginness, Finn",2021,2,5,1,10,0,0,0,5,1,1,58.0,28.0
"Downie, Connor",2021,2,6,2,6,0,0,0,0,0,0,38.5,18.0
"Gunston, Jack",2021,1,6,1,1,0,0,0,2,0,0,79.0,31.0
"Morris, Josh",2021,5,4,1,2,0,1,0,5,3,0,24.0,8.6
"Oliver, Clayton",2021,25,358,89,431,11,18,0,136,43,46,88.4,109.4
"Petracca, Christian",2021,25,409,126,321,29,19,0,103,23,29,89.5,111.5
"Salem, Christian",2021,24,405,145,203,3,2,0,58,14,18,86.5,94.5
"Langdon, Ed",2021,24,315,130,209,13,9,0,45,15,8,94.3,83.8
"Gawn, Max",2021,25,316,131,147,16,17,804,71,33,34,89.1,110.7
"Brayshaw, Angus",2021,25,274,105,186,3,7,0,61,12,19,82.4,69.3
"Neal-Bullen, Alex",2021,25,255,80,153,15,11,0,111,30,19,75.6,73.2
"May, Steven",2021,23,339,125,61,0,2,0,24,14,17,93.3,68.5
"Lever, Jake",2021,25,242,136,147,0,1,0,44,23,23,98.9,62.4
"Rivers, Trent",2021,25,241,101,137,1,1,0,39,7,14,70.2,57.1
"Harmes, James",2021,18,152,52,222,7,10,0,94,20,24,76.1,79.6
"Jordon, James",2021,25,178,64,185,6,6,0,97,18,9,56.0,60.7
"Viney, Jack",2021,15,162,37,173,4,7,0,106,30,18,77.1,91.6
"McDonald, Tom",2021,23,217,122,105,33,22,30,51,22,26,84.6,70.7
"Jackson, Luke",2021,24,107,72,201,16,9,255,48,24,11,75.3,61.8
"Pickett, Kysaiah",2021,25,193,59,103,40,28,0,87,20,21,76.5,61.4
"Spargo, Charlie",2021,25,195,84,92,18,16,0,59,26,16,73.5,54.4
"Hunt, Jayden",2021,20,179,64,95,2,3,0,49,16,19,75.2,54.5
"Fritsch, Bayley",2021,24,190,116,54,59,24,0,47,18,21,85.4,64.5
"Hibberd, Michael",2021,17,127,58,100,0,0,0,35,16,10,82.5,51.8
"Sparrow, Tom",2021,21,102,40,84,7,4,0,57,13,15,45.2,39.8
"Petty, Harry",2021,19,107,68,54,0,0,0,31,11,17,88.5,37.7
"Brown, Ben",2021,13,102,69,24,25,13,13,20,11,6,79.8,62.3
"Bowey, Jake",2021,7,61,23,58,0,0,0,5,1,7,76.6,52.6
"Melksham, Jake",2021,12,58,25,49,8,4,0,18,3,10,57.3,37.0
"Jones, Nathan",2021,8,50,23,45,2,3,0,12,3,4,61.0,45.4
"Tomlinson, Adam",2021,7,61,38,23,0,0,0,9,2,6,84.7,51.9
"Jetta, Neville",2021,5,20,13,20,0,0,0,7,4,2,70.8,33.0
"Weideman, Sam",2021,5,19,16,21,3,4,1,9,3,1,74.2,41.2
"Vandenberg, Aaron",2021,4,18,3,9,0,0,0,8,0,4,30.8,25.3
"Smith, Joel",2021,3,11,9,9,0,0,0,4,1,2,78.0,29.7
"Baker, Oskar",2021,3,12,5,3,0,0,0,4,0,0,28.3,24.3
"Brown, Mitch",2021,1,8,6,2,2,2,0,3,1,1,79.0,70.0
"Chandler, Kade",2021,5,1,0,3,0,0,0,2,0,2,13.4,2.2
"Simpkin, Jy",2021,22,325,96,267,2,5,0,84,34,28,82.9,95.5
"Hall, Aaron",2021,20,423,150,135,2,6,0,45,8,4,77.7,109.2
"Ziebell, Jack",2021,21,426,155,104,2,0,0,40,17,14,84.6,99.9
"Davies-Uniacke, Luke",2021,20,229,97,211,6,12,0,64,11,27,82.5,81.7
"Cunnington, Ben",2021,15,203,62,199,9,8,0,74,30,31,82.5,99.2
"Thomas, Tarryn",2021,21,233,96,149,24,17,0,72,29,19,76.1,81.2
"Stephenson, Jaidyn",2021,19,249,109,119,17,19,0,48,16,10,81.6,84.8
"Atley, Shaun",2021,20,190,107,154,1,1,0,26,14,7,82.2,65.2
"Goldstein, Todd",2021,22,160,80,154,12,4,655,42,35,25,90.6,85.8
"Turner, Kayne",2021,22,134,69,126,2,4,0,59,35,15,83.1,50.1
"Walker, Josh",2021,21,153,114,103,3,1,15,22,10,9,89.1,53.0
"Dumont, Trent",2021,14,168,75,82,0,0,0,26,5,6,79.9,70.3
"Taylor, Curtis",2021,19,154,79,96,7,5,0,40,13,13,71.3,56.4
"Zurhaar, Cameron",2021,20,163,75,72,31,23,0,58,19,27,76.9,61.9
"Mahony, Jack",2021,19,116,53,104,9,4,0,61,14,13,76.8,52.2
"Powell, Tom",2021,13,107,47,110,4,2,0,48,7,7,75.1,68.2
"Scott, Bailey",2021,17,111,52,106,8,5,0,32,5,7,74.7,50.9
"Larkey, Nick",2021,22,123,84,87,42,15,30,27,32,12,86.4,54.4
"McKay, Ben",2021,22,99,95,111,0,0,0,31,14,17,94.2,40.5
"McDonald, Luke",2021,11,114,57,75,0,2,0,28,2,10,76.1,68.1
"Young, Lachie",2021,15,108,58,60,0,2,0,23,13,16,70.3,45.1
"Phillips, Will",2021,16,71,31,81,3,4,0,33,7,5,56.2,38.4
"Tarrant, Robbie",2021,10,104,67,41,0,0,0,10,7,14,84.3,60.0
"Anderson, Jed",2021,7,65,22,67,4,1,0,40,5,9,72.4,79.7
"Bonar, Aiden",2021,10,72,36,35,0,0,0,16,4,8,72.6,43.8
"Menadue, Connor",2021,7,54,36,49,0,0,0,9,6,2,72.6,57.7
"Campbell, Tom",2021,9,49,35,51,6,1,97,14,7,14,74.2,56.6
"Lazzaro, Charlie",2021,12,55,26,41,3,3,0,21,6,3,56.1,35.6
"Bosenavulagi, Atu",2021,8,46,28,35,1,0,0,13,4,5,60.4,42.4
"Polec, Jared",2021,5,48,17,15,0,2,0,10,3,5,55.2,51.0
"Xerri, Tristan",2021,8,26,14,34,1,2,59,17,4,16,75.5,34.9
"Garner, Taylor",2021,4,36,21,18,7,1,0,7,5,3,79.5,68.5
"Ford, Eddie",2021,5,24,21,14,3,3,0,4,4,1,66.8,40.2
"Corr, Aidan",2021,2,19,9,13,0,1,0,5,1,1,74.0,64.5
"Tyson, Dom",2021,3,13,11,13,0,0,0,3,1,2,46.7,35.0
"Hayden, Kyron",2021,3,14,8,7,0,0,0,6,4,5,69.0,31.0
"Spicer, Phoenix",2021,1,3,1,4,0,1,0,0,0,0,78.0,21.0
"Comben, Charlie",2021,1,3,2,3,1,0,0,1,0,1,83.0,28.0
"Wines, Ollie",2021,24,362,100,415,10,15,0,105,33,19,77.3,112.0
"Boak, Travis",2021,23,305,67,335,8,18,0,110,37,25,81.1,98.0
"Amon, Karl",2021,24,370,141,196,11,17,0,98,16,23,82.1,97.8
"Houston, Dan",2021,23,313,110,168,7,6,0,56,10,15,76.0,80.1
"Byrne-Jones, Darcy",2021,24,301,104,179,0,2,0,66,26,12,80.3,76.2
"Burton, Ryan",2021,24,320,133,113,0,1,0,61,14,23,76.6,74.0
"Drew, Willem",2021,24,177,52,247,4,4,0,164,21,30,71.4,74.8
"Aliir, Aliir",2021,24,268,156,100,0,1,5,37,25,20,96.5,66.3
"Jonas, Tom",2021,24,260,133,94,0,0,0,37,21,19,95.7,61.6
"Rozee, Connor",2021,21,176,71,159,21,13,0,60,25,14,86.5,67.7
"Bergman, Miles",2021,23,199,101,126,7,7,0,42,16,5,69.8,59.6
"Gray, Robbie",2021,18,157,67,161,20,8,0,48,16,14,82.0,71.6
"Motlop, Steven",2021,19,169,81,128,13,8,0,47,13,11,80.5,66.3
"Dixon, Charlie",2021,24,178,97,117,48,24,104,50,39,27,94.8,68.0
"Lycett, Scott",2021,20,140,56,154,6,6,520,77,27,38,78.9,84.0
"Bonner, Riley",2021,14,206,67,73,2,1,0,16,5,9,77.2,72.9
"Ladhams, Peter",2021,17,129,58,102,13,5,228,40,24,20,80.1,70.6
"Butters, Zak",2021,12,111,50,114,8,2,0,42,12,12,76.8,75.4
"Powell-Pepper, Sam",2021,16,115,39,104,10,8,0,61,13,18,64.1,58.8
"Marshall, Todd",2021,21,159,85,55,24,12,5,27,18,8,68.8,52.6
"McKenzie, Trent",2021,14,183,84,30,1,0,0,24,6,7,90.7,67.7
"Georgiades, Mitch",2021,21,134,93,76,32,17,0,37,14,31,74.8,52.9
"Duursma, Xavier",2021,11,111,52,96,3,3,0,29,13,9,80.2,73.1
"Fantasia, Orazio",2021,15,126,48,52,28,23,0,30,10,6,79.4,61.9
"Hartlett, Hamish",2021,10,85,33,66,2,2,0,22,8,11,71.7,56.3
"Clurey, Tom",2021,11,103,61,37,0,0,0,12,5,8,85.0,54.1
"Farrell, Kane",2021,10,67,23,55,4,3,0,24,1,11,70.0,47.1
"Lienert, Jarrod",2021,5,62,21,22,1,0,0,8,3,3,77.8,65.0
"Jones, Lachie",2021,6,44,22,37,1,0,0,9,4,5,72.2,50.5
"Frederick, Martin",2021,8,33,17,42,1,0,0,10,5,5,61.5,33.8
"Woodcock, Boyd",2021,7,40,25,33,4,3,0,14,4,8,60.4,46.3
"Mayes, Sam",2021,11,35,17,35,5,3,0,20,2,2,39.5,30.5
"Rockliff, Tom",2021,2,3,0,8,0,1,0,0,1,0,18.0,13.5
"Williams, Dylan",2021,1,6,1,1,0,0,0,3,0,1,66.0,32.0
"Short, Jayden",2021,22,411,134,131,1,2,0,39,17,8,86.0,93.4
"Baker, Liam",2021,22,238,88,208,7,8,0,61,12,33,83.1,72.8
"Graham, Jack",2021,22,220,56,198,11,7,0,122,21,27,80.8,78.4
"Bolton, Shai",2021,20,208,82,185,23,20,0,55,13,26,81.4,77.7
"Martin, Dustin",2021,16,200,46,161,19,7,0,36,9,12,84.7,81.1
"Cotchin, Trent",2021,17,206,53,147,2,0,0,57,17,13,72.4,75.8
"Edwards, Shane",2021,16,149,47,145,8,3,0,36,6,13,78.7,65.0
"Grimes, Dylan",2021,21,159,118,127,0,0,0,47,23,20,87.8,58.9
"Pickett, Marlion",2021,18,119,63,163,2,4,16,62,11,34,81.1,58.9
"Houli, Bachar",2021,12,159,77,116,1,0,0,40,8,5,81.9,91.6
"Lambert, Kane",2021,13,137,54,131,6,4,0,40,8,13,79.8,77.2
"Nankervis, Toby",2021,16,114,49,153,1,5,360,57,22,28,76.6,83.3
"McIntosh, Kamdyn",2021,17,182,69,81,1,4,0,41,13,19,78.1,61.5
"Rioli, Daniel",2021,19,120,54,127,9,6,0,46,20,11,70.2,53.0
"Castagna, Jason",2021,21,120,85,126,17,13,0,41,13,3,78.8,54.8
"Riewoldt, Jack",2021,22,187,107,53,51,29,0,38,12,24,93.3,64.3
"Astbury, David",2021,17,136,93,97,0,0,15,23,14,11,90.2,57.0
"Broad, Nathan",2021,14,159,89,70,0,0,0,17,7,5,90.5,67.4
"Aarts, Jake",2021,21,122,53,100,18,12,0,53,20,27,72.8,47.4
"Vlastuin, Nick",2021,12,155,82,63,0,1,0,27,9,14,83.8,76.1
"Prestia, Dion",2021,9,93,29,107,1,3,0,37,17,8,70.6,81.1
"Lynch, Tom",2021,18,130,87,69,35,33,24,28,17,24,93.4,61.8
"Balta, Noah",2021,14,129,65,54,2,1,14,18,7,10,79.9,54.7
"Ross, Jack",2021,15,77,43,82,2,0,0,22,5,5,48.5,40.9
"Mansell, Rhyan",2021,13,91,35,53,1,0,0,29,13,14,70.6,44.4
"Collier-Dawkins, Riley",2021,9,58,21,74,3,0,0,32,5,9,66.8,56.6
"Stack, Sydney",2021,7,60,36,57,2,1,0,17,5,5,76.9,67.6
"Caddy, Josh",2021,9,68,36,45,2,5,0,11,4,3,52.6,50.9
"Chol, Mabior",2021,10,59,31,41,7,4,123,25,8,8,65.8,60.5
"Coleman-Jones, Callum",2021,8,38,30,46,11,4,61,13,7,8,71.4,57.8
"Parker, Matthew",2021,6,47,18,32,3,3,0,29,1,6,81.0,63.2
"Dow, Thomson",2021,5,29,16,37,0,2,0,5,1,2,67.2,45.2
"Garthwaite, Ryan",2021,5,25,11,25,0,0,0,9,4,2,95.4,38.4
"Naish, Patrick",2021,6,27,9,22,2,0,0,10,3,1,51.2,34.0
"Ralphsmith, Hugo",2021,6,27,7,22,3,2,0,5,1,2,60.7,30.2
"Martyn, Will",2021,3,14,6,12,0,0,0,3,0,4,44.7,28.0
"Eggmolesse-Smith, Derek",2021,1,6,1,3,0,0,0,2,1,2,68.0,30.0
"Rioli, Maurice",2021,2,7,1,2,2,0,0,4,1,1,72.0,27.0
"Steele, Jack",2021,22,311,103,331,13,8,0,185,43,32,85.0,121.7
"Crouch, Brad",2021,20,248,56,279,7,5,0,109,23,24,77.8,95.2
"Sinclair, Jack",2021,21,281,102,162,3,2,0,48,9,10,81.6,79.2
"Hill, Bradley",2021,22,279,86,155,3,1,0,50,6,21,84.5,71.2
"Ross, Sebastian",2021,20,225,91,195,5,8,0,61,12,12,83.7,79.8
"Billings, Jack",2021,18,218,113,143,14,14,0,35,14,10,84.3,83.4
"Wilkie, Callum",2021,22,248,126,85,0,1,0,39,17,25,96.7,63.2
"Howard, Dougal",2021,21,256,102,68,0,1,1,25,14,15,94.4,61.0
"Webster, Jimmy",2021,20,205,93,117,1,0,0,29,12,9,76.4,61.8
"Membrey, Tim",2021,21,227,151,85,34,26,12,22,18,10,92.5,77.2
"Jones, Zak",2021,13,163,49,141,4,2,0,57,17,13,72.8,88.5
"Dunstan, Luke",2021,12,169,51,134,1,4,0,59,18,19,82.7,94.6
"Higgins, Jack",2021,19,161,79,131,27,16,0,42,20,12,82.4,69.1
"Clark, Hunter",2021,13,154,53,95,2,1,0,40,8,16,71.4,72.6
"Butler, Dan",2021,22,170,43,78,18,17,0,82,18,20,87.1,54.8
"Byrnes, Ryan",2021,16,131,76,116,6,1,0,29,9,1,71.5,63.3
"Coffield, Nick",2021,16,159,89,69,1,1,0,25,18,10,78.8,61.1
"Marshall, Rowan",2021,13,137,63,66,9,5,241,39,18,13,73.7,89.8
"King, Max",2021,20,126,90,67,38,30,11,16,18,14,84.4,54.6
"Battle, Josh",2021,16,113,61,73,3,7,2,46,13,11,64.6,53.7
"McKenzie, Daniel",2021,12,105,56,75,5,0,0,20,6,12,70.6,59.4
"Highmore, Tom",2021,13,97,66,75,0,0,0,31,10,13,67.8,56.5
"Bytel, Jack",2021,13,70,18,79,2,1,0,55,8,8,54.2,49.2
"Long, Ben",2021,15,94,52,49,2,9,0,35,10,16,68.9,43.9
"Ryder, Paddy",2021,12,82,37,36,5,1,362,30,9,17,74.8,75.0
"Lonie, Jack",2021,11,68,23,40,4,6,0,22,11,1,67.3,43.5
"Kent, Dean",2021,7,56,35,40,5,6,0,22,3,7,78.7,65.6
"Wood, Mason",2021,9,51,30,41,7,2,0,24,3,7,52.2,49.7
"Connolly, Leo",2021,7,56,22,27,1,1,0,4,1,3,68.3,43.3
"Gresham, Jade",2021,3,42,12,21,1,0,0,6,0,5,55.3,73.0
"Hunter, Paul",2021,7,18,5,29,2,0,113,28,5,13,68.4,47.1
"Joyce, Darragh",2021,5,36,13,11,0,0,4,4,2,4,81.6,35.8
"Sharman, Cooper",2021,5,27,19,17,10,4,4,8,0,1,59.6,53.8
"Geary, Jarryn",2021,3,22,15,18,1,1,0,7,0,4,71.0,56.7
"Hannebery, Dan",2021,2,18,4,22,0,0,0,3,1,2,58.5,58.5
"Carlisle, Jake",2021,4,20,11,18,1,2,47,9,3,7,76.8,50.5
"Clavarino, Oscar",2021,5,20,14,16,0,0,1,8,2,6,69.6,30.2
"McKernan, Shaun",2021,4,24,8,12,2,1,44,7,2,9,76.0,45.0
"Frawley, James",2021,2,13,10,10,0,0,0,2,0,1,76.0,47.0
"Parker, Luke",2021,23,298,87,343,15,8,0,106,39,35,80.4,99.9
"Lloyd, Jake",2021,22,404,124,210,1,1,0,40,14,18,85.2,96.9
"Dawson, Jordan",2021,23,354,126,159,9,7,0,68,22,23,84.6,88.9
"Kennedy, Josh",2021,21,220,76,285,4,6,0,100,19,13,74.1,89.0
"Mills, Callum",2021,18,256,107,239,6,1,0,95,22,11,81.2,109.6
"Florent, Oliver",2021,23,273,93,163,9,6,0,50,18,19,80.6,71.5
"McInerney, Justin",2021,21,229,113,150,7,2,1,23,21,19,79.5,68.0
"Hewett, George",2021,21,160,74,216,0,0,0,71,12,15,78.6,66.0
"Rampe, Dane",2021,20,248,123,113,0,1,0,34,14,24,95.3,70.9
"Hickey, Tom",2021,21,193,60,154,10,7,506,45,25,38,80.7,82.4
"Cunningham, Harry",2021,21,229,108,113,0,0,0,55,13,14,85.4,68.0
"Heeney, Isaac",2021,21,222,119,111,36,21,1,41,22,16,81.0,77.2
"Papley, Tom",2021,23,230,89,83,43,27,0,34,21,22,87.3,65.2
"McCartin, Tom",2021,22,196,111,101,0,0,0,23,17,16,93.2,53.8
"Gulden, Errol",2021,18,195,82,87,14,11,0,52,24,14,79.9,71.7
"Rowbottom, James",2021,17,152,35,110,6,3,0,105,12,14,62.9,71.2
"Wicks, Sam",2021,22,143,65,102,17,18,0,89,17,24,79.0,56.8
"Warner, Chad",2021,13,135,31,81,8,5,0,48,6,17,75.7,66.2
"Blakey, Nick",2021,17,138,65,75,3,6,12,28,7,6,63.9,52.7
"Franklin, Lance",2021,18,157,81,56,51,24,0,46,24,34,89.7,70.1
"Hayward, Will",2021,20,134,81,74,28,15,0,60,15,18,77.8,58.9
"Fox, Robbie",2021,15,95,40,87,0,0,1,28,5,7,69.8,45.1
"Campbell, Braeden",2021,8,71,26,41,1,2,0,11,4,3,69.9,52.5
"Reid, Sam",2021,10,62,45,47,6,6,78,28,14,6,80.9,64.3
"McLean, Hayden",2021,12,67,53,35,11,6,30,23,5,5,81.7,51.2
"Melican, Lewis",2021,6,53,30,23,0,0,0,5,5,3,88.7,51.8
"Bell, James",2021,12,38,24,37,2,2,0,25,7,5,52.6,30.5
"McDonald, Logan",2021,7,38,22,21,9,5,0,6,8,3,72.0,43.4
"Stephens, Dylan",2021,7,30,20,29,1,1,0,8,1,8,49.4,32.0
"Amartey, Joel",2021,6,38,16,17,5,3,49,23,4,7,74.3,58.8
"ORiordan, Colin",2021,6,30,13,15,0,0,0,6,3,0,52.7,31.0
"Sinclair, Callum",2021,4,19,10,21,1,0,99,11,6,3,83.0,68.8
"Brand, Kaiden",2021,3,22,10,16,0,0,0,6,4,2,78.3,50.0
"Clarke, Ryan",2021,3,6,3,1,0,0,0,1,0,1,18.7,10.0
"Taylor, Lewis",2021,2,6,4,0,0,1,0,1,0,1,20.0,16.0
"Ronke, Ben",2021,2,2,1,3,0,0,0,0,0,0,32.5,7.5
"Sheed, Dom",2021,22,320,108,259,9,6,0,51,27,26,83.1,91.6
"Gaff, Andrew",2021,21,343,140,234,3,1,0,35,16,16,88.0,97.3
"Kelly, Tim",2021,19,245,62,209,6,8,0,64,13,17,77.9,84.3
"Redden, Jack",2021,18,208,104,235,3,1,0,71,20,13,82.9,93.9
"Sheppard, Brad",2021,20,220,129,127,0,0,0,32,12,5,89.1,71.3
"Naitanui, Nic",2021,22,154,34,181,3,7,687,65,30,17,68.2,85.3
"Hurn, Shannon",2021,15,260,103,67,0,0,0,24,9,5,70.3,87.5
"Cripps, Jamie",2021,22,205,82,109,26,26,0,86,17,20,86.5,71.0
"Rotham, Josh",2021,19,232,161,73,0,1,0,18,13,17,87.2,71.6
"Cole, Tom",2021,22,203,105,98,0,0,0,44,14,24,83.5,56.3
"Darling, Jack",2021,22,176,123,91,42,19,16,53,29,25,96.8,69.6
"Duggan, Liam",2021,14,188,94,77,0,0,0,30,4,9,84.5,78.4
"Yeo, Elliot",2021,12,150,27,114,3,7,0,63,20,20,76.6,83.0
"McGovern, Jeremy",2021,15,196,111,50,0,0,9,15,17,9,80.3,72.0
"Nelson, Jackson",2021,19,176,76,57,0,1,0,26,4,7,74.1,50.4
"Barrass, Tom",2021,16,168,117,53,0,0,1,10,14,6,87.1,62.4
"Allen, Oscar",2021,21,154,99,58,28,16,31,39,20,19,81.1,57.6
"Witherden, Alex",2021,9,166,59,34,1,0,0,18,4,12,82.4,87.7
"Langdon, Zac",2021,17,81,55,101,6,7,0,35,6,14,69.2,44.5
"Kennedy, Josh",2021,18,131,89,47,41,21,2,21,14,16,83.2,59.6
"Petruccelle, Jack",2021,17,108,59,69,16,8,0,27,5,13,68.3,48.1
"Waterman, Jake",2021,14,129,89,44,13,8,0,27,12,7,76.3,66.2
"Brander, Jarrod",2021,11,108,53,60,5,6,0,11,5,3,80.0,61.7
"Shuey, Luke",2021,7,104,23,56,0,1,0,30,18,7,66.4,87.3
"Ryan, Liam",2021,14,116,55,28,24,10,0,21,11,9,78.6,56.5
"Edwards, Harry",2021,10,75,53,28,0,0,0,20,6,6,85.8,50.8
"Jones, Jamaine",2021,15,64,21,37,11,3,0,47,11,6,56.1,38.6
"Edwards, Luke",2021,8,57,26,43,0,1,0,10,5,4,65.1,46.1
"ONeill, Xavier",2021,8,47,16,37,1,1,0,15,4,2,63.8,41.0
"Foley, Luke",2021,6,53,23,21,1,0,0,7,0,3,72.2,49.2
"Ah Chee, Brendon",2021,6,29,12,39,5,2,0,14,1,2,65.2,47.3
"West, Connor",2021,5,35,16,28,1,4,0,13,4,7,76.8,50.8
"Hutchings, Mark",2021,4,23,9,15,0,0,0,8,1,0,60.0,39.8
"Vardy, Nathan",2021,9,18,13,20,5,0,92,11,5,8,59.8,31.1
"Williams, Bailey",2021,6,23,15,12,3,3,50,8,1,7,62.2,36.8
"Winder, Isiah",2021,1,2,1,3,1,0,0,1,1,0,56.0,26.0
"Macrae, Jack",2021,26,435,102,445,6,4,1,128,44,26,82.8,116.2
"Bontempelli, Marcus",2021,26,396,104,299,31,19,8,127,41,37,84.3,105.7
"Daniel, Caleb",2021,25,364,100,267,7,1,0,58,18,12,80.6,87.3
"Dale, Bailey",2021,26,447,100,176,9,0,0,26,10,12,81.9,81.7
"Smith, Bailey",2021,26,354,97,259,17,13,0,87,21,19,82.1,88.4
"Liberatore, Tom",2021,25,285,65,313,14,12,0,135,35,26,78.7,90.8
"Hunter, Lachie",2021,25,326,125,220,10,7,0,60,34,9,84.2,84.3
"Duryea, Taylor",2021,25,281,132,156,1,0,0,48,22,15,80.2,69.0
"Treloar, Adam",2021,17,186,50,209,13,9,0,73,11,16,75.3,86.4
"Williams, Bailey",2021,23,247,104,136,1,2,0,53,10,12,81.9,66.0
"Dunkley, Josh",2021,15,129,56,220,5,8,0,78,15,7,78.7,89.3
"English, Tim",2021,22,164,103,126,19,15,341,63,28,24,82.3,78.7
"Naughton, Aaron",2021,25,186,153,94,47,40,2,39,21,16,81.6,66.3
"Keath, Alex",2021,23,161,110,117,0,1,13,43,20,18,94.5,52.1
"Johannisen, Jason",2021,25,152,67,99,15,12,0,41,9,7,71.5,44.4
"Bruce, Josh",2021,20,138,100,83,48,21,28,26,13,26,86.7,62.8
"Cordy, Zaine",2021,19,126,67,57,0,0,5,38,18,12,97.5,43.8
"Scott, Anthony",2021,21,88,33,95,10,8,0,35,17,5,64.9,36.3
"Wood, Easton",2021,15,111,70,65,2,0,0,22,9,12,78.5,49.7
"Hannan, Mitch",2021,17,114,59,53,14,13,6,51,11,8,80.5,54.1
"Smith, Roarke",2021,14,79,29,88,3,4,0,34,4,7,72.3,45.8
"Weightman, Cody",2021,16,120,48,40,26,13,0,30,25,9,73.0,54.4
"Crozier, Hayden",2021,10,111,59,48,0,0,0,14,6,4,76.1,65.6
"Lipinski, Patrick",2021,11,74,39,79,2,1,0,22,2,5,60.4,53.2
"McNeil, Lachlan",2021,13,60,21,51,7,8,0,24,7,7,62.8,36.7
"Garcia, Riley",2021,9,57,14,46,4,3,0,17,6,8,69.6,42.4
"Young, Lewis",2021,9,47,24,52,1,1,71,14,9,7,77.4,48.8
"Vandermeer, Laitham",2021,11,46,24,50,6,8,0,26,6,9,66.5,39.7
"Schache, Josh",2021,9,67,41,27,5,4,5,11,5,6,71.8,49.8
"Martin, Stefan",2021,9,29,11,64,1,0,154,17,9,20,70.7,47.2
"Richards, Ed",2021,5,43,16,25,1,0,0,9,4,5,72.6,51.6
"Wallis, Mitch",2021,6,28,20,33,4,2,0,10,5,3,63.3,45.3
"Gardner, Ryan",2021,9,37,20,18,0,0,0,5,5,9,80.9,22.8
"Sweet, Jordon",2021,5,21,12,22,1,2,99,19,8,10,75.6,60.8
"McLean, Toby",2021,3,17,9,25,2,2,0,13,3,1,74.3,64.7
"Ugle-Hagan, Jamarra",2021,5,25,14,10,7,2,0,8,3,2,68.8,42.0
"Khamis, Buku",2021,1,7,1,4,0,0,0,1,1,2,65.0,31.0
"Butler, Louis",2021,1,6,5,4,0,0,0,2,0,1,54.0,46.0
"West, Rhylee",2021,4,6,2,3,0,2,0,3,0,5,30.0,7.3
"Jong, Lin",2021,1,2,2,2,0,1,0,0,0,0,16.0,17.0
"Cavarra, Ben",2021,1,1,1,0,0,0,0,1,1,0,18.0,11.0
