Player,Player_ID,Season_ID,KI,MK,HB,GL,BH,HO,TK,FF,FA,FantasyAve
"Coleman-Jones, Callum",136,2021,4.75,3.75,5.75,1.38,0.50,7.63,1.63,0.88,1.00,57.80
"Collier-Dawkins, Riley",137,2021,6.44,2.33,8.22,0.33,0.00,0.00,3.56,0.56,1.00,56.60
"Collins, Sam",138,2019,7.22,4.78,4.89,0.00,0.00,0.00,1.33,0.89,1.11,48.70
"Collins, Sam",138,2020,6.29,4.35,4.00,0.00,0.00,0.00,1.59,1.06,0.35,57.90
"Collins, Sam",138,2021,8.00,6.26,4.11,0.00,0.00,0.00,1.68,0.95,1.05,55.50
"Colyer, Travis",139,2020,6.00,1.78,2.89,0.33,0.22,0.00,1.00,0.00,0.33,42.90
"Colyer, Travis",139,2019,9.10,3.20,5.40,0.50,0.60,0.00,2.30,0.80,0.30,60.40
"Colyer, Travis",139,2021,8.86,3.41,3.77,0.68,0.86,0.00,2.00,0.27,0.41,56.40
"Conca, Reece",141,2021,6.80,3.50,6.70,0.00,0.00,0.00,1.80,0.50,1.00,49.00
"Conca, Reece",141,2020,10.00,3.43,4.21,0.00,0.00,0.00,2.71,0.64,0.93,71.80
"Conca, Reece",141,2019,12.82,3.09,7.50,0.09,0.14,0.00,3.55,0.82,1.27,74.60
"Coniglio, Stephen",142,2021,8.71,2.00,6.00,0.14,0.57,0.00,3.86,1.00,0.43,60.70
"Coniglio, Stephen",142,2019,16.60,4.20,10.00,1.00,0.40,0.00,3.93,0.67,0.67,103.20
"Coniglio, Stephen",142,2020,12.25,2.75,8.81,0.31,0.50,0.00,3.88,1.06,1.19,97.50
"Connolly, Leo",143,2021,8.00,3.14,3.86,0.14,0.14,0.00,0.57,0.14,0.43,43.30
"Constable, Charlie",144,2019,9.00,4.43,12.43,0.71,0.29,0.00,3.71,0.43,0.71,82.90
"Corbett, Josh",146,2020,6.43,4.43,2.43,0.43,0.86,0.00,1.00,1.14,1.00,53.80
"Corbett, Josh",146,2019,5.56,4.44,3.44,0.33,0.89,0.00,1.56,0.67,0.89,44.00
"Corbett, Josh",146,2021,6.31,4.88,2.56,1.44,0.69,0.25,0.75,0.81,0.75,49.80
"Cordy, Zaine",147,2020,6.14,2.86,2.29,0.00,0.00,0.36,1.43,0.57,0.36,46.40
"Cordy, Zaine",147,2021,6.63,3.53,3.00,0.00,0.00,0.26,2.00,0.95,0.63,43.80
"Cordy, Zaine",147,2019,5.61,3.13,4.13,0.00,0.04,0.87,1.74,0.44,0.96,39.90
"Corr, Aidan",148,2019,9.63,3.38,3.13,0.00,0.00,0.00,1.63,0.38,1.25,48.40
"Corr, Aidan",148,2020,9.53,3.93,2.47,0.00,0.07,0.00,1.47,0.27,0.40,62.90
"Cotchin, Trent",149,2019,11.36,2.64,8.43,0.21,0.14,0.00,3.14,1.14,1.29,70.10
"Cotchin, Trent",149,2021,12.12,3.12,8.65,0.12,0.00,0.00,3.35,1.00,0.77,75.80
"Cotchin, Trent",149,2020,10.35,2.29,7.94,0.06,0.18,0.00,3.24,0.82,1.06,81.20
"Cottrell, Matthew",150,2021,8.43,2.64,3.36,0.21,0.14,0.00,2.21,0.36,0.64,48.60
"Cousins, James",151,2020,10.00,3.33,9.50,0.17,0.50,0.00,2.67,0.83,1.17,85.60
"Cousins, James",151,2021,10.10,2.70,8.60,0.20,0.50,0.00,3.70,0.80,0.60,71.10
"Cousins, James",151,2019,10.75,4.25,7.50,0.67,0.33,0.00,2.75,0.75,0.92,73.30
"Cox, Brennan",152,2019,3.88,3.63,5.63,0.63,0.25,2.00,2.50,0.00,0.75,47.50
"Cox, Brennan",152,2021,7.25,4.67,4.58,0.00,0.00,0.08,0.92,0.33,1.00,46.00
"Cox, Brennan",152,2020,6.39,3.92,5.00,0.00,0.00,0.00,0.85,0.77,0.54,54.30
"Cox, Mason",154,2021,5.86,3.71,3.57,1.14,1.14,3.29,1.00,1.57,0.71,50.60
"Cox, Mason",154,2020,3.46,3.18,2.82,1.27,0.18,3.09,0.55,1.09,0.46,48.00
"Cox, Mason",154,2019,5.57,4.29,3.50,1.36,0.71,4.00,0.79,1.86,0.93,51.60
"Cox, Nik",155,2021,6.91,3.68,4.86,0.41,0.41,0.55,2.14,0.73,1.05,51.00
"Cripps, Jamie",156,2020,6.71,2.57,5.21,0.64,0.50,0.00,3.21,0.64,0.64,67.80
"Cripps, Jamie",156,2019,7.63,3.11,5.95,1.58,0.68,0.00,3.37,0.42,0.84,65.60
"Cripps, Jamie",156,2021,9.32,3.73,4.96,1.18,1.18,0.00,3.91,0.77,0.91,71.00
"Cripps, Patrick",157,2020,8.94,2.35,10.71,0.41,0.65,0.00,4.77,2.24,1.47,94.10
"Cripps, Patrick",157,2021,8.15,3.15,15.25,0.65,0.55,0.15,4.25,2.35,2.20,81.80
"Cripps, Patrick",157,2019,10.60,3.10,17.40,0.65,0.30,0.00,6.15,2.40,1.95,101.30
"Crisp, Jack",158,2020,11.58,4.79,7.53,0.11,0.11,0.00,3.05,0.79,0.58,95.20
"Crisp, Jack",158,2021,15.50,6.73,11.50,0.09,0.23,0.00,3.64,0.73,1.32,101.80
"Crisp, Jack",158,2019,14.38,6.17,11.21,0.08,0.21,0.00,3.46,0.83,0.58,97.70
"Crocker, Ben",159,2020,6.43,3.14,1.43,0.57,0.71,0.00,2.43,1.00,0.14,57.50
"Crouch, Brad",160,2020,11.33,1.67,10.67,0.17,0.08,0.00,3.75,1.25,1.17,92.70
"Crouch, Brad",160,2021,12.40,2.80,13.95,0.35,0.25,0.00,5.45,1.15,1.20,95.20
"Crouch, Brad",160,2019,15.36,2.96,14.86,0.50,0.55,0.05,5.05,1.05,0.64,107.60
"Crouch, Matt",161,2020,10.13,2.75,16.00,0.13,0.19,0.00,4.63,1.19,0.88,110.80
"Crouch, Matt",161,2019,14.21,4.05,18.42,0.37,0.21,0.00,3.42,0.79,0.79,106.20
"Crowden, Mitch",162,2020,5.00,1.50,3.40,0.60,0.10,0.00,4.70,0.40,1.00,57.80
"Crowden, Mitch",162,2021,4.38,2.13,6.06,0.31,0.44,0.00,1.81,0.50,0.25,40.90
"Crozier, Hayden",163,2021,11.10,5.90,4.80,0.00,0.00,0.00,1.40,0.60,0.40,65.60
"Crozier, Hayden",163,2020,10.27,3.93,3.67,0.13,0.13,0.00,2.67,1.00,0.73,75.40
"Crozier, Hayden",163,2019,11.68,6.18,4.91,0.00,0.00,0.00,2.00,1.05,0.46,71.10
"Cumming, Isaac",164,2021,15.50,5.46,6.38,0.04,0.17,0.00,2.33,0.50,0.75,83.60
"Cuningham, David",165,2019,7.22,3.11,8.78,0.78,0.56,0.00,3.56,0.33,0.67,66.30
"Cuningham, David",165,2020,6.00,2.67,5.50,0.50,0.50,0.00,2.75,0.42,0.50,63.00
"Cunningham, Harry",166,2019,13.44,5.78,7.00,0.00,0.11,0.00,2.78,0.44,0.89,80.70
"Cunningham, Harry",166,2020,9.24,3.47,5.65,0.00,0.06,0.00,2.24,0.59,0.29,72.60
"Cunningham, Harry",166,2021,10.91,5.14,5.38,0.00,0.00,0.00,2.62,0.62,0.67,68.00
"Cunnington, Ben",167,2021,13.53,4.13,13.27,0.60,0.53,0.00,4.93,2.00,2.07,99.20
"Cunnington, Ben",167,2019,8.59,2.41,18.05,0.27,0.23,0.00,3.55,1.18,1.41,82.10
"Curnow, Charlie",168,2019,10.46,4.46,1.82,1.64,0.73,0.00,1.55,1.00,0.36,65.00
"Curnow, Ed",169,2020,12.47,2.47,6.35,0.24,0.18,0.00,5.18,0.77,1.06,96.80
"Curnow, Ed",169,2021,14.46,4.82,8.09,0.46,0.14,0.00,3.64,0.59,1.05,88.90
"Curnow, Ed",169,2019,12.14,3.82,10.41,0.41,0.36,0.00,5.09,0.86,0.96,89.90
"Cutler, Tom",170,2020,8.25,3.13,5.50,0.25,0.63,0.00,1.25,0.63,0.75,63.30
"Cutler, Tom",170,2021,8.69,3.92,5.00,0.08,0.31,0.00,1.23,0.39,0.15,53.50
"Dahlhaus, Luke",171,2020,5.56,2.75,7.94,0.44,0.00,0.00,2.31,0.44,0.31,65.20
"Dahlhaus, Luke",171,2021,4.91,1.95,7.14,0.33,0.71,0.00,3.76,0.86,0.91,50.80
"Dahlhaus, Luke",171,2019,7.13,2.96,10.92,0.58,0.67,0.00,4.79,1.04,0.58,74.70
"Daicos, Josh",172,2021,10.18,2.82,8.77,0.53,0.53,0.00,3.12,1.12,0.82,71.40
"Daicos, Josh",172,2020,9.39,3.78,7.94,0.56,0.17,0.00,2.33,1.00,0.44,84.90
"Dale, Bailey",173,2020,5.33,2.22,3.89,0.78,0.33,0.00,1.44,0.67,0.56,50.30
"Dale, Bailey",173,2019,7.70,3.90,5.00,2.10,1.10,0.00,1.90,0.60,0.40,65.50
"Dale, Bailey",173,2021,17.19,3.85,6.77,0.35,0.00,0.00,1.00,0.39,0.46,81.70
"Dangerfield, Patrick",174,2021,13.25,4.44,9.94,0.50,0.44,0.00,3.31,1.75,1.38,87.30
"Dangerfield, Patrick",174,2020,13.33,3.71,7.43,0.81,0.81,0.00,2.62,1.62,1.29,99.90
"Dangerfield, Patrick",174,2019,14.67,4.96,12.42,1.13,0.75,0.04,4.33,1.83,1.58,105.70
"Daniel, Caleb",175,2019,17.29,3.94,9.24,0.06,0.00,0.00,3.12,0.88,0.71,93.80
"Daniel, Caleb",175,2020,12.50,3.28,7.67,0.17,0.11,0.00,2.33,0.56,0.50,90.20
"Daniel, Caleb",175,2021,14.56,4.00,10.68,0.28,0.04,0.00,2.32,0.72,0.48,87.30
"Daniels, Brent",176,2021,7.00,1.69,6.62,0.15,0.31,0.00,2.69,0.92,0.31,51.30
"Daniels, Brent",176,2020,6.25,1.94,5.88,0.31,0.50,0.00,2.63,0.44,0.69,59.50
"Daniels, Brent",176,2019,7.69,3.08,6.92,0.42,0.77,0.00,3.12,0.81,0.69,60.70
"Daniher, Joe",177,2021,10.79,4.88,3.46,1.92,1.33,2.04,1.04,1.25,1.38,70.10
"Darcy, Sean",178,2019,4.00,1.82,7.09,0.36,0.64,27.27,2.73,0.91,1.64,68.60
"Darcy, Sean",178,2020,2.80,1.67,6.13,0.33,0.40,22.00,1.73,0.47,1.93,64.60
"Darcy, Sean",178,2021,7.43,4.29,9.19,0.57,0.57,28.52,3.05,1.05,1.81,93.90
"Darling, Jack",179,2020,6.22,3.56,3.17,1.67,0.67,0.44,1.94,1.11,0.50,67.70
"Darling, Jack",179,2021,8.00,5.59,4.14,1.91,0.86,0.73,2.41,1.32,1.14,69.60
"Darling, Jack",179,2019,8.46,4.67,3.50,2.46,0.75,0.71,2.67,1.25,1.08,71.30
"Davies-Uniacke, Luke",181,2020,8.11,2.11,9.22,0.22,0.00,0.00,2.33,0.67,1.33,70.60
"Davies-Uniacke, Luke",181,2019,7.29,2.79,7.57,0.29,0.36,0.00,2.14,0.64,1.14,53.20
"Davies-Uniacke, Luke",181,2021,11.45,4.85,10.55,0.30,0.60,0.00,3.20,0.55,1.35,81.70
"Davis, Phil",183,2020,4.20,3.70,4.20,0.00,0.00,0.00,1.20,0.90,0.60,45.00
"Davis, Phil",183,2021,5.82,4.27,4.27,0.00,0.00,0.00,1.46,0.91,1.27,41.70
"Davis, Phil",183,2019,8.52,7.04,5.22,0.04,0.04,0.00,1.83,1.22,0.83,63.50
"Dawson, Jacob",185,2019,10.33,7.00,6.67,0.00,0.00,0.00,2.17,0.17,0.50,72.70
"Dawson, Jordan",186,2020,11.44,3.75,4.81,0.38,0.44,0.00,2.38,0.81,0.63,82.90
"Dawson, Jordan",186,2019,12.45,5.45,6.35,0.75,0.05,0.05,3.00,1.00,0.50,82.50
"Dawson, Jordan",186,2021,15.39,5.48,6.91,0.39,0.30,0.00,2.96,0.96,1.00,88.90
"Day, Sam",187,2021,4.33,3.83,4.50,0.50,0.67,3.83,2.83,0.67,0.83,50.50
"Day, Sam",187,2019,6.10,5.00,5.50,1.10,0.40,4.40,2.10,0.90,0.40,63.80
"Day, Sam",187,2020,4.00,2.77,4.65,0.71,0.41,3.18,1.24,0.53,0.94,50.10
"Day, Will",188,2020,9.09,4.36,6.55,0.09,0.09,0.00,1.36,0.91,0.27,74.50
"de Boer, Matt",189,2021,6.00,3.09,8.55,0.18,0.18,0.00,3.64,0.46,0.64,58.70
"de Boer, Matt",189,2020,4.46,1.54,7.31,0.15,0.00,0.00,3.54,1.62,1.54,55.90
"de Boer, Matt",189,2019,6.42,2.42,10.32,0.21,0.37,0.05,5.26,1.11,1.42,66.70
"de Goey, Jordan",190,2020,8.60,2.60,4.90,1.40,1.20,0.00,1.20,0.60,0.40,71.50
"de Goey, Jordan",190,2019,12.00,4.77,4.77,2.00,1.29,0.00,2.06,1.06,0.82,79.90
"de Goey, Jordan",190,2021,12.55,5.40,8.45,1.15,1.15,0.00,1.95,0.60,0.90,84.50
"De Koning, Tom",192,2020,3.71,1.43,4.00,0.00,0.29,12.43,2.29,0.43,1.29,52.30
"De Koning, Tom",192,2021,6.23,3.08,3.23,0.54,0.31,16.85,2.08,1.23,1.15,60.80
"Deledio, Brett",193,2019,9.21,5.07,8.21,0.43,0.43,0.00,2.57,0.79,0.50,71.90
"Deluca, Josh",194,2019,5.17,2.17,6.67,0.67,0.17,0.00,3.83,0.00,0.67,52.80
"Dickson, Tory",195,2019,6.41,3.53,5.00,1.41,0.47,0.00,2.41,0.47,0.47,57.50
"Dixon, Charlie",196,2019,6.78,3.22,4.44,1.44,1.22,2.56,2.11,2.00,1.78,56.40
"Dixon, Charlie",196,2020,6.11,3.83,3.33,1.89,1.17,2.56,1.67,1.00,0.78,71.10
"Dixon, Charlie",196,2021,7.42,4.04,4.88,2.00,1.00,4.33,2.08,1.63,1.13,68.00
"Docherty, Sam",197,2021,18.00,7.64,6.29,0.00,0.00,0.00,2.21,1.14,0.29,98.60
"Docherty, Sam",197,2020,13.50,5.19,5.13,0.00,0.06,0.00,1.19,0.94,0.38,88.70
"Doedee, Tom",198,2020,8.33,5.22,6.00,0.00,0.00,0.00,1.67,0.67,0.33,73.80
"Doedee, Tom",198,2021,9.67,4.76,6.91,0.05,0.05,0.00,2.24,0.91,1.05,64.10
"Douglas, Richard",199,2019,9.33,3.00,5.78,0.22,0.33,0.00,2.56,0.56,0.44,59.70
"Dow, Paddy",200,2021,5.59,1.65,8.65,0.24,0.12,0.00,2.29,0.53,0.77,47.90
"Dow, Paddy",200,2019,7.26,2.11,7.00,0.37,0.53,0.00,2.63,0.58,0.84,53.40
"Draper, Sam",203,2020,5.75,1.88,2.50,0.13,0.38,18.50,1.88,1.25,1.88,63.30
"Draper, Sam",203,2021,6.54,2.39,3.54,0.15,0.39,24.31,1.77,1.23,1.85,62.20
"Drew, Willem",204,2019,7.20,2.20,8.70,0.20,0.10,0.00,5.60,1.00,0.90,67.60
"Drew, Willem",204,2021,7.38,2.17,10.29,0.17,0.17,0.00,6.83,0.88,1.25,74.80
"Duggan, Liam",205,2021,13.43,6.71,5.50,0.00,0.00,0.00,2.14,0.29,0.64,78.40
"Duggan, Liam",205,2019,11.60,5.67,4.33,0.00,0.07,0.00,1.73,0.40,0.47,66.50
"Duggan, Liam",205,2020,12.41,5.77,4.12,0.00,0.12,0.00,1.82,0.47,0.47,86.50
"Duman, Taylin",206,2021,8.17,4.67,7.00,0.00,0.00,0.00,2.00,0.17,0.50,59.20
"Duman, Taylin",206,2019,10.71,5.50,4.21,0.07,0.21,0.00,2.36,0.43,0.57,65.90
"Duman, Taylin",206,2020,7.53,3.07,3.87,0.00,0.00,0.00,1.93,0.67,0.53,57.90
"Dumont, Trent",207,2021,12.00,5.36,5.86,0.00,0.00,0.00,1.86,0.36,0.43,70.30
"Dumont, Trent",207,2020,10.35,3.06,9.77,0.18,0.24,0.00,4.47,1.06,0.47,98.20
"Dumont, Trent",207,2019,12.91,4.33,10.67,0.14,0.24,0.00,3.67,0.86,0.62,87.80
"Duncan, Mitch",208,2021,15.39,7.54,8.85,0.62,0.15,0.00,2.54,1.23,0.39,100.50
"Duncan, Mitch",208,2020,13.10,6.15,7.25,0.65,0.40,0.00,3.40,0.65,0.70,110.90
"Duncan, Mitch",208,2019,14.78,7.48,10.48,0.87,0.26,0.00,2.96,0.83,0.87,103.30
"Dunkley, Josh",209,2020,7.08,2.33,11.17,0.50,0.42,1.00,5.92,0.83,0.75,96.60
"Dunkley, Josh",209,2021,8.60,3.73,14.67,0.33,0.53,0.00,5.20,1.00,0.47,89.30
"Dunkley, Josh",209,2019,13.35,4.13,14.96,0.48,0.35,0.48,6.13,1.96,0.83,110.00
"Dunstan, Luke",212,2021,14.08,4.25,11.17,0.08,0.33,0.00,4.92,1.50,1.58,94.60
"Dunstan, Luke",212,2019,11.56,3.28,10.78,0.22,0.67,0.06,4.83,1.44,0.94,86.10
"Durdin, Sam",214,2019,5.50,3.00,3.30,0.00,0.00,0.00,1.70,0.40,0.80,36.90
"Durham, Sam",215,2021,6.71,4.43,7.43,0.14,0.29,0.00,1.29,0.57,0.14,54.70
"Duryea, Taylor",216,2019,13.79,5.86,5.14,0.14,0.07,0.00,2.00,0.79,0.71,76.80
"Duryea, Taylor",216,2021,11.24,5.28,6.24,0.04,0.00,0.00,1.92,0.88,0.60,69.00
"Duursma, Xavier",217,2021,10.09,4.73,8.73,0.27,0.27,0.00,2.64,1.18,0.82,73.10
"Duursma, Xavier",217,2020,7.60,3.47,5.53,0.47,0.20,0.00,2.40,1.07,0.47,70.70
"Duursma, Xavier",217,2019,10.20,5.70,9.40,0.55,0.65,0.00,2.05,1.20,0.60,78.10
"Ebert, Brad",219,2019,9.91,4.82,5.73,1.18,1.00,0.00,4.55,0.82,1.00,79.70
"Ebert, Brad",219,2020,9.36,3.71,5.43,0.79,1.00,0.00,3.93,1.14,0.64,88.40
"Edwards, Harry",220,2021,7.50,5.30,2.80,0.00,0.00,0.00,2.00,0.60,0.60,50.80
"Edwards, Luke",221,2021,7.13,3.25,5.38,0.00,0.13,0.00,1.25,0.63,0.50,46.10
"Edwards, Shane",222,2020,7.80,1.00,9.40,0.50,0.10,0.00,2.70,0.80,0.60,72.60
"Edwards, Shane",222,2021,9.31,2.94,9.06,0.50,0.19,0.00,2.25,0.38,0.81,65.00
"Edwards, Shane",222,2019,9.96,3.29,11.96,0.29,0.08,0.00,3.13,0.92,1.21,75.30
"Eggmolesse-Smith, Derek",223,2020,8.83,2.50,4.00,0.00,0.00,0.00,2.17,0.50,1.33,59.00
"Elliott, Jamie",224,2021,9.77,4.69,5.62,1.92,0.62,0.00,2.46,0.77,1.15,73.90
"Elliott, Jamie",224,2019,9.00,5.56,2.94,1.63,1.13,0.00,2.31,0.81,0.25,69.80
"Elliott, Jamie",224,2020,7.83,2.83,4.78,0.56,0.56,0.00,3.17,0.39,0.67,70.60
"Ellis, Brandon",225,2020,12.13,4.25,6.19,0.31,0.19,0.00,2.63,0.81,0.81,90.50
"Ellis, Brandon",225,2021,15.17,7.22,8.33,0.28,0.11,0.00,2.61,0.61,0.94,93.80
"Ellis, Brandon",225,2019,11.70,5.04,9.39,0.39,0.13,0.00,2.48,0.48,0.48,80.40
"Ellis-Yolmen, Cam",227,2020,5.56,2.00,5.33,0.33,0.22,0.00,2.33,0.56,0.67,54.30
"Ellis-Yolmen, Cam",227,2019,10.00,2.90,13.50,0.20,0.20,0.00,5.60,0.80,0.80,87.90
"English, Tim",228,2020,7.17,4.28,6.28,0.44,0.61,15.94,2.17,1.00,1.00,91.00
"English, Tim",228,2019,6.75,4.05,6.45,0.40,0.50,19.10,3.40,1.15,1.20,78.50
"English, Tim",228,2021,7.46,4.68,5.73,0.86,0.68,15.50,2.86,1.27,1.09,78.70
"Fantasia, Orazio",230,2021,8.40,3.20,3.47,1.87,1.53,0.00,2.00,0.67,0.40,61.90
"Fantasia, Orazio",230,2019,6.73,3.07,4.80,1.33,0.80,0.00,2.13,0.87,0.67,55.20
"Farrar, Jy",231,2021,9.00,5.60,5.50,0.00,0.00,0.00,1.40,0.10,0.50,59.00
"Farrell, Kane",232,2019,5.14,2.00,3.29,1.57,0.43,0.00,2.00,0.57,0.43,45.10
"Farrell, Kane",232,2021,6.70,2.30,5.50,0.40,0.30,0.00,2.40,0.10,1.10,47.10
"Farrell, Kane",232,2020,5.09,1.91,4.18,0.55,0.82,0.00,2.73,0.18,0.18,55.00
"Finlayson, Jeremy",234,2021,8.15,3.08,2.69,1.77,0.69,1.85,1.15,1.08,0.85,55.40
"Finlayson, Jeremy",234,2020,6.80,2.53,1.40,1.27,0.67,2.93,2.33,0.67,0.67,62.50
"Finlayson, Jeremy",234,2019,9.44,5.13,3.00,1.91,1.09,0.48,1.52,0.57,0.61,67.60
"Fiorini, Brayden",235,2021,13.30,5.20,10.10,0.20,0.20,0.00,4.70,0.70,0.60,94.80
"Fiorini, Brayden",235,2019,16.14,4.19,9.29,0.24,0.33,0.00,4.76,0.52,0.33,99.90
"Fisher, Zac",236,2020,7.13,1.63,6.25,0.75,0.25,0.00,2.50,0.38,0.13,66.90
"Fisher, Zac",236,2021,8.50,2.30,7.40,0.40,0.80,0.00,2.40,0.50,0.90,57.80
"Fisher, Zac",236,2019,9.05,2.33,8.48,0.43,0.33,0.00,2.76,0.48,0.81,63.10
"Flanders, Sam",237,2021,6.00,2.88,5.81,0.25,0.31,0.00,3.88,1.38,0.50,55.40
"Florent, Oliver",238,2020,10.59,2.35,5.77,0.24,0.24,0.00,2.53,0.41,0.77,75.30
"Florent, Oliver",238,2019,11.81,3.71,7.43,0.29,0.29,0.00,2.05,0.43,0.95,69.20
"Florent, Oliver",238,2021,11.87,4.04,7.09,0.39,0.26,0.00,2.17,0.78,0.83,71.50
"Flynn, Matt",239,2021,4.58,3.83,7.25,0.42,0.17,18.50,2.50,1.33,0.75,70.00
"Fogarty, Darcy",240,2020,4.10,1.90,3.30,0.80,0.10,0.20,2.20,1.10,1.00,45.80
"Fogarty, Darcy",240,2021,5.59,3.12,2.47,1.41,0.71,0.06,1.24,1.12,0.94,43.50
"Fogarty, Lachie",241,2020,8.67,2.83,4.83,0.17,0.17,0.00,3.17,1.67,0.50,72.70
"Fogarty, Lachie",241,2021,8.18,3.35,6.29,0.35,0.35,0.00,3.65,0.94,0.65,63.20
"Foley, Luke",242,2021,8.83,3.83,3.50,0.17,0.00,0.00,1.17,0.00,0.50,49.20
"Fox, Robbie",246,2019,5.91,2.27,5.73,0.27,0.09,0.09,4.27,0.46,1.00,52.40
"Fox, Robbie",246,2020,6.14,2.14,4.14,0.00,0.00,0.00,2.64,0.71,0.64,53.10
"Fox, Robbie",246,2021,6.33,2.67,5.80,0.00,0.00,0.07,1.87,0.33,0.47,45.10
"Frampton, Billy",247,2021,6.40,5.00,3.30,0.20,1.10,2.40,0.80,0.40,0.70,47.00
"Francis, Aaron",248,2020,5.50,3.38,4.38,0.00,0.00,0.00,1.75,0.63,0.50,51.90
"Francis, Aaron",248,2021,6.60,4.67,4.67,0.13,0.40,0.07,1.13,1.00,0.80,47.50
"Francis, Aaron",248,2019,7.59,4.71,5.65,0.18,0.18,0.00,1.77,0.59,0.59,55.30
"Franklin, Lance",249,2019,9.60,5.50,2.10,2.70,1.80,0.00,1.60,0.80,1.40,70.50
"Franklin, Lance",249,2021,8.72,4.50,3.11,2.83,1.33,0.00,2.56,1.33,1.89,70.10
"Frawley, James",250,2020,5.50,2.93,3.21,0.00,0.00,0.00,0.71,0.43,1.00,40.00
"Frawley, James",250,2019,8.72,4.28,3.39,0.00,0.00,0.00,1.50,0.50,0.83,49.80
"Frederick, Martin",251,2021,4.13,2.13,5.25,0.13,0.00,0.00,1.25,0.63,0.63,33.80
"Frederick, Michael",252,2021,7.43,5.00,2.29,0.71,1.57,0.00,1.00,0.71,0.14,52.00
"Frederick, Michael",252,2020,4.10,1.80,3.90,0.40,0.60,0.00,0.80,0.40,0.50,38.30
"Fritsch, Bayley",253,2020,8.00,5.06,3.00,1.38,1.50,0.00,1.06,0.63,0.63,72.40
"Fritsch, Bayley",253,2019,11.18,6.00,5.36,0.91,0.73,0.00,1.77,0.73,0.68,74.20
"Fritsch, Bayley",253,2021,7.92,4.83,2.25,2.46,1.00,0.00,1.96,0.75,0.88,64.50
"Frost, Sam",254,2020,6.00,3.44,4.25,0.00,0.13,0.00,1.25,0.56,1.00,49.40
"Frost, Sam",254,2021,8.82,5.09,6.32,0.00,0.00,0.14,2.00,0.32,1.41,58.60
"Frost, Sam",254,2019,8.55,4.32,4.91,0.00,0.09,0.00,1.59,0.73,1.05,52.50
"Fullarton, Tom",255,2021,4.33,1.83,6.08,0.25,0.08,3.50,1.75,0.42,0.42,41.90
"Fyfe, Nat",256,2020,9.29,3.07,12.14,0.71,0.43,0.00,3.00,1.36,1.29,94.50
"Fyfe, Nat",256,2021,10.27,3.87,13.80,0.40,1.40,0.00,4.07,1.20,2.40,84.10
"Fyfe, Nat",256,2019,13.95,4.80,15.20,0.80,0.65,0.00,3.95,2.45,1.80,105.00
"Gaff, Andrew",257,2020,13.94,4.50,10.33,0.28,0.22,0.00,2.33,0.83,0.39,108.60
"Gaff, Andrew",257,2021,16.33,6.67,11.14,0.14,0.05,0.00,1.67,0.76,0.76,97.30
"Gaff, Andrew",257,2019,19.86,6.41,12.05,0.14,0.05,0.00,2.36,0.82,0.73,111.90
"Gallucci, Jordan",258,2019,9.00,3.60,3.20,0.30,0.20,0.00,1.50,0.60,0.10,52.50
"Garcia, Riley",259,2021,6.33,1.56,5.11,0.44,0.33,0.00,1.89,0.67,0.89,42.40
"Gardiner, Darcy",260,2021,6.78,3.78,4.22,0.00,0.00,0.00,0.44,0.67,1.22,38.90
"Gardiner, Darcy",260,2020,7.72,3.94,3.33,0.00,0.00,0.00,1.39,0.50,1.11,55.50
"Gardiner, Darcy",260,2019,9.96,4.67,3.63,0.04,0.00,0.00,2.21,0.92,1.08,57.90
"Gardner, Ryan",261,2021,4.11,2.22,2.00,0.00,0.00,0.00,0.56,0.56,1.00,22.80
"Gardner, Ryan",261,2020,4.10,2.70,3.50,0.00,0.00,0.00,1.30,0.00,1.00,37.00
"Garlett, Jeff",263,2019,6.71,2.71,3.00,1.29,1.29,0.00,3.14,0.14,0.71,53.90
"Garner, Taylor",265,2019,7.22,3.56,6.00,0.56,0.67,0.00,2.78,0.22,0.56,58.00
"Garthwaite, Ryan",266,2019,6.14,4.00,2.86,0.00,0.00,0.00,1.71,0.29,0.57,41.60
"Gawn, Max",267,2020,10.14,4.50,5.71,0.07,0.07,32.71,2.50,2.29,0.64,123.70
"Gawn, Max",267,2019,12.05,4.86,5.67,0.33,0.33,39.48,2.43,2.29,1.52,111.30
"Gawn, Max",267,2021,12.64,5.24,5.88,0.64,0.68,32.16,2.84,1.32,1.36,110.70
"Geary, Jarryn",268,2020,5.19,3.00,5.19,0.31,0.06,0.00,1.75,0.38,0.69,52.70
"Georgiades, Mitch",269,2020,5.57,2.86,2.71,1.14,0.86,0.00,2.00,1.57,0.71,57.30
"Georgiades, Mitch",269,2021,6.38,4.43,3.62,1.52,0.81,0.00,1.76,0.67,1.48,52.90
"Gibbons, Michael",270,2021,8.91,3.55,5.27,0.73,0.46,0.00,2.46,0.55,0.55,61.50
"Gibbons, Michael",270,2020,9.60,3.40,4.20,0.73,0.40,0.00,2.80,0.67,0.93,76.60
"Gibbons, Michael",270,2019,9.33,3.29,5.33,0.76,0.67,0.00,2.71,0.62,0.95,62.40
"Gibbs, Bryce",271,2019,12.83,4.00,6.92,0.17,0.08,0.00,3.92,0.83,0.42,80.70
"Glass, Conor",274,2019,8.14,3.57,5.43,0.14,0.14,0.00,1.43,0.29,0.71,50.90
"Gleeson, Martin",275,2021,5.50,3.50,4.50,0.00,0.00,0.00,1.83,0.33,0.33,42.70
