Player,ID,Season,GM,KI_Ave,MK_Ave,HB_Ave,GL_Ave,BH_Ave,HO_Ave,TK_Ave,FF_Ave,FA_Ave,FantasyAve
"Aarts, Jake",1,2020,14,6.09,2.66,5.49,1.20,0.43,0.00,2.83,0.69,1.54,52.2
"Aarts, Jake",1,2021,21,5.81,2.52,4.76,0.86,0.57,0.00,2.52,0.95,1.29,47.4
"Abbott, Ryan",2,2018,4,5.00,2.75,5.75,0.75,0.75,27.25,5.75,0.50,2.00,84.8
"Abbott, Ryan",2,2019,1,5.00,3.00,6.00,1.00,0.00,24.00,4.00,1.00,3.00,74.0
"Ablett, Gary",3,2015,6,15.67,2.00,7.17,1.67,0.50,0.00,4.67,2.50,1.50,94.5
"Ablett, Gary",3,2016,14,14.50,2.00,12.50,0.71,0.86,0.00,6.07,1.36,1.36,101.2
"Ablett, Gary",3,2017,14,19.00,3.50,14.00,0.57,0.79,0.00,5.50,0.93,1.29,118.8
"Ablett, Gary",3,2018,19,15.58,4.47,13.47,0.84,0.79,0.00,3.79,1.26,1.68,104.3
"Ablett, Gary",3,2019,24,12.21,3.71,7.88,1.42,0.75,0.00,4.50,0.75,1.75,86.3
"Ablett, Gary",3,2020,12,9.70,2.40,8.20,0.90,0.80,0.00,2.70,0.50,1.00,67.2
"Acres, Blake",4,2015,7,6.29,2.57,5.57,0.00,0.14,1.43,2.57,0.29,0.86,47.3
"Acres, Blake",4,2016,16,10.00,3.56,7.75,0.44,0.38,0.88,3.13,0.75,0.63,71.4
"Acres, Blake",4,2017,18,9.89,4.50,10.44,0.61,0.22,0.11,2.83,0.67,0.72,77.9
"Acres, Blake",4,2018,12,10.75,3.92,10.75,0.33,0.58,0.83,3.58,1.50,1.42,80.5
"Acres, Blake",4,2019,19,8.11,3.68,8.11,0.32,0.26,0.47,3.84,0.89,1.05,67.3
"Acres, Blake",4,2020,7,12.86,6.86,10.11,0.00,0.00,0.00,3.26,0.51,1.20,89.3
"Acres, Blake",4,2021,18,10.22,3.72,7.67,0.11,0.00,0.56,2.50,0.67,1.00,66.1
"Adams, Marcus",5,2016,11,8.64,5.73,7.64,0.00,0.18,0.00,2.27,1.18,0.64,66.9
"Adams, Marcus",5,2017,10,8.60,6.50,6.80,0.40,0.70,0.00,3.00,0.40,0.50,72.9
"Adams, Marcus",5,2018,6,9.17,6.17,5.83,0.00,0.00,0.50,2.00,1.00,1.83,61.7
"Adams, Marcus",5,2019,10,7.40,5.10,3.10,0.00,0.00,0.00,1.20,0.40,0.80,46.5
"Adams, Marcus",5,2020,1,2.40,1.20,3.60,0.00,0.00,0.00,0.00,0.00,1.20,14.4
"Adams, Marcus",5,2021,17,9.76,5.41,4.18,0.00,0.00,0.00,1.76,0.76,0.82,59.2
"Adams, Taylor",6,2015,18,14.11,4.39,13.33,0.39,0.33,0.00,5.00,0.72,1.44,101.2
"Adams, Taylor",6,2016,14,15.14,4.57,12.57,0.43,0.07,0.00,4.43,1.50,1.07,102.9
"Adams, Taylor",6,2017,22,14.91,5.05,14.59,0.41,0.36,0.00,6.36,1.45,1.36,114.7
"Adams, Taylor",6,2018,23,14.35,3.39,12.61,0.39,0.39,0.00,5.22,1.78,1.61,99.0
"Adams, Taylor",6,2019,12,14.50,3.92,9.92,0.42,0.42,0.00,5.08,1.08,1.83,93.9
"Adams, Taylor",6,2020,19,15.47,3.98,11.75,0.57,0.13,0.00,6.51,1.83,1.45,108.9
"Adams, Taylor",6,2021,14,13.93,3.29,13.36,0.14,0.14,0.00,5.57,2.14,1.14,100.4
"Adcock, Jed",7,2015,21,7.05,4.38,5.24,0.81,0.48,0.00,3.19,1.14,0.76,61.7
"Adcock, Jed",7,2016,7,7.14,3.43,7.29,0.14,0.14,0.00,2.00,0.57,0.86,53.3
"Ah Chee, Brendon",8,2015,11,6.36,2.45,6.73,0.55,0.18,0.55,3.36,0.45,0.36,56.7
"Ah Chee, Brendon",8,2016,11,5.91,3.55,9.09,0.36,0.55,0.64,4.36,0.91,0.91,65.5
"Ah Chee, Brendon",8,2017,5,7.20,1.60,8.60,1.40,0.20,0.00,1.80,1.00,0.60,58.6
"Ah Chee, Brendon",8,2018,8,6.75,3.75,6.88,0.25,0.63,0.00,3.13,0.50,0.38,59.3
"Ah Chee, Brendon",8,2020,16,5.78,2.70,5.85,0.45,0.38,0.00,1.95,0.68,0.45,47.3
"Ah Chee, Brendon",8,2021,6,4.83,2.00,6.50,0.83,0.33,0.00,2.33,0.17,0.33,47.3
"Ah Chee, Callum",9,2016,16,5.31,2.88,7.75,0.56,0.56,0.00,3.06,0.88,0.50,55.6
"Ah Chee, Callum",9,2017,14,6.07,2.43,5.29,0.86,0.21,0.00,3.07,0.79,1.14,51.1
"Ah Chee, Callum",9,2018,14,9.07,3.64,5.50,0.21,0.43,0.00,2.64,0.93,1.21,58.7
"Ah Chee, Callum",9,2019,1,11.00,5.00,6.00,0.00,0.00,0.00,2.00,0.00,2.00,62.0
"Ah Chee, Callum",9,2020,18,9.20,4.20,4.60,0.20,0.27,0.00,3.47,0.60,0.93,62.5
"Ah Chee, Callum",9,2021,21,4.90,1.67,4.57,0.33,0.00,0.00,2.76,0.24,0.86,39.6
"Ahern, Paul",10,2018,11,10.55,2.09,10.64,0.27,0.27,0.00,2.36,0.73,0.91,68.5
"Ahern, Paul",10,2019,7,11.43,2.86,6.29,0.29,0.43,0.00,1.14,0.14,0.57,60.6
"Ahern, Paul",10,2020,6,7.00,2.60,5.60,0.20,0.20,0.00,1.40,0.60,0.20,47.0
"Ainsworth, Ben",11,2017,13,6.77,3.46,4.92,1.08,0.69,0.00,3.23,1.08,0.77,59.4
"Ainsworth, Ben",11,2018,16,8.19,2.81,6.63,0.38,0.75,0.00,3.25,0.63,0.75,60.6
"Ainsworth, Ben",11,2019,12,9.17,4.08,7.50,0.67,0.50,0.00,1.58,0.83,0.50,64.9
"Ainsworth, Ben",11,2020,16,11.03,5.25,6.00,0.90,0.98,0.00,2.03,1.13,0.68,74.4
"Ainsworth, Ben",11,2021,17,11.00,5.29,4.35,0.71,1.06,0.00,2.06,0.82,0.82,69.5
"Ainsworth, Brayden",12,2018,3,9.00,3.33,4.67,0.33,0.00,0.00,4.33,0.67,0.67,64.3
"Ainsworth, Brayden",12,2020,9,5.87,3.47,4.40,0.40,0.13,0.00,1.60,0.27,1.07,42.8
"Aish, James",13,2015,11,7.82,2.18,6.45,0.18,0.09,0.00,2.64,0.55,0.73,53.0
"Aish, James",13,2016,15,8.53,2.80,7.27,0.67,0.20,0.00,2.80,1.00,0.47,63.5
"Aish, James",13,2017,8,8.63,3.63,7.00,0.13,0.25,0.00,3.00,0.75,0.88,61.9
"Aish, James",13,2018,13,10.00,3.62,7.08,0.31,0.23,0.00,2.92,1.08,0.38,68.7
"Aish, James",13,2019,14,9.50,4.36,7.00,0.00,0.07,0.00,2.50,0.50,0.29,65.3
"Aish, James",13,2020,16,12.15,4.73,7.73,0.00,0.15,0.00,1.88,1.05,0.30,73.9
"Aish, James",13,2021,22,10.73,4.18,8.09,0.05,0.36,0.00,2.23,0.59,0.59,69.3
"Aliir, Aliir",14,2016,13,7.92,4.31,6.46,0.00,0.00,0.08,2.38,0.62,0.46,58.5
"Aliir, Aliir",14,2017,3,6.67,3.67,5.00,0.00,0.00,0.00,3.00,0.33,1.33,49.3
"Aliir, Aliir",14,2018,12,10.08,7.58,6.17,0.08,0.08,0.50,1.08,0.75,0.92,68.8
"Aliir, Aliir",14,2019,22,10.09,4.73,5.64,0.05,0.00,4.23,2.00,0.95,1.59,64.4
"Aliir, Aliir",14,2020,14,6.69,3.86,4.89,0.26,0.09,5.66,1.89,0.34,1.20,53.0
"Aliir, Aliir",14,2021,24,11.17,6.50,4.17,0.00,0.04,0.21,1.54,1.04,0.83,66.3
"Allen, Oscar",15,2018,2,6.50,4.00,4.00,0.00,0.50,0.00,2.50,1.50,0.50,50.0
"Allen, Oscar",15,2019,21,6.38,3.57,3.76,0.95,0.52,2.81,2.76,1.81,0.71,57.1
"Allen, Oscar",15,2020,15,6.88,3.52,3.68,1.44,0.64,5.28,3.28,1.44,0.64,65.8
"Allen, Oscar",15,2021,21,7.33,4.71,2.76,1.33,0.76,1.48,1.86,0.95,0.90,57.6
"Allison, Jacob",16,2017,5,9.40,5.40,8.20,0.20,0.60,0.00,2.00,0.60,0.40,70.0
"Allison, Jacob",16,2018,3,6.00,5.00,7.33,0.00,0.00,0.00,0.33,0.00,0.33,48.0
"Allison, Jacob",16,2019,2,9.00,3.00,3.00,0.50,0.00,0.00,0.50,1.00,1.50,43.5
"Amartey, Joel",17,2020,1,3.60,0.00,0.00,0.00,0.00,9.60,2.40,1.20,2.40,24.0
"Amartey, Joel",17,2021,6,6.33,2.67,2.83,0.83,0.50,8.17,3.83,0.67,1.17,58.8
"Ambrose, Patrick",18,2015,16,4.56,3.00,7.69,0.38,0.31,1.63,5.19,0.81,1.13,60.4
"Ambrose, Patrick",18,2016,18,6.17,3.44,5.78,0.06,0.11,0.44,2.78,0.67,1.00,50.1
"Ambrose, Patrick",18,2017,10,6.00,4.00,6.20,0.00,0.00,0.00,1.80,0.80,0.40,49.2
"Ambrose, Patrick",18,2018,7,5.57,3.00,4.14,0.29,0.00,0.00,2.86,0.71,1.14,44.4
"Ambrose, Patrick",18,2019,20,5.95,4.05,4.25,0.05,0.15,0.00,2.40,0.80,1.20,45.8
"Ambrose, Patrick",18,2021,1,1.00,0.00,4.00,0.00,1.00,0.00,2.00,1.00,0.00,21.0
"Amon, Karl",19,2015,7,6.86,2.43,3.57,0.71,0.43,0.14,2.43,0.71,0.00,50.3
"Amon, Karl",19,2016,15,8.93,3.00,5.13,0.67,0.40,0.00,2.53,0.47,0.80,58.7
"Amon, Karl",19,2017,14,10.93,4.14,7.79,0.36,0.36,0.00,2.43,0.57,0.43,72.3
"Amon, Karl",19,2018,6,7.67,2.33,7.67,0.33,0.00,0.00,1.67,0.50,1.33,50.5
"Amon, Karl",19,2019,17,11.06,3.71,8.59,0.53,0.65,0.00,3.06,0.76,0.65,76.4
"Amon, Karl",19,2020,19,12.57,3.66,6.76,0.32,0.51,0.00,3.47,0.51,0.95,76.2
"Amon, Karl",19,2021,24,15.42,5.88,8.17,0.46,0.71,0.00,4.08,0.67,0.96,97.8
"Anderson, Jed",20,2015,4,4.50,1.00,5.50,0.25,0.75,0.75,5.00,0.25,0.50,49.3
"Anderson, Jed",20,2016,10,6.00,2.10,4.70,0.20,0.40,0.00,3.20,0.50,0.60,46.8
"Anderson, Jed",20,2017,5,5.60,1.60,5.60,0.60,0.40,0.00,4.80,1.00,0.00,57.0
"Anderson, Jed",20,2018,21,8.95,2.19,10.71,0.33,0.38,0.00,5.19,1.00,0.90,76.3
"Anderson, Jed",20,2019,17,8.59,2.59,12.00,0.35,0.18,0.00,5.47,0.53,1.06,79.1
"Anderson, Jed",20,2020,15,14.16,3.28,11.04,0.24,0.32,0.00,6.00,1.68,0.64,99.9
"Anderson, Jed",20,2021,7,9.29,3.14,9.57,0.57,0.14,0.00,5.71,0.71,1.29,79.7
"Anderson, Noah",21,2020,17,11.22,3.39,8.61,0.28,0.28,0.00,2.26,0.71,0.71,70.7
"Anderson, Noah",21,2021,20,13.20,4.15,9.45,0.00,0.30,0.00,3.00,0.55,0.95,81.0
"Andrews, Harris",22,2015,19,6.21,5.26,5.42,0.21,0.11,1.26,1.47,0.74,0.74,52.3
"Andrews, Harris",22,2016,17,5.76,4.24,4.53,0.12,0.06,1.00,2.24,0.82,0.82,48.1
"Andrews, Harris",22,2017,22,7.73,6.27,5.27,0.09,0.00,0.05,1.00,0.64,1.09,54.5
"Andrews, Harris",22,2018,18,9.33,6.61,6.28,0.06,0.06,0.11,2.17,0.94,1.11,67.2
"Andrews, Harris",22,2019,21,7.76,5.52,5.05,0.00,0.00,0.00,1.57,0.52,0.81,54.3
"Andrews, Harris",22,2020,16,8.48,5.33,4.35,0.00,0.00,0.00,1.28,1.05,0.60,54.5
"Andrews, Harris",22,2021,23,9.52,7.87,5.74,0.04,0.04,0.00,1.26,0.70,1.09,66.4
"Answerth, Noah",23,2019,19,8.21,3.68,3.58,0.11,0.00,0.00,2.89,0.63,0.53,54.1
"Answerth, Noah",23,2020,9,9.47,3.33,3.20,0.00,0.00,0.00,2.27,0.40,0.40,53.1
"Apeness, Michael",24,2016,5,1.80,2.40,3.40,0.60,0.00,1.80,2.20,0.40,1.20,30.4
"Apeness, Michael",24,2018,5,4.20,3.00,6.80,0.60,0.20,15.40,3.80,1.20,2.20,64.2
"Appleby, Flynn",25,2018,9,8.00,4.00,4.11,0.00,0.11,0.00,1.33,1.11,0.89,48.1
"Appleby, Flynn",25,2020,1,4.80,1.20,6.00,1.20,2.40,0.00,2.40,2.40,1.20,48.0
"Armfield, Dennis",26,2015,12,7.33,2.08,4.75,1.08,0.83,0.00,3.00,1.08,0.67,56.2
"Armfield, Dennis",26,2016,15,8.20,3.40,6.80,1.07,0.67,0.00,2.27,0.73,0.47,63.9
"Armfield, Dennis",26,2017,5,7.40,5.00,3.60,0.40,0.20,0.00,2.20,0.20,0.60,54.2
"Armitage, David",27,2015,21,13.43,3.95,15.00,0.52,0.57,0.33,5.95,1.86,1.62,107.0
"Armitage, David",27,2016,22,9.73,3.55,12.00,0.50,0.09,0.05,5.68,1.55,1.82,85.8
"Armitage, David",27,2017,2,9.00,4.50,7.50,0.50,0.50,0.00,4.00,1.50,2.00,70.5
"Armitage, David",27,2018,15,10.13,4.67,9.80,0.53,0.73,0.00,2.87,1.20,1.27,76.8
"Armitage, David",27,2019,2,10.00,4.00,6.50,0.00,0.00,0.00,3.00,0.50,0.50,66.0
"Armstrong, Tony",28,2015,1,12.00,6.00,4.00,0.00,0.00,0.00,0.00,1.00,1.00,60.0
"Arnot, Matt",29,2015,1,7.00,1.00,3.00,1.00,0.00,0.00,6.00,3.00,3.00,54.0
"Ash, Lachie",30,2020,12,7.90,3.10,5.70,0.10,0.00,0.00,2.20,0.50,0.50,52.8
"Ash, Lachie",30,2021,23,11.52,4.83,5.52,0.04,0.04,0.00,2.74,0.26,0.43,70.3
"Ashby, Jason",31,2015,5,3.40,1.80,3.80,0.00,0.00,0.00,3.00,0.60,0.40,34.6
"Ashby, Jason",31,2016,2,6.00,1.00,5.50,0.00,0.00,0.00,4.00,0.50,0.50,47.0
"Astbury, David",32,2015,4,5.00,3.50,5.50,0.25,0.00,0.00,2.00,0.50,0.25,45.8
"Astbury, David",32,2016,19,8.21,6.68,5.32,0.00,0.05,0.05,1.32,0.63,0.37,60.2
"Astbury, David",32,2017,25,8.84,6.36,6.16,0.00,0.00,0.00,1.44,0.80,1.04,61.4
"Astbury, David",32,2018,22,8.36,5.68,6.27,0.00,0.00,0.05,1.05,0.59,0.95,56.6
"Astbury, David",32,2019,22,9.50,6.00,4.09,0.05,0.00,0.09,0.55,0.86,0.59,56.3
"Astbury, David",32,2020,9,9.73,5.20,5.07,0.00,0.00,0.40,2.27,1.07,0.80,63.1
"Astbury, David",32,2021,17,8.00,5.47,5.71,0.00,0.00,0.88,1.35,0.82,0.65,57.0
"Atkins, Rory",33,2015,8,7.75,3.25,5.13,0.50,0.00,0.00,1.13,0.13,0.63,49.0
"Atkins, Rory",33,2016,24,10.92,4.29,9.58,0.46,0.50,0.25,1.63,0.38,0.63,73.3
"Atkins, Rory",33,2017,25,12.28,4.72,9.16,0.44,0.32,0.00,2.44,0.52,0.88,79.9
"Atkins, Rory",33,2018,20,13.20,4.90,7.00,0.65,0.40,0.00,2.30,0.40,0.80,79.8
"Atkins, Rory",33,2019,20,14.80,5.75,6.75,0.30,0.45,0.00,1.55,0.20,0.80,81.4
"Atkins, Rory",33,2020,4,6.00,1.20,5.10,0.60,0.00,0.00,2.40,0.30,0.90,42.6
"Atkins, Rory",33,2021,8,5.88,2.00,5.13,0.25,0.25,0.00,1.13,0.00,0.38,39.0
"Atkins, Tom",34,2019,23,5.30,1.57,7.04,0.22,0.17,0.00,4.78,0.52,0.70,53.7
"Atkins, Tom",34,2020,12,4.30,1.10,7.40,0.40,0.10,0.00,3.80,0.50,0.60,47.4
"Atkins, Tom",34,2021,22,9.41,3.82,7.68,0.00,0.05,0.00,3.41,0.41,1.23,65.5
"Atley, Joe",35,2017,3,3.00,1.33,9.33,0.00,0.00,0.00,4.00,1.00,1.33,44.7
"Atley, Joe",35,2019,1,4.00,2.00,15.00,0.00,0.00,0.00,4.00,0.00,2.00,58.0
"Atley, Shaun",36,2015,23,8.48,3.30,8.30,0.17,0.04,0.00,2.65,0.61,0.57,62.6
"Atley, Shaun",36,2016,23,8.30,3.52,8.91,0.04,0.09,0.00,1.48,0.48,0.70,58.0
"Atley, Shaun",36,2017,22,8.41,3.45,9.09,0.50,0.50,0.00,2.59,0.55,0.64,66.3
"Atley, Shaun",36,2018,22,7.14,2.41,9.32,0.73,0.64,0.00,2.55,0.73,0.55,61.5
"Atley, Shaun",36,2019,21,10.57,3.38,9.57,0.00,0.14,0.00,1.81,0.52,0.71,66.8
"Atley, Shaun",36,2020,17,9.32,4.02,9.60,0.07,0.00,0.00,1.76,0.64,0.64,65.4
"Atley, Shaun",36,2021,20,9.50,5.35,7.70,0.05,0.05,0.00,1.30,0.70,0.35,65.2
"Austin, Logan",37,2016,11,5.55,2.64,2.36,0.00,0.09,0.00,1.64,0.36,0.64,34.4
"Austin, Logan",37,2017,2,4.50,2.50,2.00,0.00,0.00,0.00,2.50,0.50,1.00,32.5
"Austin, Logan",37,2018,7,12.00,7.57,7.71,0.00,0.14,0.00,1.71,0.57,0.71,79.6
"Baguley, Mark",38,2015,22,9.64,6.14,7.77,0.00,0.00,0.00,3.82,1.09,1.32,75.3
"Baguley, Mark",38,2016,10,10.30,6.30,7.20,0.10,0.30,0.00,3.50,1.90,0.90,78.3
"Baguley, Mark",38,2017,22,8.91,6.09,6.23,0.00,0.00,0.00,2.55,0.95,1.23,64.9
"Baguley, Mark",38,2018,20,6.80,4.85,4.80,1.00,0.45,0.00,3.65,1.00,1.25,62.9
"Baguley, Mark",38,2019,10,5.30,2.90,4.60,1.20,0.20,0.00,2.80,0.50,1.60,48.1
"Bail, Rohan",39,2015,6,6.00,3.00,5.00,0.17,0.50,0.00,2.50,0.50,1.17,45.5
"Bailey, Zac",40,2018,12,6.33,3.00,7.17,0.50,0.33,0.00,2.33,0.75,1.33,51.8
"Bailey, Zac",40,2019,15,7.07,2.53,4.93,0.33,0.33,0.00,1.93,0.67,0.93,46.6
"Bailey, Zac",40,2020,19,10.48,4.80,5.62,0.82,0.57,0.00,2.97,0.69,1.20,71.6
"Bailey, Zac",40,2021,24,11.38,3.21,6.96,1.29,0.75,0.00,2.83,0.83,1.88,72.7
"Baker, Liam",41,2018,3,5.00,1.33,6.33,0.33,1.33,0.00,1.33,0.67,1.00,38.0
"Baker, Liam",41,2019,19,8.74,3.32,8.16,0.42,0.53,0.00,3.21,0.84,1.11,65.9
"Baker, Liam",41,2020,20,9.96,4.38,7.86,0.06,0.06,0.00,2.34,1.08,0.78,67.3
"Baker, Liam",41,2021,22,10.82,4.00,9.45,0.32,0.36,0.00,2.77,0.55,1.50,72.8
"Baker, Oskar",42,2019,9,8.78,4.44,5.00,0.22,0.44,0.00,1.67,0.22,1.11,55.0
"Baker, Oskar",42,2020,3,12.00,3.20,4.40,0.80,0.00,0.00,2.00,1.20,1.20,64.8
"Baker, Oskar",42,2021,3,4.00,1.67,1.00,0.00,0.00,0.00,1.33,0.00,0.00,24.3
"Balic, Harley",43,2017,4,6.50,3.25,6.50,0.75,0.25,0.00,3.25,1.50,0.50,60.0
"Ballantyne, Hayden",44,2015,15,7.93,2.40,3.33,1.00,0.87,0.00,3.93,1.20,1.20,57.9
"Ballantyne, Hayden",44,2016,20,7.95,3.20,4.20,1.30,0.85,0.00,3.00,1.15,0.80,61.3
"Ballantyne, Hayden",44,2017,10,7.10,3.20,3.30,1.10,0.70,0.00,3.40,0.80,1.10,55.9
"Ballantyne, Hayden",44,2018,17,7.47,3.35,3.53,1.24,0.82,0.00,2.18,0.59,1.24,53.4
"Ballard, Charlie",45,2018,11,7.18,3.55,3.09,0.09,0.18,0.00,1.36,0.55,0.55,43.5
"Ballard, Charlie",45,2019,21,10.05,5.29,3.00,0.00,0.05,0.00,1.10,0.62,0.81,54.6
"Ballard, Charlie",45,2020,16,8.55,5.10,3.30,0.00,0.00,0.00,0.98,0.53,0.68,50.0
"Ballard, Charlie",45,2021,21,10.81,6.67,2.90,0.00,0.00,0.00,1.19,0.95,0.76,61.7
"Ballard, Jacob",46,2015,1,1.00,1.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,16.0
"Ballenden, Connor",47,2020,2,3.00,3.00,2.40,0.60,0.60,3.00,0.60,0.60,0.60,31.2
"Ballenden, Connor",47,2021,1,3.00,2.00,1.00,0.00,0.00,1.00,0.00,1.00,2.00,13.0
"Balta, Noah",48,2019,13,6.69,2.31,2.62,0.46,0.31,7.00,2.23,1.08,1.62,47.5
"Balta, Noah",48,2020,17,9.32,4.59,3.67,0.07,0.07,0.21,1.13,0.78,1.13,51.7
"Balta, Noah",48,2021,14,9.21,4.64,3.86,0.14,0.07,1.00,1.29,0.50,0.71,54.7
"Banfield, Bailey",49,2018,20,8.10,3.25,6.45,0.25,0.25,0.00,4.05,1.20,0.65,64.2
"Banfield, Bailey",49,2019,7,5.57,2.57,7.71,0.29,0.14,0.00,4.29,1.43,1.71,55.1
"Banfield, Bailey",49,2020,5,6.24,1.92,5.04,0.48,0.00,0.00,4.32,1.92,0.72,54.5
"Banfield, Bailey",49,2021,6,4.83,2.00,4.50,0.67,0.33,0.00,2.33,0.50,1.00,40.7
"Barlow, Michael",50,2015,24,10.54,4.83,12.38,0.67,0.38,0.33,4.29,0.83,0.54,92.0
"Barlow, Michael",50,2016,13,10.23,3.46,14.23,0.46,0.15,0.62,6.08,0.77,0.54,96.5
"Barlow, Michael",50,2017,12,10.92,4.42,14.50,0.83,0.67,0.00,4.00,0.58,0.83,94.8
"Barlow, Michael",50,2018,3,12.33,7.00,13.67,0.33,0.67,0.00,2.67,1.33,2.67,92.0
"Barrass, Tom",51,2015,3,7.33,5.67,5.00,0.00,0.00,0.00,0.67,1.00,0.00,52.7
"Barrass, Tom",51,2016,10,6.90,4.90,4.60,0.00,0.00,0.10,1.30,0.20,0.10,49.8
"Barrass, Tom",51,2017,19,8.63,6.37,4.79,0.00,0.05,0.00,1.11,0.84,0.32,58.9
"Barrass, Tom",51,2018,19,10.16,6.53,2.58,0.00,0.00,0.32,0.79,0.95,0.32,58.7
"Barrass, Tom",51,2019,14,9.36,6.14,2.14,0.00,0.00,0.93,0.79,1.00,0.71,53.7
"Barrass, Tom",51,2020,18,9.60,6.27,2.47,0.00,0.00,0.00,0.27,0.80,0.53,52.8
"Barrass, Tom",51,2021,16,10.50,7.31,3.31,0.00,0.00,0.06,0.63,0.88,0.38,62.4
"Barrett, Jake",52,2015,1,1.00,2.00,6.00,0.00,0.00,0.00,3.00,0.00,1.00,30.0
"Barrett, Jake",52,2017,17,5.94,2.82,8.29,0.88,0.65,0.00,4.82,0.59,0.76,66.4
"Barrett, Jake",52,2018,5,4.20,3.40,9.00,0.80,0.00,0.00,2.40,0.20,1.20,51.8
"Barry, Dom",53,2018,5,6.60,3.20,8.20,0.00,0.60,0.00,2.00,0.40,0.40,53.6
"Bartel, Jimmy",54,2015,11,11.55,6.27,12.00,0.00,0.09,0.09,3.91,0.55,1.55,89.2
"Bartel, Jimmy",54,2016,22,11.86,5.05,9.77,0.50,0.36,0.09,3.73,0.91,0.73,87.4
"Bastinac, Ryan",55,2015,17,8.00,2.59,8.65,0.47,0.06,0.06,3.53,0.65,0.53,65.2
"Bastinac, Ryan",55,2016,22,10.50,3.09,10.45,0.27,0.27,0.05,3.95,0.91,0.95,77.5
"Bastinac, Ryan",55,2017,16,9.44,4.25,8.56,1.19,0.31,0.00,3.44,0.88,0.63,78.4
"Bastinac, Ryan",55,2018,2,8.00,5.50,5.50,0.00,0.50,0.00,1.50,0.00,0.00,58.0
"Bastinac, Ryan",55,2019,3,8.67,5.33,2.67,0.67,0.00,0.00,1.33,0.33,1.00,54.0
"Batchelor, Jake",56,2015,23,7.74,4.83,4.57,0.04,0.04,0.04,1.91,0.22,0.78,52.7
"Batchelor, Jake",56,2016,8,7.25,2.63,3.50,0.00,0.13,0.00,0.88,0.50,1.00,37.8
"Batchelor, Jake",56,2017,1,5.00,2.00,4.00,0.00,0.00,0.00,4.00,1.00,0.00,46.0
"Battle, Josh",57,2017,1,3.00,2.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,25.0
"Battle, Josh",57,2018,6,5.50,2.83,4.00,1.17,0.67,0.67,2.17,1.17,1.17,47.7
"Battle, Josh",57,2019,19,10.74,6.05,4.00,0.16,0.05,0.00,2.74,0.74,0.95,68.2
"Battle, Josh",57,2020,14,9.26,4.46,2.91,1.03,0.77,0.51,2.23,0.86,0.69,62.1
"Battle, Josh",57,2021,16,7.06,3.81,4.56,0.19,0.44,0.13,2.88,0.81,0.69,53.7
"Beams, Claye",58,2015,8,8.63,3.38,6.50,0.00,0.25,0.00,1.75,0.25,0.13,56.1
"Beams, Claye",58,2016,9,7.00,2.89,3.89,0.22,0.00,0.00,2.00,0.56,0.56,45.7
"Beams, Claye",58,2017,9,7.78,4.67,6.22,0.44,0.22,0.00,1.56,0.44,0.44,58.0
"Beams, Dayne",59,2015,16,14.50,4.50,13.69,0.63,0.69,0.00,4.19,1.19,1.25,103.0
"Beams, Dayne",59,2016,2,13.50,3.50,10.50,0.50,0.50,0.00,2.50,2.00,0.50,86.0
"Beams, Dayne",59,2017,19,14.53,4.53,12.53,1.05,0.58,0.00,4.16,1.21,0.79,104.6
"Beams, Dayne",59,2018,21,15.71,5.43,13.43,0.86,0.62,0.00,2.95,1.67,1.24,105.8
"Beams, Dayne",59,2019,9,13.78,4.22,11.33,0.56,0.44,0.00,2.11,1.44,0.44,89.0
"Beasley, Hugh",60,2015,6,4.67,2.67,5.17,0.00,0.33,0.00,2.67,0.50,0.67,41.8
"Bedford, Toby",61,2020,2,3.60,1.80,6.00,0.00,0.60,0.00,2.40,0.00,1.80,33.0
"Beech, Jonathon",62,2017,3,5.00,3.33,7.67,0.33,0.00,0.00,3.00,0.67,0.67,53.0
"Begley, Josh",63,2017,3,6.33,5.00,2.67,1.67,0.67,0.00,2.00,0.33,1.00,55.3
"Begley, Josh",63,2018,5,5.00,2.20,4.40,0.60,0.60,0.00,1.80,0.20,0.60,40.2
"Begley, Josh",63,2019,8,7.63,3.50,4.00,0.75,0.88,0.00,1.88,0.88,1.13,51.8
"Begley, Josh",63,2020,1,3.60,2.40,2.40,1.20,0.00,0.00,4.80,1.20,1.20,46.8
"Bell, James",64,2019,2,4.50,3.50,2.50,0.50,0.50,0.00,2.50,0.50,2.00,37.0
"Bell, James",64,2020,8,5.55,1.95,4.80,0.45,0.30,0.00,4.20,1.05,1.20,49.4
"Bell, James",64,2021,12,3.17,2.00,3.08,0.17,0.17,0.00,2.08,0.58,0.42,30.5
"Bell, Tom",65,2015,22,13.41,4.41,7.73,0.77,0.64,0.73,3.95,0.41,0.77,88.8
"Bell, Tom",65,2016,14,9.93,3.57,6.79,1.07,0.57,0.29,2.71,0.50,1.21,69.1
"Bell, Tom",65,2017,6,7.50,2.67,7.00,0.67,0.50,0.00,3.17,0.67,1.50,57.8
"Bell, Tom",65,2018,1,8.00,1.00,8.00,1.00,1.00,0.00,0.00,0.00,3.00,41.0
"Bellchambers, Tom",66,2015,10,5.20,3.60,4.60,0.20,0.20,24.70,1.50,0.90,1.70,63.5
