Player,ID,Season,GM,KI_Ave,MK_Ave,HB_Ave,GL_Ave,BH_Ave,HO_Ave,TK_Ave,FF_Ave,FA_Ave,FantasyAve
"Smith, Nick",1025,2018,20,6.75,4.50,7.65,0.00,0.05,0.00,2.60,1.20,0.50,59.2
"Smith, Roarke",1026,2015,1,3.00,3.00,6.00,0.00,0.00,0.00,1.00,0.00,1.00,31.0
"Smith, Roarke",1026,2016,1,8.00,5.00,4.00,0.00,0.00,0.00,1.00,1.00,0.00,52.0
"Smith, Roarke",1026,2018,10,5.00,2.00,7.00,0.00,0.10,0.00,1.40,0.70,0.50,39.9
"Smith, Roarke",1026,2019,5,7.00,2.60,4.80,0.80,0.20,0.00,2.40,0.80,0.60,52.0
"Smith, Roarke",1026,2020,6,5.80,2.40,8.20,0.40,0.20,0.00,1.60,0.40,0.40,49.2
"Smith, Roarke",1026,2021,14,5.64,2.07,6.29,0.21,0.29,0.00,2.43,0.29,0.50,45.8
"Smith, Tanner",1027,2015,1,11.00,8.00,6.00,0.00,0.00,0.00,2.00,1.00,1.00,75.0
"Smith, Tanner",1027,2016,2,4.50,2.00,4.50,1.00,0.00,0.50,2.50,0.50,2.00,39.5
"Smith, Tim",1028,2017,2,3.50,1.50,1.50,0.50,1.00,1.50,3.00,1.00,1.00,33.5
"Smith, Tim",1028,2018,4,5.25,3.50,7.50,0.75,0.75,4.25,6.00,0.50,0.50,73.8
"Smith, Tim",1028,2019,7,6.00,3.43,4.57,1.00,0.86,2.43,2.71,0.57,0.71,56.0
"Smith, Zac",1029,2015,11,4.55,2.00,6.45,0.18,0.09,24.91,3.18,1.36,0.82,70.3
"Smith, Zac",1029,2016,23,4.96,1.96,6.65,0.52,0.61,17.78,2.57,1.09,1.00,63.9
"Smith, Zac",1029,2017,21,6.19,1.48,8.48,0.33,0.29,32.14,3.10,1.38,1.05,85.0
"Smith, Zac",1029,2018,3,3.00,1.67,6.67,0.33,0.00,23.00,2.67,1.67,2.33,57.7
"Smith, Zac",1029,2019,3,5.33,2.33,7.00,0.00,0.00,27.33,2.67,0.33,0.67,73.3
"Smith, Zac",1029,2021,9,3.00,1.11,6.00,0.33,0.00,21.22,2.56,1.56,1.67,54.3
"Snelling, Will",1030,2016,1,6.00,1.00,9.00,1.00,0.00,0.00,6.00,0.00,1.00,66.0
"Snelling, Will",1030,2019,4,5.00,2.75,11.50,1.25,0.00,0.00,3.25,1.50,0.50,66.8
"Snelling, Will",1030,2020,17,5.01,2.05,10.66,0.35,0.14,0.00,5.58,0.99,0.85,65.5
"Snelling, Will",1030,2021,20,7.75,3.70,9.95,0.60,0.35,0.00,4.95,1.05,0.45,77.7
"Soldo, Ivan",1031,2017,7,3.00,1.71,3.14,0.14,0.00,21.14,3.14,0.71,1.29,51.9
"Soldo, Ivan",1031,2018,1,2.00,0.00,9.00,0.00,0.00,34.00,3.00,2.00,2.00,66.0
"Soldo, Ivan",1031,2019,14,4.86,2.36,4.29,0.43,0.14,25.64,3.93,1.57,1.57,71.1
"Soldo, Ivan",1031,2020,14,4.46,1.97,4.80,0.17,0.26,25.03,3.26,1.46,1.80,64.3
"Spangher, Matthew",1032,2015,4,7.50,5.75,3.75,0.00,0.00,0.00,0.50,0.25,0.25,48.8
"Spangher, Matthew",1032,2016,1,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.0
"Spargo, Charlie",1033,2018,18,6.22,3.67,5.94,0.78,0.50,0.00,3.06,0.78,0.83,57.2
"Spargo, Charlie",1033,2019,8,7.00,3.38,4.25,0.25,0.13,0.00,2.13,0.88,0.63,48.8
"Spargo, Charlie",1033,2020,8,5.70,2.85,4.05,1.20,0.15,0.00,1.80,0.45,1.05,45.6
"Spargo, Charlie",1033,2021,25,7.80,3.36,3.68,0.72,0.64,0.00,2.36,1.04,0.64,54.4
"Sparrow, Tom",1034,2019,2,8.50,1.00,2.50,0.50,1.00,0.00,4.00,1.50,1.00,52.0
"Sparrow, Tom",1034,2020,5,6.24,2.16,7.20,0.48,0.24,0.00,3.12,0.72,1.20,52.3
"Sparrow, Tom",1034,2021,21,4.86,1.90,4.00,0.33,0.19,0.00,2.71,0.62,0.71,39.8
"Spencer, Jake",1035,2015,7,2.86,1.29,4.86,0.43,0.00,24.71,5.00,1.71,1.57,66.4
"Spencer, Jake",1035,2017,2,3.50,2.00,5.00,1.00,0.00,14.00,2.50,2.00,2.00,52.5
"Spencer, Max",1036,2017,5,8.00,6.00,7.20,0.00,0.00,0.00,0.60,0.60,0.40,58.2
"Spicer, Phoenix",1037,2021,1,3.00,1.00,4.00,0.00,1.00,0.00,0.00,0.00,0.00,21.0
"Sproule, Zach",1038,2019,1,4.00,4.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,23.0
"Sproule, Zach",1038,2021,10,5.50,2.70,3.10,1.10,0.50,1.40,2.60,0.90,1.50,46.1
"Spurr, Lee",1039,2015,22,12.00,6.00,6.50,0.00,0.09,0.00,2.32,0.68,0.73,74.9
"Spurr, Lee",1039,2016,22,11.09,6.68,7.00,0.00,0.05,0.00,2.77,0.59,0.77,76.7
"Spurr, Lee",1039,2017,16,11.38,5.38,6.44,0.00,0.00,0.00,2.31,0.81,0.75,70.9
"Stack, Sydney",1040,2019,17,7.76,4.88,9.41,0.59,0.53,0.00,3.00,0.71,0.41,72.3
"Stack, Sydney",1040,2020,9,4.00,2.00,8.27,0.27,0.27,0.00,3.47,0.67,2.00,44.9
"Stack, Sydney",1040,2021,7,8.57,5.14,8.14,0.29,0.14,0.00,2.43,0.71,0.71,67.6
"Staker, Brent",1041,2015,6,4.83,2.83,3.00,0.00,1.00,0.00,2.00,1.33,1.00,36.3
"Stanley, Danny",1042,2015,8,9.63,2.50,5.75,0.13,0.50,0.00,2.63,0.75,0.88,57.8
"Stanley, Rhys",1043,2015,8,6.63,3.25,5.75,0.75,0.25,15.50,2.75,0.38,1.75,67.5
"Stanley, Rhys",1043,2016,21,6.52,3.67,5.29,0.81,0.62,13.52,1.95,0.81,1.90,63.0
"Stanley, Rhys",1043,2017,13,6.00,4.15,6.00,0.62,0.69,16.08,2.46,0.92,1.00,70.7
"Stanley, Rhys",1043,2018,15,6.60,2.93,6.87,0.40,0.20,28.13,2.80,1.73,1.53,81.4
"Stanley, Rhys",1043,2019,18,7.67,2.94,6.17,0.39,0.39,27.83,2.56,1.11,1.89,80.4
"Stanley, Rhys",1043,2020,11,7.85,3.49,7.42,1.09,0.55,23.13,1.53,1.31,1.31,82.6
"Stanley, Rhys",1043,2021,19,8.00,3.89,6.79,0.42,0.26,20.58,1.74,1.37,1.11,77.6
"Stanton, Brent",1044,2015,22,17.27,6.23,8.95,0.41,0.27,0.09,4.27,0.82,0.77,106.8
"Stanton, Brent",1044,2017,7,10.71,5.43,5.43,0.29,0.14,0.00,2.86,0.43,0.29,72.1
"Starcevich, Brandon",1045,2018,4,5.00,1.25,4.00,0.25,0.50,0.00,2.00,1.00,1.25,34.0
"Starcevich, Brandon",1045,2019,1,7.00,2.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,31.0
"Starcevich, Brandon",1045,2020,18,8.33,3.80,2.87,0.07,0.13,0.00,1.93,0.67,0.60,49.3
"Starcevich, Brandon",1045,2021,24,9.00,3.75,3.42,0.00,0.00,0.00,1.71,0.63,1.08,49.3
"Steele, Jack",1046,2015,7,4.29,2.29,9.86,0.14,0.29,1.57,5.71,0.71,0.43,64.4
"Steele, Jack",1046,2016,10,8.10,4.10,7.40,0.80,0.20,0.00,4.10,0.60,0.60,71.6
"Steele, Jack",1046,2017,20,7.60,3.25,14.45,0.30,0.40,0.00,7.90,0.85,1.10,92.8
"Steele, Jack",1046,2018,21,9.86,3.95,13.62,0.33,0.10,0.14,6.67,1.00,1.38,94.4
"Steele, Jack",1046,2019,20,9.75,4.00,12.15,0.15,0.30,0.00,8.20,1.10,1.50,96.2
"Steele, Jack",1046,2020,19,12.88,4.55,13.45,0.69,0.13,0.00,6.57,1.58,0.82,108.9
"Steele, Jack",1046,2021,22,14.14,4.68,15.05,0.59,0.36,0.00,8.41,1.95,1.45,121.7
"Stein, Jake",1047,2019,5,5.20,3.20,2.60,0.00,0.00,0.00,4.40,0.80,0.80,46.4
"Stein, Jake",1047,2021,6,4.83,3.33,1.83,0.00,0.00,0.00,1.17,0.33,1.00,30.2
"Steinberg, Ariel",1048,2015,7,4.14,3.00,7.14,0.00,0.00,0.00,2.29,0.71,0.86,43.0
"Stengle, Tyson",1049,2017,2,5.50,2.00,2.50,1.00,0.50,0.00,2.00,1.00,0.50,41.5
"Stengle, Tyson",1049,2019,2,7.00,2.50,1.50,2.50,0.50,0.00,3.50,1.50,1.50,58.0
"Stengle, Tyson",1049,2020,12,6.60,2.00,5.10,0.80,0.90,0.00,2.50,0.60,1.10,49.0
"Stephens, Dylan",1050,2020,8,10.20,4.05,4.80,0.30,0.45,0.00,3.90,0.90,0.90,68.4
"Stephens, Dylan",1050,2021,7,4.29,2.86,4.14,0.14,0.14,0.00,1.14,0.14,1.14,32.0
"Stephenson, Jaidyn",1051,2018,26,7.88,3.88,4.42,1.46,0.92,0.00,2.88,0.81,0.54,64.6
"Stephenson, Jaidyn",1051,2019,14,11.29,6.64,4.36,1.71,0.93,0.00,2.07,0.43,0.50,80.9
"Stephenson, Jaidyn",1051,2020,14,7.29,4.03,4.03,1.20,0.86,0.00,2.14,0.34,0.77,56.7
"Stephenson, Jaidyn",1051,2021,19,13.11,5.74,6.26,0.89,1.00,0.00,2.53,0.84,0.53,84.8
"Steven, Jack",1052,2015,22,15.59,4.45,11.27,0.41,0.68,0.00,6.86,1.27,0.95,111.7
"Steven, Jack",1052,2016,22,14.09,2.82,13.86,0.64,0.27,0.00,5.59,1.23,0.59,104.4
"Steven, Jack",1052,2017,20,12.95,2.75,13.35,0.30,0.75,0.00,4.65,1.10,0.75,93.8
"Steven, Jack",1052,2018,22,13.86,4.00,13.09,0.59,0.32,0.00,3.55,1.55,0.91,96.6
"Steven, Jack",1052,2019,7,11.14,2.71,7.86,0.71,0.57,0.00,3.29,2.43,0.57,76.0
"Steven, Jack",1052,2020,9,11.20,4.40,8.53,0.13,0.27,0.00,4.67,1.60,0.80,82.8
"Stevens, Koby",1053,2015,12,9.33,2.83,10.92,0.33,0.33,0.75,6.08,1.00,1.17,83.3
"Stevens, Koby",1053,2016,12,8.92,3.33,13.42,0.42,0.42,0.50,5.00,0.92,0.75,85.7
"Stevens, Koby",1053,2017,15,7.00,4.87,14.73,0.40,0.27,0.00,5.20,1.00,1.40,85.3
"Stevens, Koby",1053,2018,2,9.00,6.00,12.00,0.00,1.00,0.00,6.00,0.50,1.50,90.0
"Stewart, James",1054,2015,13,6.00,3.23,4.00,1.15,1.08,1.46,1.92,0.46,1.08,50.1
"Stewart, James",1054,2016,1,2.00,2.00,2.00,0.00,1.00,0.00,0.00,1.00,1.00,15.0
"Stewart, James",1054,2017,16,7.13,4.31,5.13,1.38,1.00,0.31,2.13,1.00,1.13,60.3
"Stewart, James",1054,2018,11,7.55,5.00,5.00,1.36,1.18,1.45,1.55,1.09,1.64,60.8
"Stewart, James",1054,2020,10,6.00,3.96,3.00,1.32,0.48,1.20,1.20,0.72,0.96,48.1
"Stewart, James",1054,2021,17,8.00,5.24,4.53,0.00,0.00,0.00,1.12,0.41,1.29,49.8
"Stewart, Kade",1055,2016,3,7.33,3.00,4.67,1.00,0.33,0.00,4.00,1.67,0.00,64.3
"Stewart, Kade",1055,2017,4,3.75,1.75,4.75,0.50,0.25,0.00,4.00,0.50,1.50,41.3
"Stewart, Paul",1056,2015,6,6.67,3.50,4.83,0.33,0.00,0.00,2.17,0.00,0.33,49.8
"Stewart, Paul",1056,2016,14,6.86,3.29,4.71,0.00,0.00,0.00,2.07,0.71,0.93,46.1
"Stewart, Tom",1057,2017,21,9.00,4.10,5.71,0.10,0.10,0.00,2.62,0.38,1.05,59.1
"Stewart, Tom",1057,2018,22,13.45,6.00,6.64,0.05,0.05,0.00,2.09,0.59,0.73,78.7
"Stewart, Tom",1057,2019,25,18.92,7.40,4.28,0.00,0.08,0.00,1.68,0.68,0.64,93.1
"Stewart, Tom",1057,2020,18,17.53,8.33,5.40,0.00,0.07,0.00,1.53,0.27,0.80,92.5
"Stewart, Tom",1057,2021,20,18.90,8.90,5.10,0.00,0.15,0.00,1.05,0.80,0.65,96.8
"Stocker, Liam",1058,2019,5,8.40,2.40,5.20,0.00,0.00,0.00,1.80,0.60,1.60,45.8
"Stocker, Liam",1058,2021,17,9.59,3.41,4.41,0.12,0.06,0.00,2.18,0.88,0.59,56.4
"Stoddart, Ryley",1059,2018,2,5.00,1.50,2.50,0.50,0.00,0.00,2.00,0.00,0.50,34.0
"Stoddart, Ryley",1059,2019,2,2.50,1.00,3.50,0.00,0.00,0.00,1.00,0.00,1.50,17.0
"Stoddart, Ryley",1059,2020,2,9.60,2.40,6.00,0.00,0.00,0.00,1.80,1.80,0.00,57.0
"Stokes, Mathew",1060,2015,14,9.64,4.14,9.43,0.29,0.14,0.00,2.36,0.93,0.57,70.7
"Stokes, Mathew",1060,2016,11,9.73,5.27,9.36,0.55,0.45,0.00,2.73,0.64,0.18,78.5
"Stone, Conor",1061,2021,5,4.20,1.60,2.80,0.60,0.20,0.00,1.40,0.20,0.00,32.6
"Strachan, Kieran",1062,2020,1,1.20,0.00,3.60,0.00,0.00,12.00,4.80,2.40,2.40,37.2
"Strachan, Kieran",1062,2021,2,6.50,3.50,8.00,0.00,1.00,29.50,1.50,0.00,3.00,73.5
"Stratton, Ben",1063,2015,25,6.32,3.68,4.44,0.00,0.16,0.00,2.88,0.48,0.80,48.6
"Stratton, Ben",1063,2016,21,6.95,4.57,5.10,0.00,0.05,0.00,2.24,0.38,0.76,51.9
"Stratton, Ben",1063,2017,8,6.75,3.38,6.25,0.00,0.00,0.00,3.00,0.50,0.63,53.5
"Stratton, Ben",1063,2018,23,7.13,4.04,5.04,0.00,0.00,0.00,1.91,0.83,0.83,49.6
"Stratton, Ben",1063,2019,19,5.05,3.37,4.16,0.00,0.00,0.00,1.53,0.42,0.95,37.3
"Stratton, Ben",1063,2020,14,5.66,3.51,4.71,0.09,0.00,0.00,1.46,0.60,1.11,40.5
"Stretch, Billy",1064,2015,11,5.73,2.36,4.64,0.18,0.18,0.00,3.55,0.45,0.64,47.5
"Stretch, Billy",1064,2016,16,7.63,3.06,10.63,0.19,0.25,0.00,3.69,0.44,0.25,69.1
"Stretch, Billy",1064,2017,9,6.33,3.33,11.89,0.33,0.44,0.00,3.33,0.67,0.33,68.2
"Stretch, Billy",1064,2018,2,11.00,3.50,9.00,0.00,1.00,0.00,3.00,1.00,0.00,75.5
"Stretch, Billy",1064,2019,9,10.11,4.00,7.22,0.22,0.11,0.00,3.00,0.44,0.33,69.7
"Stringer, Jake",1065,2015,22,10.73,3.50,3.55,2.55,1.45,0.27,2.68,0.50,1.09,74.7
"Stringer, Jake",1065,2016,23,7.91,3.35,6.13,1.83,1.00,0.17,2.09,0.83,0.91,64.6
"Stringer, Jake",1065,2017,16,7.75,3.00,4.63,1.50,1.63,0.00,1.81,0.63,0.94,57.2
"Stringer, Jake",1065,2018,20,9.55,3.70,5.00,1.50,1.15,0.60,2.65,0.80,0.85,69.4
"Stringer, Jake",1065,2019,19,9.37,3.00,2.89,1.74,1.42,0.00,3.32,0.89,1.47,64.5
"Stringer, Jake",1065,2020,10,6.84,2.16,1.92,1.80,0.84,0.00,2.28,0.84,0.96,49.6
"Stringer, Jake",1065,2021,19,11.05,2.89,5.37,2.16,0.95,0.00,4.00,1.58,1.21,80.4
"Sturt, Sam",1066,2020,3,4.80,2.80,4.40,1.60,0.00,0.00,1.20,0.80,0.00,46.8
"Sturt, Sam",1066,2021,1,3.00,2.00,2.00,1.00,1.00,0.00,0.00,0.00,0.00,26.0
"Suban, Nick",1067,2015,24,9.63,2.13,4.29,0.29,0.58,0.13,3.88,0.79,1.38,58.5
"Suban, Nick",1067,2016,15,7.53,1.80,5.53,0.27,0.33,0.40,4.93,1.13,1.47,57.9
"Suban, Nick",1067,2017,12,7.50,3.00,6.58,0.33,0.00,0.00,5.42,0.83,1.67,64.2
"Suckling, Matt",1068,2015,25,12.92,5.72,6.40,0.60,0.60,0.00,1.72,0.40,0.52,78.6
"Suckling, Matt",1068,2016,17,12.82,4.65,7.53,0.41,0.53,0.00,1.76,0.71,0.59,76.5
"Suckling, Matt",1068,2017,22,13.55,4.82,7.27,0.41,0.68,0.00,1.86,0.55,0.82,78.3
"Suckling, Matt",1068,2018,11,14.55,5.55,9.91,0.45,0.82,0.00,1.36,0.82,0.64,88.0
"Suckling, Matt",1068,2019,19,15.58,5.47,5.32,0.53,0.58,0.00,2.00,0.53,0.47,84.6
"Suckling, Matt",1068,2020,7,8.06,4.46,3.77,0.51,0.00,0.00,0.34,1.20,1.03,47.7
"Sumner, Liam",1069,2016,16,5.88,2.38,3.50,0.50,0.38,0.00,2.63,1.13,0.19,46.2
"Sumner, Liam",1069,2017,4,4.25,1.75,2.50,0.50,0.25,0.00,1.50,0.00,0.75,30.0
"Sutcliffe, Cam",1070,2015,21,8.33,4.67,6.90,0.05,0.14,0.00,2.19,0.33,0.57,60.6
"Sutcliffe, Cam",1070,2016,19,10.21,5.68,6.00,0.11,0.21,0.00,3.74,0.37,0.95,73.0
"Sutcliffe, Cam",1070,2017,13,9.00,3.23,6.00,0.00,0.23,0.00,3.46,0.23,1.08,59.8
"Sutcliffe, Cam",1070,2018,4,6.50,4.25,6.00,0.50,0.50,0.00,2.25,0.50,1.00,54.3
"Sutcliffe, Cam",1070,2019,5,6.60,2.20,4.00,0.80,0.40,0.00,2.80,1.20,0.60,50.2
"Sutcliffe, Cam",1070,2020,4,5.40,0.90,4.20,0.30,0.60,0.00,1.80,0.30,0.00,37.2
"Swallow, Andrew",1071,2015,22,9.95,1.95,11.82,0.18,0.14,0.00,7.45,2.36,1.45,88.4
"Swallow, Andrew",1071,2016,22,7.95,2.41,12.36,0.00,0.23,0.00,7.50,1.14,1.50,82.7
"Swallow, Andrew",1071,2017,16,8.38,2.06,11.19,0.25,0.19,0.00,6.63,1.56,0.94,80.6
"Swallow, David",1072,2015,6,11.67,2.67,7.67,0.33,0.33,0.83,5.83,1.17,0.67,84.0
"Swallow, David",1072,2017,18,11.83,2.72,9.83,0.61,0.44,0.00,5.06,0.89,0.89,85.9
"Swallow, David",1072,2018,20,12.15,3.65,9.90,0.25,0.20,0.00,4.55,1.45,1.25,84.8
"Swallow, David",1072,2019,22,12.82,3.95,10.32,0.59,0.32,0.00,3.82,1.27,1.23,87.7
"Swallow, David",1072,2020,15,12.32,4.32,9.28,0.32,0.80,0.00,4.72,0.64,1.68,85.7
"Swallow, David",1072,2021,21,12.29,5.05,9.62,0.29,0.33,0.00,4.71,0.76,1.14,89.5
"Swan, Dane",1073,2015,21,16.00,4.95,13.00,1.00,0.67,0.00,3.86,0.86,0.57,110.1
"Swan, Dane",1073,2016,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0
"Sweet, Jordon",1074,2021,5,4.20,2.40,4.40,0.20,0.40,19.80,3.80,1.60,2.00,60.8
"Switkowski, Sam",1075,2018,2,8.00,4.00,7.00,0.50,0.50,0.00,3.00,1.00,1.00,63.5
"Switkowski, Sam",1075,2019,18,4.94,2.50,6.44,0.33,0.17,0.00,4.94,1.17,0.67,56.3
"Switkowski, Sam",1075,2021,12,6.58,3.00,5.58,0.75,0.75,0.00,2.67,0.58,0.33,55.4
"Taberner, Matthew",1076,2015,15,5.53,3.40,2.80,0.93,0.47,0.13,1.33,0.60,1.13,41.1
"Taberner, Matthew",1076,2016,17,7.12,4.82,5.24,1.06,0.35,1.24,2.41,0.47,1.12,61.0
"Taberner, Matthew",1076,2017,8,8.13,5.38,3.38,1.38,0.75,3.75,2.50,1.00,2.38,63.9
"Taberner, Matthew",1076,2018,9,9.78,5.33,5.22,1.11,0.78,4.44,1.33,1.22,1.78,68.9
"Taberner, Matthew",1076,2019,9,11.67,8.00,4.89,1.44,1.11,1.78,2.00,0.78,0.89,86.4
"Taberner, Matthew",1076,2020,16,9.68,6.90,2.78,2.18,0.98,0.60,0.60,0.75,0.90,70.4
"Taberner, Matthew",1076,2021,16,8.44,5.56,2.63,2.31,1.06,0.00,0.63,1.00,1.06,62.5
"Talia, Daniel",1077,2015,22,6.91,3.68,3.68,0.05,0.00,0.00,1.68,0.45,0.50,45.1
"Talia, Daniel",1077,2016,24,8.67,5.96,6.92,0.04,0.00,0.00,1.88,0.79,0.54,64.6
"Talia, Daniel",1077,2017,24,6.08,4.21,6.42,0.00,0.00,0.00,1.88,0.58,0.54,50.2
"Talia, Daniel",1077,2018,18,7.72,5.11,6.61,0.00,0.00,0.00,2.06,0.50,0.94,57.6
"Talia, Daniel",1077,2019,22,7.77,5.45,4.41,0.00,0.00,0.00,2.18,0.77,0.50,56.5
"Talia, Daniel",1077,2020,14,7.11,4.03,3.51,0.00,0.00,0.00,1.29,0.86,0.77,44.1
"Talia, Michael",1078,2015,14,9.00,5.86,7.79,0.14,0.07,0.14,1.36,0.36,1.00,64.0
"Talia, Michael",1078,2016,1,7.00,3.00,3.00,0.00,0.00,0.00,1.00,1.00,0.00,41.0
"Tape, Seb",1079,2015,4,6.00,2.50,5.25,0.00,0.00,0.00,3.00,0.50,0.50,47.0
"Tape, Seb",1079,2016,3,4.00,2.33,9.67,0.00,0.00,0.00,5.00,0.33,0.67,56.7
"Taranto, Tim",1080,2017,14,7.50,2.21,7.86,0.50,0.29,0.00,3.86,0.29,0.50,62.4
"Taranto, Tim",1080,2018,23,11.78,3.61,9.04,0.26,0.61,0.00,6.09,0.96,0.74,89.5
"Taranto, Tim",1080,2019,26,16.58,4.62,11.15,0.42,0.50,0.00,6.31,0.92,1.27,111.3
"Taranto, Tim",1080,2020,11,14.40,3.27,8.73,0.44,0.33,0.00,4.91,1.20,1.31,90.3
"Taranto, Tim",1080,2021,24,15.50,4.92,11.04,0.54,0.54,0.00,5.33,1.08,0.96,106.7
"Tarrant, Robbie",1081,2015,22,8.73,5.14,5.73,0.05,0.00,0.05,1.59,0.45,1.14,56.8
"Tarrant, Robbie",1081,2016,23,10.70,6.30,5.57,0.00,0.04,0.35,1.87,1.09,1.04,68.0
"Tarrant, Robbie",1081,2017,21,10.90,6.24,6.86,0.05,0.05,0.00,2.62,1.10,1.43,72.8
"Tarrant, Robbie",1081,2018,21,10.71,6.19,5.48,0.05,0.05,0.00,1.67,0.62,0.95,66.4
"Tarrant, Robbie",1081,2019,22,10.50,6.23,5.27,0.05,0.00,0.00,1.68,0.59,1.09,65.0
"Tarrant, Robbie",1081,2020,16,13.35,5.10,5.40,0.00,0.00,0.00,1.58,1.05,1.13,70.1
"Tarrant, Robbie",1081,2021,10,10.40,6.70,4.10,0.00,0.00,0.00,1.00,0.70,1.40,60.0
"Taylor, Curtis",1082,2019,2,3.00,1.50,3.00,0.00,0.50,0.00,2.00,0.50,1.50,24.0
"Taylor, Curtis",1082,2020,9,6.80,4.27,5.47,0.67,0.27,0.00,1.87,0.93,0.53,55.2
"Taylor, Curtis",1082,2021,19,8.11,4.16,5.05,0.37,0.26,0.00,2.11,0.68,0.68,56.4
"Taylor, Elijah",1083,2020,4,5.10,1.20,4.20,0.30,0.30,0.00,0.60,1.50,0.60,31.5
"Taylor, Harry",1084,2015,21,9.86,7.57,7.67,0.05,0.14,0.00,1.86,0.48,0.52,74.4
"Taylor, Harry",1084,2016,24,8.46,6.33,6.17,0.17,0.04,0.00,1.71,0.46,0.67,63.0
"Taylor, Harry",1084,2017,25,7.28,5.32,6.76,0.88,0.60,0.00,2.36,0.60,0.84,64.7
"Taylor, Harry",1084,2018,8,7.25,3.75,4.88,0.50,0.50,1.75,1.50,0.88,0.38,53.8
"Taylor, Harry",1084,2019,24,7.75,4.75,6.04,0.13,0.08,0.08,1.67,0.58,0.50,56.3
"Taylor, Harry",1084,2020,19,7.14,3.85,4.61,0.06,0.00,0.00,1.71,0.82,0.63,48.3
"Taylor, Lewis",1085,2015,22,10.45,4.18,10.41,0.77,0.45,0.00,1.50,0.41,0.50,74.7
"Taylor, Lewis",1085,2016,19,7.37,3.21,7.32,0.95,0.68,0.00,1.89,0.47,0.58,59.1
"Taylor, Lewis",1085,2017,22,11.05,3.95,8.41,0.77,0.68,0.00,2.68,0.82,0.32,77.7
"Taylor, Lewis",1085,2018,22,9.77,4.45,7.95,0.95,0.32,0.00,1.95,0.86,0.36,72.2
"Taylor, Lewis",1085,2019,5,10.40,4.20,6.00,0.60,1.00,0.00,2.40,1.00,0.20,70.4
"Taylor, Lewis",1085,2020,9,6.80,2.93,3.60,0.80,0.67,0.00,2.67,0.53,0.13,52.7
"Taylor, Lewis",1085,2021,2,3.00,2.00,0.00,0.00,0.50,0.00,0.50,0.00,0.50,16.0
"Taylor, Sam",1086,2018,8,4.00,2.00,4.88,0.00,0.00,0.00,3.00,0.88,0.75,38.4
"Taylor, Sam",1086,2019,22,5.23,3.82,5.50,0.05,0.00,0.00,1.64,0.55,0.45,44.1
"Taylor, Sam",1086,2020,4,3.00,3.30,6.60,0.00,0.00,0.00,3.00,1.50,1.20,42.0
"Taylor, Sam",1086,2021,19,8.63,6.11,5.74,0.00,0.00,0.00,2.05,1.16,0.42,63.8
"Templeton, Eli",1087,2015,6,5.00,4.00,3.67,0.17,0.17,0.00,2.67,0.50,1.17,43.2
"Templeton, Eli",1087,2016,2,4.50,1.50,5.00,0.50,0.50,0.00,3.00,0.00,0.50,42.0
"Thilthorpe, Riley",1088,2021,14,6.71,3.14,4.14,1.29,0.71,1.79,1.36,0.71,1.00,51.2
"Thomas, Dale",1089,2015,5,8.40,4.00,5.60,0.40,0.40,0.00,1.20,1.00,0.00,57.0
"Thomas, Dale",1089,2016,18,11.22,4.28,7.28,0.33,0.28,0.11,3.06,1.11,0.67,74.8
"Thomas, Dale",1089,2017,18,10.89,5.72,6.61,0.44,0.39,0.00,1.72,0.67,0.61,71.8
"Thomas, Dale",1089,2018,20,13.50,6.95,8.95,0.15,0.05,0.00,1.95,0.85,0.95,86.0
"Thomas, Dale",1089,2019,20,13.50,5.25,5.80,0.15,0.15,0.00,3.05,1.00,0.85,79.6
"Thomas, Josh",1090,2017,9,7.67,3.22,8.78,0.67,0.56,0.00,2.78,1.00,0.89,64.2
"Thomas, Josh",1090,2018,26,8.58,3.31,8.00,1.46,0.50,0.00,3.08,0.69,0.85,71.4
"Thomas, Josh",1090,2019,22,7.14,2.95,7.23,1.00,0.50,0.00,2.36,0.55,0.41,60.0
"Thomas, Josh",1090,2020,14,6.00,2.23,6.69,0.34,0.34,0.00,2.40,0.26,0.77,48.0
"Thomas, Josh",1090,2021,20,7.40,3.30,5.90,0.60,0.45,0.00,2.55,0.95,0.35,58.1
"Thomas, Lindsay",1091,2015,21,7.29,2.33,3.10,1.62,0.90,0.00,2.81,1.33,1.48,53.8
"Thomas, Lindsay",1091,2016,22,8.09,2.95,3.91,1.68,1.27,0.05,3.00,1.23,1.50,61.1
"Thomas, Lindsay",1091,2017,9,7.56,2.78,4.67,0.56,0.78,0.00,3.56,0.78,1.33,55.4
"Thomas, Lindsay",1091,2018,7,7.57,2.57,4.14,0.57,0.86,0.00,4.00,1.43,1.29,56.6
"Thomas, Matt",1092,2015,2,5.50,4.00,14.00,1.00,0.00,0.00,3.00,1.50,1.50,71.5
"Thomas, Tarryn",1093,2019,20,5.70,2.35,6.30,0.80,0.75,0.00,3.40,0.70,0.45,55.3
"Thomas, Tarryn",1093,2020,6,4.80,1.60,4.60,0.60,0.40,0.00,3.80,0.20,0.40,46.6
