Player,ID,Season,GM,KI,MK,HB,GL,BH,HO,TK,FF,FA,%P,FantasyAve,KI_norm,MK_norm,HB_norm,GL_norm,BH_norm,HO_norm,TK_norm,FF_norm,FA_norm,%P_norm,FantasyAve_norm
"Atkins, Tom",28.00,2020,12.00,43.00,11.00,74.00,4.00,1.00,0.00,38.00,5.00,6.00,74.60,49.40,0.14,0.09,0.28,0.08,0.03,0.00,0.32,0.12,0.21,0.69,0.34
"Atkins, Tom",28.00,2019,23.00,122.00,36.00,162.00,5.00,4.00,0.00,110.00,12.00,16.00,80.10,53.70,0.26,0.19,0.36,0.07,0.08,0.00,0.65,0.23,0.21,0.80,0.42
"Atley, Joe",29.00,2019,1.00,4.00,2.00,15.00,0.00,0.00,0.00,4.00,0.00,2.00,68.00,58.00,0.01,0.01,0.03,0.00,0.00,0.00,0.02,0.00,0.03,0.66,0.46
"Atley, Shaun",30.00,2021,20.00,190.00,107.00,154.00,1.00,1.00,0.00,26.00,14.00,7.00,82.20,65.20,0.37,0.59,0.35,0.02,0.02,0.00,0.14,0.26,0.15,0.80,0.53
"Atley, Shaun",30.00,2020,17.00,132.00,57.00,136.00,1.00,0.00,0.00,25.00,9.00,9.00,87.90,68.20,0.44,0.46,0.51,0.02,0.00,0.00,0.21,0.21,0.31,0.86,0.51
"Atley, Shaun",30.00,2019,21.00,222.00,71.00,201.00,0.00,3.00,0.00,38.00,11.00,15.00,87.40,66.80,0.47,0.38,0.44,0.00,0.06,0.00,0.22,0.21,0.19,0.88,0.53
"Baguley, Mark",31.00,2019,10.00,53.00,29.00,46.00,12.00,2.00,0.00,28.00,5.00,16.00,89.00,48.10,0.11,0.15,0.10,0.16,0.04,0.00,0.17,0.09,0.21,0.90,0.38
"Bailey, Zac",32.00,2021,24.00,273.00,77.00,167.00,31.00,18.00,0.00,68.00,20.00,45.00,81.40,72.70,0.53,0.43,0.38,0.50,0.44,0.00,0.37,0.37,0.98,0.79,0.59
"Bailey, Zac",32.00,2020,19.00,166.00,76.00,89.00,13.00,9.00,0.00,47.00,11.00,19.00,78.10,74.50,0.56,0.61,0.33,0.27,0.25,0.00,0.40,0.26,0.66,0.74,0.56
"Bailey, Zac",32.00,2019,15.00,106.00,38.00,74.00,5.00,5.00,0.00,29.00,10.00,14.00,70.40,46.60,0.22,0.20,0.16,0.07,0.10,0.00,0.17,0.19,0.18,0.69,0.37
"Baker, Liam",33.00,2021,22.00,238.00,88.00,208.00,7.00,8.00,0.00,61.00,12.00,33.00,83.10,72.80,0.46,0.49,0.47,0.11,0.20,0.00,0.33,0.22,0.72,0.81,0.59
"Baker, Liam",33.00,2020,20.00,166.00,73.00,131.00,1.00,1.00,0.00,39.00,18.00,13.00,77.30,70.10,0.56,0.58,0.49,0.02,0.03,0.00,0.33,0.42,0.45,0.73,0.52
"Baker, Liam",33.00,2019,19.00,166.00,63.00,155.00,8.00,10.00,0.00,61.00,16.00,21.00,76.50,65.90,0.35,0.34,0.34,0.11,0.20,0.00,0.36,0.30,0.27,0.76,0.52
"Baker, Oskar",34.00,2021,3.00,12.00,5.00,3.00,0.00,0.00,0.00,4.00,0.00,0.00,28.30,24.30,0.02,0.03,0.01,0.00,0.00,0.00,0.02,0.00,0.00,0.17,0.18
"Baker, Oskar",34.00,2020,3.00,30.00,8.00,11.00,2.00,0.00,0.00,5.00,3.00,3.00,68.70,67.50,0.10,0.06,0.04,0.04,0.00,0.00,0.04,0.07,0.10,0.62,0.50
"Baker, Oskar",34.00,2019,9.00,79.00,40.00,45.00,2.00,4.00,0.00,15.00,2.00,10.00,70.60,55.00,0.17,0.21,0.10,0.03,0.08,0.00,0.09,0.04,0.13,0.69,0.43
"Ballard, Charlie",35.00,2021,21.00,227.00,140.00,61.00,0.00,0.00,0.00,25.00,20.00,16.00,92.70,61.70,0.44,0.77,0.14,0.00,0.00,0.00,0.14,0.37,0.35,0.92,0.50
"Ballard, Charlie",35.00,2020,16.00,114.00,68.00,44.00,0.00,0.00,0.00,13.00,7.00,9.00,92.40,52.00,0.38,0.54,0.16,0.00,0.00,0.00,0.11,0.16,0.31,0.92,0.37
"Ballard, Charlie",35.00,2019,21.00,211.00,111.00,63.00,0.00,1.00,0.00,23.00,13.00,17.00,88.70,54.60,0.45,0.59,0.14,0.00,0.02,0.00,0.14,0.25,0.22,0.90,0.43
"Ballenden, Connor",36.00,2021,1.00,3.00,2.00,1.00,0.00,0.00,1.00,0.00,1.00,2.00,55.00,13.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.48,0.09
"Ballenden, Connor",36.00,2020,2.00,5.00,5.00,4.00,1.00,1.00,5.00,1.00,1.00,1.00,71.50,32.50,0.02,0.04,0.01,0.02,0.03,0.01,0.01,0.02,0.03,0.65,0.20
"Balta, Noah",37.00,2021,14.00,129.00,65.00,54.00,2.00,1.00,14.00,18.00,7.00,10.00,79.90,54.70,0.25,0.36,0.12,0.03,0.02,0.02,0.10,0.13,0.22,0.77,0.44
"Balta, Noah",37.00,2020,17.00,132.00,65.00,52.00,1.00,1.00,3.00,16.00,11.00,16.00,94.50,53.80,0.44,0.52,0.19,0.02,0.03,0.01,0.14,0.26,0.55,0.95,0.38
"Balta, Noah",37.00,2019,13.00,87.00,30.00,34.00,6.00,4.00,91.00,29.00,14.00,21.00,70.40,47.50,0.18,0.16,0.07,0.08,0.08,0.09,0.17,0.26,0.27,0.69,0.37
"Banfield, Bailey",38.00,2021,6.00,29.00,12.00,27.00,4.00,2.00,0.00,14.00,3.00,6.00,74.20,40.70,0.05,0.07,0.06,0.06,0.05,0.00,0.08,0.06,0.13,0.71,0.32
"Banfield, Bailey",38.00,2020,5.00,26.00,8.00,21.00,2.00,0.00,0.00,18.00,8.00,3.00,81.80,56.80,0.09,0.06,0.08,0.04,0.00,0.00,0.15,0.19,0.10,0.78,0.41
"Banfield, Bailey",38.00,2019,7.00,39.00,18.00,54.00,2.00,1.00,0.00,30.00,10.00,12.00,74.00,55.10,0.08,0.10,0.12,0.03,0.02,0.00,0.18,0.19,0.15,0.73,0.44
"Barrass, Tom",39.00,2021,16.00,168.00,117.00,53.00,0.00,0.00,1.00,10.00,14.00,6.00,87.10,62.40,0.33,0.65,0.12,0.00,0.00,0.00,0.05,0.26,0.13,0.86,0.50
"Barrass, Tom",39.00,2020,18.00,144.00,94.00,37.00,0.00,0.00,0.00,4.00,12.00,8.00,89.90,55.00,0.48,0.75,0.14,0.00,0.00,0.00,0.03,0.28,0.28,0.89,0.39
"Barrass, Tom",39.00,2019,14.00,131.00,86.00,30.00,0.00,0.00,13.00,11.00,14.00,10.00,83.40,53.70,0.28,0.46,0.07,0.00,0.00,0.01,0.07,0.26,0.13,0.84,0.42
"Bastinac, Ryan",40.00,2019,3.00,26.00,16.00,8.00,2.00,0.00,0.00,4.00,1.00,3.00,77.30,54.00,0.05,0.09,0.02,0.03,0.00,0.00,0.02,0.02,0.04,0.76,0.43
"Battle, Josh",41.00,2021,16.00,113.00,61.00,73.00,3.00,7.00,2.00,46.00,13.00,11.00,64.60,53.70,0.22,0.34,0.16,0.05,0.17,0.00,0.25,0.24,0.24,0.59,0.43
"Battle, Josh",41.00,2020,14.00,108.00,52.00,34.00,12.00,9.00,6.00,26.00,10.00,8.00,70.40,64.70,0.36,0.42,0.13,0.24,0.25,0.01,0.22,0.23,0.28,0.64,0.48
"Battle, Josh",41.00,2019,19.00,204.00,115.00,76.00,3.00,1.00,0.00,52.00,14.00,18.00,78.60,68.20,0.43,0.61,0.17,0.04,0.02,0.00,0.31,0.26,0.23,0.78,0.54
"Beams, Dayne",42.00,2019,9.00,124.00,38.00,102.00,5.00,4.00,0.00,19.00,13.00,4.00,78.90,89.00,0.26,0.20,0.22,0.07,0.08,0.00,0.11,0.25,0.05,0.78,0.71
"Bedford, Toby",43.00,2020,2.00,6.00,3.00,10.00,0.00,1.00,0.00,4.00,0.00,3.00,61.00,34.40,0.02,0.02,0.04,0.00,0.03,0.00,0.03,0.00,0.10,0.52,0.21
"Begley, Josh",44.00,2020,1.00,3.00,2.00,2.00,1.00,0.00,0.00,4.00,1.00,1.00,84.00,48.80,0.01,0.02,0.01,0.02,0.00,0.00,0.03,0.02,0.03,0.81,0.34
"Begley, Josh",44.00,2019,8.00,61.00,28.00,32.00,6.00,7.00,0.00,15.00,7.00,9.00,84.50,51.80,0.13,0.15,0.07,0.08,0.14,0.00,0.09,0.13,0.12,0.85,0.41
"Bell, James",45.00,2021,12.00,38.00,24.00,37.00,2.00,2.00,0.00,25.00,7.00,5.00,52.60,30.50,0.07,0.13,0.08,0.03,0.05,0.00,0.14,0.13,0.11,0.46,0.24
"Bell, James",45.00,2020,8.00,37.00,13.00,32.00,3.00,2.00,0.00,28.00,7.00,8.00,69.80,51.40,0.12,0.10,0.12,0.06,0.06,0.00,0.24,0.16,0.28,0.63,0.36
"Bell, James",45.00,2019,2.00,9.00,7.00,5.00,1.00,1.00,0.00,5.00,1.00,4.00,69.00,37.00,0.02,0.04,0.01,0.01,0.02,0.00,0.03,0.02,0.05,0.67,0.29
"Bellchambers, Tom",46.00,2020,7.00,30.00,10.00,11.00,1.00,0.00,139.00,10.00,9.00,7.00,81.30,56.30,0.10,0.08,0.04,0.02,0.00,0.23,0.09,0.21,0.24,0.78,0.40
"Bellchambers, Tom",46.00,2019,16.00,105.00,52.00,75.00,6.00,4.00,407.00,30.00,28.00,27.00,80.30,70.90,0.22,0.28,0.17,0.08,0.08,0.40,0.18,0.53,0.35,0.80,0.56
"Bennell, Harley",47.00,2020,5.00,26.00,7.00,28.00,3.00,2.00,0.00,5.00,1.00,2.00,68.40,47.50,0.09,0.06,0.10,0.06,0.06,0.00,0.04,0.02,0.07,0.61,0.33
"Bergman, Miles",48.00,2021,23.00,199.00,101.00,126.00,7.00,7.00,0.00,42.00,16.00,5.00,69.80,59.60,0.39,0.56,0.28,0.11,0.17,0.00,0.23,0.30,0.11,0.66,0.48
"Berry, Jarrod",49.00,2021,11.00,75.00,24.00,63.00,5.00,2.00,0.00,34.00,14.00,15.00,61.90,50.90,0.14,0.13,0.14,0.08,0.05,0.00,0.18,0.26,0.33,0.56,0.41
"Berry, Jarrod",49.00,2020,17.00,155.00,70.00,116.00,7.00,10.00,0.00,64.00,20.00,21.00,77.50,86.20,0.52,0.56,0.43,0.14,0.28,0.00,0.55,0.47,0.72,0.73,0.66
"Berry, Jarrod",49.00,2019,20.00,211.00,89.00,181.00,8.00,10.00,0.00,76.00,37.00,17.00,77.50,80.50,0.45,0.47,0.40,0.11,0.20,0.00,0.45,0.70,0.22,0.77,0.64
"Berry, Sam",50.00,2021,17.00,60.00,27.00,94.00,5.00,9.00,0.00,69.00,12.00,17.00,71.70,42.60,0.12,0.15,0.21,0.08,0.22,0.00,0.37,0.22,0.37,0.68,0.34
"Berry, Tom",51.00,2021,11.00,14.00,6.00,23.00,2.00,1.00,0.00,20.00,2.00,5.00,31.20,16.90,0.03,0.03,0.05,0.03,0.02,0.00,0.11,0.04,0.11,0.21,0.12
"Berry, Tom",51.00,2020,6.00,16.00,10.00,25.00,0.00,2.00,0.00,12.00,2.00,4.00,71.50,35.00,0.05,0.08,0.09,0.00,0.06,0.00,0.10,0.05,0.14,0.65,0.22
"Betts, Eddie",52.00,2021,19.00,121.00,42.00,59.00,27.00,16.00,0.00,31.00,8.00,14.00,79.20,46.10,0.23,0.23,0.13,0.44,0.39,0.00,0.17,0.15,0.30,0.76,0.37
"Betts, Eddie",52.00,2020,15.00,89.00,24.00,44.00,13.00,13.00,0.00,41.00,8.00,8.00,84.40,55.50,0.30,0.19,0.16,0.27,0.36,0.00,0.35,0.19,0.28,0.82,0.40
"Betts, Eddie",52.00,2019,21.00,155.00,49.00,96.00,37.00,21.00,0.00,52.00,13.00,12.00,84.60,58.70,0.33,0.26,0.21,0.49,0.42,0.00,0.31,0.25,0.15,0.85,0.46
"Bewley, Brett",53.00,2021,6.00,43.00,16.00,32.00,2.00,0.00,0.00,12.00,5.00,3.00,61.50,49.50,0.08,0.09,0.07,0.03,0.00,0.00,0.06,0.09,0.07,0.56,0.39
"Bewley, Brett",53.00,2020,12.00,100.00,40.00,74.00,5.00,0.00,0.00,21.00,6.00,1.00,83.80,71.40,0.34,0.32,0.28,0.10,0.00,0.00,0.18,0.14,0.03,0.81,0.53
"Bewley, Brett",53.00,2019,7.00,60.00,22.00,36.00,1.00,3.00,0.00,17.00,2.00,5.00,69.60,54.60,0.13,0.12,0.08,0.01,0.06,0.00,0.10,0.04,0.06,0.68,0.43
"Bews, Jed",54.00,2021,25.00,219.00,116.00,125.00,3.00,2.00,0.00,50.00,17.00,15.00,81.00,57.90,0.42,0.64,0.28,0.05,0.05,0.00,0.27,0.31,0.33,0.79,0.46
"Bews, Jed",54.00,2020,20.00,146.00,65.00,72.00,3.00,2.00,0.00,35.00,12.00,10.00,85.90,57.40,0.49,0.52,0.27,0.06,0.06,0.00,0.30,0.28,0.34,0.84,0.41
"Bews, Jed",54.00,2019,12.00,94.00,33.00,35.00,3.00,3.00,0.00,30.00,8.00,6.00,83.70,48.50,0.20,0.18,0.08,0.04,0.06,0.00,0.18,0.15,0.08,0.84,0.38
"Bianco, Trent",55.00,2021,12.00,100.00,53.00,47.00,7.00,5.00,0.00,21.00,5.00,4.00,68.30,56.40,0.19,0.29,0.11,0.11,0.12,0.00,0.11,0.09,0.09,0.64,0.45
"Billings, Jack",56.00,2021,18.00,218.00,113.00,143.00,14.00,14.00,0.00,35.00,14.00,10.00,84.30,83.40,0.42,0.62,0.32,0.23,0.34,0.00,0.19,0.26,0.22,0.82,0.68
"Billings, Jack",56.00,2020,19.00,205.00,78.00,147.00,11.00,6.00,0.00,47.00,13.00,6.00,86.10,92.00,0.69,0.62,0.55,0.22,0.17,0.00,0.40,0.30,0.21,0.84,0.71
"Billings, Jack",56.00,2019,22.00,316.00,132.00,250.00,13.00,10.00,0.00,65.00,11.00,12.00,88.60,98.50,0.67,0.70,0.55,0.17,0.20,0.00,0.38,0.21,0.15,0.90,0.79
"Birchall, Grant",57.00,2021,23.00,307.00,159.00,118.00,2.00,0.00,0.00,23.00,3.00,9.00,79.80,74.50,0.60,0.88,0.27,0.03,0.00,0.00,0.12,0.06,0.20,0.77,0.60
"Birchall, Grant",57.00,2020,16.00,150.00,69.00,53.00,0.00,0.00,0.00,16.00,6.00,4.00,72.40,64.10,0.51,0.55,0.20,0.00,0.00,0.00,0.14,0.14,0.14,0.66,0.47
"Birchall, Grant",57.00,2019,3.00,35.00,16.00,27.00,1.00,1.00,0.00,2.00,0.00,1.00,61.00,73.00,0.07,0.09,0.06,0.01,0.02,0.00,0.01,0.00,0.01,0.58,0.58
"Blakely, Connor",58.00,2021,13.00,50.00,30.00,66.00,1.00,2.00,0.00,11.00,8.00,5.00,35.90,32.10,0.10,0.17,0.15,0.02,0.05,0.00,0.06,0.15,0.11,0.26,0.25
"Blakely, Connor",58.00,2020,5.00,26.00,12.00,49.00,0.00,0.00,0.00,12.00,5.00,3.00,58.60,64.00,0.09,0.10,0.18,0.00,0.00,0.00,0.10,0.12,0.10,0.49,0.47
"Blakely, Connor",58.00,2019,14.00,156.00,72.00,121.00,0.00,0.00,0.00,32.00,14.00,7.00,84.00,74.80,0.33,0.38,0.27,0.00,0.00,0.00,0.19,0.26,0.09,0.84,0.60
"Blakey, Nick",59.00,2021,17.00,138.00,65.00,75.00,3.00,6.00,12.00,28.00,7.00,6.00,63.90,52.70,0.27,0.36,0.17,0.05,0.15,0.01,0.15,0.13,0.13,0.59,0.42
"Blakey, Nick",59.00,2020,16.00,126.00,36.00,36.00,8.00,13.00,0.00,36.00,15.00,8.00,76.00,58.90,0.42,0.29,0.13,0.16,0.36,0.00,0.31,0.35,0.28,0.71,0.43
"Blakey, Nick",59.00,2019,21.00,153.00,50.00,68.00,19.00,14.00,0.00,48.00,31.00,19.00,78.90,49.50,0.32,0.27,0.15,0.25,0.28,0.00,0.28,0.58,0.24,0.78,0.39
"Blicavs, Mark",60.00,2021,24.00,164.00,94.00,166.00,5.00,0.00,283.00,67.00,32.00,23.00,88.50,68.80,0.32,0.52,0.37,0.08,0.00,0.35,0.36,0.59,0.50,0.87,0.56
"Blicavs, Mark",60.00,2020,21.00,132.00,70.00,131.00,3.00,1.00,181.00,59.00,22.00,22.00,87.00,75.00,0.44,0.56,0.49,0.06,0.03,0.31,0.50,0.51,0.76,0.85,0.57
"Blicavs, Mark",60.00,2019,25.00,182.00,124.00,154.00,0.00,3.00,91.00,90.00,23.00,14.00,91.00,66.40,0.38,0.66,0.34,0.00,0.06,0.09,0.53,0.43,0.18,0.92,0.53
"Boak, Travis",61.00,2021,23.00,305.00,67.00,335.00,8.00,18.00,0.00,110.00,37.00,25.00,81.10,98.00,0.59,0.37,0.75,0.13,0.44,0.00,0.59,0.69,0.54,0.79,0.80
"Boak, Travis",61.00,2020,19.00,217.00,51.00,219.00,8.00,8.00,0.00,72.00,13.00,7.00,77.50,103.80,0.73,0.41,0.81,0.16,0.22,0.00,0.62,0.30,0.24,0.73,0.82
"Boak, Travis",61.00,2019,21.00,306.00,70.00,331.00,10.00,13.00,1.00,102.00,25.00,26.00,79.80,105.70,0.65,0.37,0.73,0.13,0.26,0.00,0.60,0.47,0.33,0.79,0.85
"Bolton, Shai",62.00,2021,20.00,208.00,82.00,185.00,23.00,20.00,0.00,55.00,13.00,26.00,81.40,77.70,0.40,0.45,0.42,0.37,0.49,0.00,0.30,0.24,0.57,0.79,0.63
"Bolton, Shai",62.00,2020,19.00,181.00,58.00,120.00,15.00,11.00,0.00,54.00,11.00,22.00,82.70,80.20,0.61,0.46,0.45,0.31,0.31,0.00,0.46,0.26,0.76,0.80,0.61
"Bolton, Shai",62.00,2019,19.00,143.00,58.00,123.00,15.00,12.00,0.00,65.00,9.00,22.00,79.90,60.70,0.30,0.31,0.27,0.20,0.24,0.00,0.38,0.17,0.28,0.79,0.48
"Bonar, Aiden",63.00,2021,10.00,72.00,36.00,35.00,0.00,0.00,0.00,16.00,4.00,8.00,72.60,43.80,0.14,0.20,0.08,0.00,0.00,0.00,0.09,0.07,0.17,0.69,0.35
"Bonar, Aiden",63.00,2020,6.00,24.00,10.00,29.00,0.00,0.00,0.00,11.00,4.00,3.00,70.20,41.50,0.08,0.08,0.11,0.00,0.00,0.00,0.09,0.09,0.10,0.63,0.27
"Bonar, Aiden",63.00,2019,2.00,11.00,5.00,8.00,0.00,0.00,0.00,5.00,0.00,0.00,63.50,42.00,0.02,0.03,0.02,0.00,0.00,0.00,0.03,0.00,0.00,0.61,0.33
"Bonner, Riley",64.00,2021,14.00,206.00,67.00,73.00,2.00,1.00,0.00,16.00,5.00,9.00,77.20,72.90,0.40,0.37,0.16,0.03,0.02,0.00,0.09,0.09,0.20,0.74,0.59
"Bonner, Riley",64.00,2020,9.00,97.00,33.00,25.00,0.00,0.00,0.00,7.00,1.00,8.00,79.10,61.80,0.33,0.26,0.09,0.00,0.00,0.00,0.06,0.02,0.28,0.75,0.45
"Bonner, Riley",64.00,2019,19.00,247.00,82.00,93.00,5.00,5.00,0.00,27.00,5.00,18.00,81.90,66.70,0.52,0.44,0.20,0.07,0.10,0.00,0.16,0.09,0.23,0.82,0.53
"Bontempelli, Marcus",65.00,2021,26.00,396.00,104.00,299.00,31.00,19.00,8.00,127.00,41.00,37.00,84.30,105.70,0.77,0.57,0.67,0.50,0.46,0.01,0.69,0.76,0.80,0.82,0.86
"Bontempelli, Marcus",65.00,2020,18.00,211.00,59.00,164.00,11.00,7.00,1.00,88.00,15.00,23.00,86.20,104.90,0.71,0.47,0.61,0.22,0.19,0.00,0.75,0.35,0.79,0.84,0.83
"Bontempelli, Marcus",65.00,2019,23.00,347.00,94.00,259.00,15.00,27.00,7.00,116.00,37.00,31.00,84.00,103.20,0.73,0.50,0.57,0.20,0.54,0.01,0.69,0.70,0.40,0.84,0.83
"Bosenavulagi, Atu",66.00,2021,8.00,46.00,28.00,35.00,1.00,0.00,0.00,13.00,4.00,5.00,60.40,42.40,0.09,0.15,0.08,0.02,0.00,0.00,0.07,0.07,0.11,0.55,0.34
"Bosenavulagi, Atu",66.00,2020,3.00,9.00,6.00,12.00,0.00,0.00,0.00,5.00,2.00,3.00,62.70,34.20,0.03,0.05,0.04,0.00,0.00,0.00,0.04,0.05,0.10,0.54,0.21
"Bowes, Jack",67.00,2021,19.00,307.00,97.00,97.00,1.00,2.00,0.00,38.00,10.00,15.00,79.80,80.60,0.60,0.54,0.22,0.02,0.05,0.00,0.21,0.19,0.33,0.77,0.65
"Bowes, Jack",67.00,2020,17.00,195.00,69.00,95.00,1.00,0.00,0.00,30.00,5.00,10.00,82.60,79.60,0.66,0.55,0.35,0.02,0.00,0.00,0.26,0.12,0.34,0.79,0.61
"Bowes, Jack",67.00,2019,15.00,139.00,53.00,137.00,6.00,3.00,0.00,55.00,10.00,15.00,74.80,71.60,0.29,0.28,0.30,0.08,0.06,0.00,0.33,0.19,0.19,0.74,0.57
"Bowey, Jake",68.00,2021,7.00,61.00,23.00,58.00,0.00,0.00,0.00,5.00,1.00,7.00,76.60,52.60,0.12,0.13,0.13,0.00,0.00,0.00,0.03,0.02,0.15,0.73,0.42
"Bramble, Lachlan",69.00,2021,10.00,119.00,44.00,64.00,1.00,3.00,0.00,20.00,7.00,3.00,83.60,70.40,0.23,0.24,0.14,0.02,0.07,0.00,0.11,0.13,0.07,0.82,0.57
"Brand, Kaiden",70.00,2021,3.00,22.00,10.00,16.00,0.00,0.00,0.00,6.00,4.00,2.00,78.30,50.00,0.04,0.06,0.04,0.00,0.00,0.00,0.03,0.07,0.04,0.75,0.40
"Brand, Kaiden",70.00,2020,2.00,10.00,7.00,8.00,0.00,0.00,0.00,3.00,2.00,0.00,87.00,50.60,0.03,0.06,0.03,0.00,0.00,0.00,0.03,0.05,0.00,0.85,0.35
"Brand, Kaiden",70.00,2019,5.00,34.00,20.00,22.00,0.00,0.00,0.00,6.00,1.00,4.00,91.40,43.80,0.07,0.11,0.05,0.00,0.00,0.00,0.04,0.02,0.05,0.93,0.34
"Brander, Jarrod",71.00,2021,11.00,108.00,53.00,60.00,5.00,6.00,0.00,11.00,5.00,3.00,80.00,61.70,0.21,0.29,0.13,0.08,0.15,0.00,0.06,0.09,0.07,0.77,0.50
"Brander, Jarrod",71.00,2020,8.00,67.00,36.00,22.00,0.00,1.00,0.00,12.00,3.00,2.00,80.50,62.30,0.23,0.29,0.08,0.00,0.03,0.00,0.10,0.07,0.07,0.77,0.45
"Brander, Jarrod",71.00,2019,2.00,14.00,8.00,4.00,0.00,2.00,0.00,1.00,0.00,1.00,74.50,38.50,0.03,0.04,0.01,0.00,0.04,0.00,0.01,0.00,0.01,0.73,0.30
"Brayshaw, Andrew",72.00,2021,20.00,265.00,101.00,303.00,8.00,5.00,0.00,93.00,25.00,23.00,78.80,104.30,0.51,0.56,0.68,0.13,0.12,0.00,0.50,0.46,0.50,0.76,0.85
"Brayshaw, Andrew",72.00,2020,17.00,147.00,49.00,191.00,0.00,3.00,0.00,83.00,18.00,8.00,75.40,95.50,0.49,0.39,0.71,0.00,0.08,0.00,0.71,0.42,0.28,0.70,0.74
"Brayshaw, Andrew",72.00,2019,22.00,167.00,46.00,205.00,7.00,7.00,0.00,113.00,16.00,12.00,71.00,69.50,0.35,0.24,0.45,0.09,0.14,0.00,0.67,0.30,0.15,0.69,0.55
"Brayshaw, Angus",73.00,2021,25.00,274.00,105.00,186.00,3.00,7.00,0.00,61.00,12.00,19.00,82.40,69.30,0.53,0.58,0.42,0.05,0.17,0.00,0.33,0.22,0.41,0.80,0.56
"Brayshaw, Angus",73.00,2020,14.00,116.00,40.00,117.00,5.00,6.00,0.00,41.00,4.00,7.00,74.70,79.00,0.39,0.32,0.43,0.10,0.17,0.00,0.35,0.09,0.24,0.69,0.60
"Brayshaw, Angus",73.00,2019,22.00,278.00,87.00,209.00,9.00,7.00,0.00,96.00,23.00,16.00,77.50,87.90,0.59,0.46,0.46,0.12,0.14,0.00,0.57,0.43,0.21,0.77,0.70
"Brayshaw, Hamish",74.00,2020,1.00,3.00,1.00,2.00,0.00,1.00,0.00,1.00,1.00,0.00,58.00,27.50,0.01,0.01,0.01,0.00,0.03,0.00,0.01,0.02,0.00,0.48,0.15
"Breust, Luke",75.00,2021,19.00,121.00,47.00,117.00,33.00,11.00,0.00,62.00,12.00,13.00,79.40,61.50,0.23,0.26,0.26,0.53,0.27,0.00,0.34,0.22,0.28,0.77,0.49
"Breust, Luke",75.00,2020,13.00,77.00,24.00,64.00,16.00,6.00,0.00,51.00,14.00,13.00,80.80,68.50,0.26,0.19,0.24,0.33,0.17,0.00,0.44,0.33,0.45,0.77,0.51
"Breust, Luke",75.00,2019,22.00,165.00,61.00,137.00,34.00,17.00,0.00,85.00,29.00,14.00,83.50,68.20,0.35,0.32,0.30,0.45,0.34,0.00,0.50,0.55,0.18,0.84,0.54
"Briggs, Kieren",76.00,2021,5.00,23.00,9.00,26.00,2.00,0.00,85.00,22.00,8.00,6.00,65.60,64.60,0.04,0.05,0.06,0.03,0.00,0.11,0.12,0.15,0.13,0.61,0.52
"Broad, Nathan",77.00,2021,14.00,159.00,89.00,70.00,0.00,0.00,0.00,17.00,7.00,5.00,90.50,67.40,0.31,0.49,0.16,0.00,0.00,0.00,0.09,0.13,0.11,0.90,0.54
"Broad, Nathan",77.00,2020,16.00,128.00,65.00,47.00,0.00,0.00,1.00,28.00,6.00,7.00,92.30,60.20,0.43,0.52,0.17,0.00,0.00,0.00,0.24,0.14,0.24,0.92,0.44
"Broad, Nathan",77.00,2019,24.00,165.00,86.00,106.00,1.00,0.00,3.00,44.00,17.00,13.00,83.00,47.00,0.35,0.46,0.23,0.01,0.00,0.00,0.26,0.32,0.17,0.83,0.37
"Broadbent, Matthew",78.00,2019,10.00,145.00,58.00,54.00,0.00,0.00,0.00,8.00,6.00,3.00,82.80,74.60,0.31,0.31,0.12,0.00,0.00,0.00,0.05,0.11,0.04,0.83,0.60
"Brockman, Tyler",79.00,2021,11.00,52.00,27.00,46.00,10.00,4.00,0.00,23.00,2.00,6.00,68.00,42.60,0.10,0.15,0.10,0.16,0.10,0.00,0.12,0.04,0.13,0.63,0.34
"Brodie, Will",80.00,2021,5.00,25.00,7.00,39.00,0.00,1.00,0.00,8.00,3.00,3.00,55.00,40.20,0.05,0.04,0.09,0.00,0.02,0.00,0.04,0.06,0.07,0.48,0.32
"Brodie, Will",80.00,2020,1.00,4.00,3.00,10.00,0.00,0.00,0.00,1.00,0.00,0.00,67.00,56.30,0.01,0.02,0.04,0.00,0.00,0.00,0.01,0.00,0.00,0.59,0.40
"Brodie, Will",80.00,2019,8.00,77.00,34.00,97.00,2.00,1.00,0.00,44.00,6.00,6.00,74.50,88.00,0.16,0.18,0.21,0.03,0.02,0.00,0.26,0.11,0.08,0.73,0.70
"Brooksby, Keegan",81.00,2020,1.00,4.00,0.00,1.00,0.00,0.00,10.00,2.00,3.00,2.00,53.00,36.30,0.01,0.00,0.00,0.00,0.00,0.02,0.02,0.07,0.07,0.41,0.23
"Broomhead, Tim",82.00,2020,1.00,2.00,0.00,5.00,0.00,0.00,0.00,2.00,1.00,1.00,79.00,27.50,0.01,0.00,0.02,0.00,0.00,0.00,0.02,0.02,0.03,0.75,0.15
"Brown, Ben",83.00,2021,13.00,102.00,69.00,24.00,25.00,13.00,13.00,20.00,11.00,6.00,79.80,62.30,0.20,0.38,0.05,0.40,0.32,0.02,0.11,0.20,0.13,0.77,0.50
"Brown, Ben",83.00,2020,9.00,49.00,31.00,13.00,8.00,8.00,4.00,6.00,6.00,3.00,88.60,48.20,0.16,0.25,0.05,0.16,0.22,0.01,0.05,0.14,0.10,0.87,0.33
