Player,ID,Season,GM,KI,MK,HB,GL,BH,HO,TK,FF,FA,%P,FantasyAve
"Riewoldt, Jack",636,2020,21.00,136.00,75.00,37.00,33.00,20.00,2.00,27.00,14.00,15.00,92.10,59.80
"Riewoldt, Jack",636,2019,13.00,115.00,55.00,26.00,24.00,14.00,1.00,22.00,17.00,16.00,89.80,59.80
"Rioli, Daniel",637,2021,19.00,120.00,54.00,127.00,9.00,6.00,0.00,46.00,20.00,11.00,70.20,53.00
"Rioli, Daniel",637,2020,18.00,102.00,47.00,94.00,12.00,3.00,0.00,57.00,13.00,8.00,81.00,64.40
"Rioli, Daniel",637,2019,22.00,138.00,62.00,124.00,17.00,19.00,0.00,61.00,21.00,8.00,82.30,55.00
"Rioli, Maurice",638,2021,2.00,7.00,1.00,2.00,2.00,0.00,0.00,4.00,1.00,1.00,72.00,27.00
"Rioli, Willie",639,2019,14.00,121.00,47.00,65.00,18.00,10.00,0.00,42.00,8.00,8.00,79.40,64.60
"Rischitelli, Michael",640,2019,7.00,38.00,17.00,30.00,2.00,3.00,0.00,21.00,8.00,3.00,77.60,46.10
"Rivers, Trent",641,2021,25.00,241.00,101.00,137.00,1.00,1.00,0.00,39.00,7.00,14.00,70.20,57.10
"Rivers, Trent",641,2020,9.00,75.00,28.00,48.00,2.00,2.00,0.00,13.00,11.00,4.00,79.00,65.30
"Roberton, Dylan",642,2020,1.00,7.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,82.00,25.00
"Roberts, Fletcher",643,2019,2.00,10.00,4.00,8.00,0.00,0.00,0.00,3.00,3.00,1.00,96.00,35.00
"Robertson, Deven",644,2021,16.00,110.00,53.00,100.00,4.00,2.00,0.00,67.00,10.00,9.00,70.10,60.40
"Robertson, Deven",644,2020,1.00,3.00,0.00,4.00,0.00,0.00,0.00,3.00,0.00,1.00,68.00,32.50
"Robertson, Nick",645,2019,5.00,41.00,21.00,26.00,0.00,0.00,0.00,15.00,2.00,3.00,84.80,58.20
"Robinson, Mitch",646,2021,22.00,297.00,98.00,133.00,7.00,7.00,0.00,64.00,27.00,23.00,77.50,77.90
"Robinson, Mitch",646,2020,19.00,182.00,66.00,79.00,5.00,3.00,0.00,44.00,16.00,16.00,79.30,71.00
"Robinson, Mitch",646,2019,23.00,347.00,121.00,148.00,17.00,12.00,0.00,99.00,36.00,31.00,81.30,93.60
"Rockliff, Tom",647,2021,2.00,3.00,0.00,8.00,0.00,1.00,0.00,0.00,1.00,0.00,18.00,13.50
"Rockliff, Tom",647,2020,16.00,191.00,36.00,174.00,4.00,3.00,0.00,100.00,19.00,10.00,78.90,112.90
"Rockliff, Tom",647,2019,18.00,273.00,66.00,240.00,2.00,2.00,0.00,83.00,20.00,24.00,77.30,99.50
"Rohan, Gary",648,2021,21.00,147.00,75.00,67.00,32.00,18.00,0.00,41.00,22.00,14.00,81.60,55.00
"Rohan, Gary",648,2020,19.00,123.00,61.00,41.00,22.00,17.00,0.00,36.00,15.00,9.00,83.20,60.20
"Rohan, Gary",648,2019,19.00,125.00,65.00,37.00,25.00,11.00,1.00,34.00,13.00,14.00,77.10,48.10
"Ronke, Ben",649,2021,2.00,2.00,1.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,32.50,7.50
"Ronke, Ben",649,2020,3.00,19.00,6.00,10.00,0.00,0.00,0.00,11.00,2.00,3.00,71.30,55.00
"Ronke, Ben",649,2019,13.00,86.00,36.00,49.00,9.00,8.00,0.00,28.00,5.00,4.00,72.00,48.50
"Rosas, Malcolm",650,2021,4.00,14.00,5.00,5.00,0.00,4.00,0.00,6.00,1.00,2.00,49.30,22.50
"Rose, James",651,2019,5.00,45.00,17.00,22.00,2.00,2.00,0.00,10.00,1.00,2.00,71.60,55.80
"Ross, Jack",652,2021,15.00,77.00,43.00,82.00,2.00,0.00,0.00,22.00,5.00,5.00,48.50,40.90
"Ross, Jack",652,2020,7.00,48.00,14.00,45.00,0.00,0.00,0.00,20.00,5.00,2.00,71.60,63.40
"Ross, Jack",652,2019,7.00,58.00,17.00,63.00,1.00,2.00,0.00,22.00,8.00,7.00,67.40,62.00
"Ross, Sebastian",653,2021,20.00,225.00,91.00,195.00,5.00,8.00,0.00,61.00,12.00,12.00,83.70,79.80
"Ross, Sebastian",653,2020,16.00,146.00,29.00,141.00,2.00,2.00,0.00,45.00,7.00,17.00,80.60,74.80
"Ross, Sebastian",653,2019,22.00,323.00,84.00,249.00,6.00,7.00,0.00,90.00,10.00,19.00,85.60,94.30
"Rotham, Josh",654,2021,19.00,232.00,161.00,73.00,0.00,1.00,0.00,18.00,13.00,17.00,87.20,71.60
"Rotham, Josh",654,2020,10.00,90.00,52.00,17.00,0.00,0.00,0.00,13.00,5.00,4.00,81.40,63.10
"Rotham, Josh",654,2019,4.00,34.00,24.00,15.00,0.00,0.00,0.00,6.00,2.00,3.00,79.30,55.30
"Roughead, Jarryd",655,2019,8.00,60.00,28.00,39.00,15.00,10.00,19.00,19.00,7.00,6.00,79.80,65.80
"Roughead, Jordan",656,2021,21.00,190.00,137.00,87.00,0.00,0.00,9.00,35.00,12.00,14.00,95.40,60.70
"Roughead, Jordan",656,2020,17.00,90.00,64.00,67.00,0.00,0.00,0.00,18.00,10.00,4.00,93.10,49.00
"Roughead, Jordan",656,2019,24.00,167.00,124.00,116.00,1.00,0.00,17.00,43.00,13.00,8.00,87.90,53.70
"Rowbottom, James",657,2021,17.00,152.00,35.00,110.00,6.00,3.00,0.00,105.00,12.00,14.00,62.90,71.20
"Rowbottom, James",657,2020,16.00,132.00,22.00,105.00,4.00,4.00,0.00,58.00,17.00,17.00,76.90,70.20
"Rowbottom, James",657,2019,12.00,90.00,32.00,74.00,4.00,5.00,0.00,59.00,3.00,6.00,67.00,63.70
"Rowe, James",658,2021,19.00,123.00,41.00,118.00,15.00,11.00,0.00,35.00,18.00,9.00,75.50,50.50
"Rowe, Sam",659,2019,1.00,4.00,2.00,5.00,0.00,1.00,8.00,0.00,2.00,0.00,82.00,39.00
"Rowell, Matt",660,2021,12.00,66.00,22.00,103.00,2.00,0.00,0.00,49.00,24.00,13.00,69.30,55.30
"Rowell, Matt",660,2020,5.00,38.00,4.00,49.00,6.00,0.00,0.00,26.00,8.00,6.00,63.80,88.50
"Rozee, Connor",661,2021,21.00,176.00,71.00,159.00,21.00,13.00,0.00,60.00,25.00,14.00,86.50,67.70
"Rozee, Connor",661,2020,16.00,106.00,40.00,100.00,9.00,9.00,0.00,52.00,6.00,10.00,83.20,69.10
"Rozee, Connor",661,2019,22.00,168.00,76.00,168.00,29.00,22.00,0.00,88.00,24.00,17.00,82.00,72.20
"Ruscoe, Trey",662,2021,9.00,73.00,27.00,33.00,2.00,0.00,0.00,15.00,3.00,7.00,65.30,46.70
"Ruscoe, Trey",662,2020,4.00,17.00,5.00,6.00,5.00,4.00,0.00,3.00,1.00,1.00,68.30,38.10
"Ryan, Liam",663,2021,14.00,116.00,55.00,28.00,24.00,10.00,0.00,21.00,11.00,9.00,78.60,56.50
"Ryan, Liam",663,2020,18.00,140.00,66.00,54.00,26.00,16.00,0.00,32.00,13.00,7.00,85.40,70.70
"Ryan, Liam",663,2019,24.00,211.00,72.00,70.00,30.00,19.00,0.00,51.00,25.00,18.00,79.90,56.80
"Ryan, Luke",664,2021,19.00,332.00,136.00,82.00,0.00,0.00,0.00,34.00,14.00,19.00,88.40,87.40
"Ryan, Luke",664,2020,17.00,251.00,88.00,65.00,0.00,0.00,0.00,20.00,11.00,13.00,91.70,88.20
"Ryan, Luke",664,2019,18.00,263.00,94.00,105.00,1.00,0.00,0.00,47.00,11.00,15.00,85.80,80.10
"Ryder, Paddy",665,2021,12.00,82.00,37.00,36.00,5.00,1.00,362.00,30.00,9.00,17.00,74.80,75.00
"Ryder, Paddy",665,2020,14.00,79.00,29.00,34.00,10.00,2.00,293.00,35.00,16.00,13.00,72.60,77.10
"Ryder, Paddy",665,2019,17.00,105.00,48.00,61.00,15.00,12.00,381.00,40.00,24.00,17.00,83.40,70.40
"Saad, Adam",666,2021,22.00,311.00,72.00,113.00,2.00,6.00,0.00,39.00,15.00,10.00,80.90,69.70
"Saad, Adam",666,2020,17.00,202.00,49.00,119.00,2.00,1.00,0.00,34.00,10.00,8.00,83.20,82.80
"Saad, Adam",666,2019,22.00,239.00,62.00,149.00,3.00,0.00,0.00,75.00,14.00,14.00,83.40,67.80
"Salem, Christian",667,2021,24.00,405.00,145.00,203.00,3.00,2.00,0.00,58.00,14.00,18.00,86.50,94.50
"Salem, Christian",667,2020,16.00,200.00,64.00,101.00,2.00,0.00,0.00,41.00,4.00,11.00,86.40,89.10
"Salem, Christian",667,2019,20.00,334.00,93.00,148.00,0.00,2.00,0.00,60.00,15.00,12.00,85.20,89.90
"Sandilands, Aaron",668,2019,6.00,20.00,13.00,53.00,0.00,1.00,177.00,14.00,9.00,5.00,76.00,72.20
"Savage, Shane",669,2020,2.00,26.00,8.00,5.00,1.00,2.00,0.00,4.00,0.00,0.00,80.50,85.00
"Savage, Shane",669,2019,22.00,288.00,117.00,144.00,2.00,4.00,0.00,54.00,9.00,7.00,87.90,78.30
"Schache, Josh",670,2021,9.00,67.00,41.00,27.00,5.00,4.00,5.00,11.00,5.00,6.00,71.80,49.80
"Schache, Josh",670,2020,2.00,8.00,3.00,5.00,2.00,0.00,0.00,0.00,1.00,1.00,75.00,33.10
"Schache, Josh",670,2019,14.00,86.00,37.00,55.00,24.00,8.00,19.00,25.00,15.00,3.00,77.70,54.00
"Scharenberg, Matt",671,2020,3.00,25.00,12.00,15.00,0.00,0.00,0.00,8.00,1.00,1.00,83.70,71.30
"Scharenberg, Matt",671,2019,7.00,55.00,32.00,48.00,0.00,0.00,0.00,7.00,6.00,10.00,75.10,51.60
"Scheer, Brad",672,2019,3.00,22.00,9.00,6.00,1.00,1.00,0.00,5.00,3.00,2.00,87.30,43.00
"Schoenberg, Harry",673,2021,22.00,230.00,62.00,175.00,10.00,9.00,0.00,79.00,16.00,32.00,72.70,69.60
"Schoenberg, Harry",673,2020,8.00,40.00,11.00,54.00,3.00,0.00,0.00,15.00,3.00,4.00,76.10,51.60
"Schoenfeld, Josh",674,2019,1.00,3.00,1.00,7.00,0.00,0.00,0.00,2.00,0.00,1.00,90.00,31.00
"Schofield, Will",675,2020,4.00,12.00,3.00,10.00,0.00,0.00,0.00,8.00,2.00,5.00,87.80,26.30
"Schofield, Will",675,2019,14.00,80.00,48.00,37.00,0.00,0.00,5.00,22.00,7.00,16.00,89.40,36.40
"Schultz, Lachie",676,2021,20.00,148.00,80.00,72.00,22.00,17.00,0.00,54.00,20.00,18.00,79.40,58.00
"Schultz, Lachie",676,2020,17.00,109.00,61.00,60.00,12.00,7.00,0.00,43.00,15.00,13.00,80.90,63.00
"Schultz, Lachie",676,2019,7.00,46.00,15.00,36.00,4.00,3.00,0.00,17.00,3.00,7.00,72.10,47.40
"Schumacher, Angus",677,2019,1.00,10.00,4.00,3.00,0.00,0.00,0.00,0.00,1.00,2.00,79.00,43.00
"Scott, Anthony",678,2021,21.00,88.00,33.00,95.00,10.00,8.00,0.00,35.00,17.00,5.00,64.90,36.30
"Scott, Bailey",679,2021,17.00,111.00,52.00,106.00,8.00,5.00,0.00,32.00,5.00,7.00,74.70,50.90
"Scott, Bailey",679,2020,13.00,81.00,39.00,57.00,8.00,1.00,0.00,29.00,6.00,9.00,81.80,59.40
"Scott, Bailey",679,2019,4.00,26.00,15.00,27.00,3.00,1.00,0.00,5.00,3.00,1.00,72.50,54.00
"Scrimshaw, Jack",680,2021,20.00,249.00,127.00,163.00,4.00,2.00,0.00,29.00,8.00,3.00,74.90,79.80
"Scrimshaw, Jack",680,2020,13.00,121.00,51.00,82.00,0.00,0.00,0.00,23.00,7.00,7.00,76.00,72.90
"Scrimshaw, Jack",680,2019,10.00,86.00,41.00,74.00,0.00,1.00,0.00,18.00,3.00,5.00,69.70,59.00
"Scully, Tom",681,2020,14.00,104.00,34.00,86.00,4.00,2.00,0.00,16.00,4.00,10.00,87.80,58.00
"Scully, Tom",681,2019,21.00,195.00,67.00,193.00,12.00,6.00,0.00,49.00,9.00,22.00,84.10,66.10
"Seedsman, Paul",682,2021,22.00,347.00,118.00,227.00,12.00,13.00,0.00,51.00,18.00,18.00,82.30,95.50
"Seedsman, Paul",682,2020,9.00,79.00,24.00,65.00,4.00,5.00,0.00,28.00,7.00,5.00,86.90,79.40
"Seedsman, Paul",682,2019,13.00,139.00,54.00,109.00,6.00,4.00,0.00,28.00,3.00,3.00,82.00,72.50
"Selwood, Joel",683,2021,24.00,278.00,77.00,274.00,6.00,4.00,0.00,113.00,54.00,28.00,74.80,86.50
"Selwood, Joel",683,2020,15.00,138.00,37.00,120.00,4.00,4.00,0.00,63.00,20.00,20.00,73.30,83.80
"Selwood, Joel",683,2019,23.00,275.00,79.00,214.00,6.00,6.00,0.00,94.00,43.00,24.00,78.80,81.70
"Selwood, Scott",684,2019,2.00,21.00,8.00,17.00,1.00,1.00,0.00,12.00,3.00,4.00,79.00,83.50
"Serong, Caleb",685,2021,22.00,279.00,64.00,224.00,8.00,10.00,0.00,72.00,23.00,12.00,74.10,82.30
"Serong, Caleb",685,2020,14.00,127.00,32.00,109.00,2.00,1.00,0.00,58.00,11.00,6.00,70.10,83.30
"Setterfield, Will",686,2021,8.00,74.00,35.00,50.00,1.00,6.00,0.00,17.00,6.00,10.00,76.30,60.40
"Setterfield, Will",686,2020,16.00,146.00,29.00,97.00,4.00,1.00,0.00,83.00,18.00,8.00,78.80,83.60
"Setterfield, Will",686,2019,18.00,183.00,58.00,114.00,6.00,12.00,0.00,56.00,15.00,10.00,78.60,67.10
"Sexton, Alex",687,2021,21.00,167.00,87.00,50.00,21.00,14.00,0.00,23.00,14.00,7.00,66.10,51.80
"Sexton, Alex",687,2020,14.00,103.00,44.00,28.00,19.00,12.00,0.00,22.00,7.00,8.00,83.60,62.00
"Sexton, Alex",687,2019,22.00,187.00,72.00,65.00,39.00,29.00,0.00,42.00,15.00,21.00,88.60,58.60
"Sharman, Cooper",688,2021,5.00,27.00,19.00,17.00,10.00,4.00,4.00,8.00,0.00,1.00,59.60,53.80
"Sharp, Harry",689,2021,2.00,12.00,3.00,3.00,0.00,0.00,0.00,4.00,1.00,2.00,81.00,31.00
"Sharp, Jeremy",690,2021,9.00,113.00,53.00,52.00,2.00,3.00,0.00,7.00,6.00,4.00,78.30,71.00
"Sharp, Jeremy",690,2020,2.00,10.00,4.00,9.00,0.00,0.00,0.00,0.00,1.00,0.00,65.00,38.10
"Shaw, Heath",691,2020,17.00,162.00,78.00,47.00,3.00,1.00,0.00,38.00,7.00,16.00,87.90,69.40
"Shaw, Heath",691,2019,26.00,420.00,177.00,103.00,0.00,1.00,0.00,60.00,11.00,28.00,92.30,83.30
"Sheed, Dom",692,2021,22.00,320.00,108.00,259.00,9.00,6.00,0.00,51.00,27.00,26.00,83.10,91.60
"Sheed, Dom",692,2020,17.00,172.00,55.00,164.00,8.00,3.00,0.00,40.00,14.00,16.00,80.20,87.20
"Sheed, Dom",692,2019,24.00,344.00,128.00,291.00,16.00,15.00,0.00,39.00,20.00,18.00,81.00,93.00
"Sheppard, Brad",693,2021,20.00,220.00,129.00,127.00,0.00,0.00,0.00,32.00,12.00,5.00,89.10,71.30
"Sheppard, Brad",693,2020,18.00,194.00,112.00,92.00,2.00,0.00,0.00,34.00,14.00,7.00,94.90,86.30
"Sheppard, Brad",693,2019,24.00,324.00,188.00,139.00,0.00,2.00,0.00,37.00,17.00,10.00,91.60,81.30
"Sheridan, Tom",694,2020,1.00,4.00,3.00,2.00,0.00,0.00,0.00,1.00,0.00,1.00,77.00,32.50
"Sheridan, Tom",694,2019,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,11.00,2.00
"Shiel, Dylan",695,2021,8.00,74.00,16.00,81.00,3.00,4.00,0.00,24.00,3.00,8.00,73.10,66.10
"Shiel, Dylan",695,2020,15.00,188.00,38.00,159.00,4.00,6.00,0.00,52.00,18.00,9.00,79.80,102.10
"Shiel, Dylan",695,2019,22.00,311.00,68.00,265.00,9.00,15.00,0.00,108.00,28.00,12.00,78.60,98.20
"Shiels, Liam",696,2021,21.00,244.00,93.00,200.00,5.00,4.00,0.00,99.00,16.00,31.00,79.20,84.00
"Shiels, Liam",696,2020,16.00,162.00,46.00,124.00,6.00,0.00,0.00,55.00,10.00,18.00,79.00,84.70
"Shiels, Liam",696,2019,19.00,249.00,65.00,192.00,10.00,12.00,0.00,126.00,13.00,33.00,80.30,95.60
"Shipley, Nick",697,2021,4.00,8.00,6.00,6.00,0.00,0.00,0.00,2.00,0.00,1.00,22.00,14.80
"Sholl, Lachlan",698,2021,19.00,208.00,78.00,126.00,3.00,7.00,0.00,21.00,7.00,5.00,75.70,63.70
"Sholl, Lachlan",698,2020,8.00,72.00,24.00,33.00,2.00,1.00,0.00,7.00,5.00,2.00,83.30,61.60
"Short, Jayden",699,2021,22.00,411.00,134.00,131.00,1.00,2.00,0.00,39.00,17.00,8.00,86.00,93.40
"Short, Jayden",699,2020,21.00,297.00,114.00,103.00,0.00,4.00,0.00,27.00,11.00,8.00,79.20,91.50
"Short, Jayden",699,2019,15.00,197.00,66.00,68.00,3.00,1.00,0.00,26.00,1.00,6.00,73.50,68.70
"Shuey, Luke",700,2021,7.00,104.00,23.00,56.00,0.00,1.00,0.00,30.00,18.00,7.00,66.40,87.30
"Shuey, Luke",700,2020,13.00,144.00,33.00,102.00,1.00,1.00,0.00,45.00,11.00,14.00,69.50,85.70
"Shuey, Luke",700,2019,24.00,409.00,81.00,238.00,8.00,2.00,0.00,129.00,34.00,35.00,79.50,101.70
"Sicily, James",701,2020,11.00,146.00,62.00,50.00,2.00,1.00,0.00,9.00,12.00,7.00,91.80,86.80
"Sicily, James",701,2019,22.00,352.00,158.00,112.00,3.00,2.00,0.00,32.00,28.00,30.00,91.50,83.60
"Sidebottom, Steele",702,2021,21.00,272.00,114.00,228.00,8.00,5.00,0.00,62.00,14.00,24.00,83.60,88.40
"Sidebottom, Steele",702,2020,9.00,112.00,33.00,101.00,5.00,3.00,0.00,38.00,8.00,4.00,87.80,113.60
"Sidebottom, Steele",702,2019,23.00,339.00,141.00,253.00,10.00,7.00,0.00,84.00,10.00,18.00,87.30,100.20
"Sier, Brayden",703,2021,7.00,32.00,16.00,54.00,1.00,0.00,0.00,19.00,3.00,0.00,51.00,48.10
"Sier, Brayden",703,2020,3.00,14.00,4.00,38.00,1.00,1.00,0.00,10.00,1.00,6.00,74.70,66.70
"Sier, Brayden",703,2019,6.00,35.00,4.00,51.00,2.00,1.00,0.00,22.00,2.00,6.00,58.20,50.70
"Silvagni, Jack",704,2021,15.00,130.00,70.00,70.00,9.00,13.00,17.00,38.00,14.00,12.00,76.30,63.60
"Silvagni, Jack",704,2020,3.00,12.00,5.00,4.00,2.00,2.00,0.00,2.00,2.00,0.00,55.00,34.60
"Silvagni, Jack",704,2019,17.00,146.00,73.00,89.00,13.00,11.00,0.00,62.00,12.00,19.00,79.40,66.30
"Simpkin, Jy",705,2021,22.00,325.00,96.00,267.00,2.00,5.00,0.00,84.00,34.00,28.00,82.90,95.50
"Simpkin, Jy",705,2020,17.00,171.00,37.00,173.00,6.00,5.00,0.00,63.00,21.00,27.00,77.40,88.50
"Simpkin, Jy",705,2019,21.00,200.00,49.00,190.00,6.00,8.00,0.00,75.00,15.00,28.00,76.60,66.80
"Simpson, Dawson",706,2019,9.00,23.00,12.00,47.00,1.00,0.00,304.00,24.00,9.00,7.00,77.70,65.90
"Simpson, Kade",707,2020,17.00,201.00,66.00,63.00,1.00,0.00,0.00,19.00,11.00,7.00,82.50,73.50
"Simpson, Kade",707,2019,18.00,265.00,85.00,101.00,3.00,0.00,0.00,46.00,15.00,10.00,82.20,79.90
"Simpson, Sam",708,2021,4.00,28.00,13.00,25.00,2.00,2.00,0.00,8.00,4.00,3.00,63.30,53.50
"Simpson, Sam",708,2020,9.00,60.00,23.00,65.00,3.00,2.00,0.00,28.00,7.00,8.00,74.20,68.60
"Sinclair, Callum",709,2021,4.00,19.00,10.00,21.00,1.00,0.00,99.00,11.00,6.00,3.00,83.00,68.80
"Sinclair, Callum",709,2020,13.00,64.00,32.00,55.00,3.00,3.00,293.00,33.00,15.00,24.00,81.20,75.70
"Sinclair, Callum",709,2019,14.00,106.00,38.00,62.00,5.00,2.00,350.00,44.00,20.00,21.00,78.10,76.50
"Sinclair, Jack",710,2021,21.00,281.00,102.00,162.00,3.00,2.00,0.00,48.00,9.00,10.00,81.60,79.20
"Sinclair, Jack",710,2020,12.00,98.00,30.00,73.00,0.00,1.00,0.00,30.00,6.00,3.00,78.30,67.50
"Sinclair, Jack",710,2019,22.00,204.00,62.00,165.00,4.00,11.00,0.00,77.00,17.00,12.00,81.20,66.00
"Skinner, Sam",711,2020,2.00,12.00,13.00,5.00,1.00,2.00,1.00,2.00,0.00,1.00,75.50,61.90
"Sloane, Rory",712,2021,18.00,198.00,67.00,204.00,3.00,2.00,0.00,87.00,24.00,17.00,82.00,85.80
"Sloane, Rory",712,2020,12.00,92.00,15.00,97.00,5.00,3.00,0.00,49.00,16.00,11.00,76.80,75.70
"Sloane, Rory",712,2019,22.00,266.00,97.00,275.00,11.00,9.00,0.00,129.00,38.00,24.00,78.60,99.80
"Smith, Archie",713,2020,5.00,9.00,2.00,18.00,0.00,0.00,56.00,5.00,3.00,5.00,50.40,33.30
"Smith, Archie",713,2019,2.00,4.00,2.00,15.00,0.00,0.00,37.00,5.00,0.00,3.00,68.50,48.00
"Smith, Bailey",714,2021,26.00,354.00,97.00,259.00,17.00,13.00,0.00,87.00,21.00,19.00,82.10,88.40
"Smith, Bailey",714,2020,18.00,190.00,30.00,192.00,6.00,9.00,0.00,45.00,7.00,11.00,77.30,86.30
"Smith, Bailey",714,2019,23.00,184.00,58.00,222.00,11.00,10.00,0.00,93.00,9.00,15.00,73.60,68.80
"Smith, Brodie",715,2021,21.00,332.00,107.00,101.00,2.00,4.00,0.00,38.00,9.00,8.00,81.20,79.60
"Smith, Brodie",715,2020,16.00,203.00,58.00,72.00,5.00,6.00,0.00,38.00,7.00,10.00,79.40,85.30
"Smith, Brodie",715,2019,22.00,326.00,109.00,178.00,10.00,12.00,0.00,55.00,10.00,17.00,83.20,86.90
"Smith, Devon",716,2021,20.00,155.00,68.00,128.00,16.00,19.00,0.00,78.00,11.00,23.00,80.30,64.70
"Smith, Devon",716,2020,16.00,158.00,40.00,133.00,7.00,7.00,0.00,61.00,15.00,12.00,84.80,88.40
"Smith, Devon",716,2019,7.00,79.00,19.00,48.00,3.00,2.00,0.00,40.00,6.00,8.00,74.90,78.90
"Smith, Isaac",717,2021,24.00,383.00,166.00,167.00,15.00,9.00,0.00,38.00,8.00,10.00,83.80,92.10
"Smith, Isaac",717,2020,10.00,100.00,35.00,73.00,5.00,2.00,0.00,21.00,2.00,7.00,82.20,81.00
"Smith, Isaac",717,2019,19.00,273.00,100.00,154.00,9.00,8.00,0.00,41.00,3.00,14.00,84.80,84.90
"Smith, Joel",718,2021,3.00,11.00,9.00,9.00,0.00,0.00,0.00,4.00,1.00,2.00,78.00,29.70
"Smith, Joel",718,2020,7.00,23.00,9.00,15.00,0.00,0.00,0.00,10.00,3.00,6.00,86.00,27.00
"Smith, Josh",719,2019,2.00,13.00,9.00,10.00,1.00,1.00,0.00,0.00,0.00,0.00,82.00,46.50
"Smith, Roarke",720,2021,14.00,79.00,29.00,88.00,3.00,4.00,0.00,34.00,4.00,7.00,72.30,45.80
"Smith, Roarke",720,2020,6.00,29.00,12.00,41.00,2.00,1.00,0.00,8.00,2.00,2.00,77.00,51.30
"Smith, Roarke",720,2019,5.00,35.00,13.00,24.00,4.00,1.00,0.00,12.00,4.00,3.00,76.60,52.00
"Smith, Tim",721,2019,7.00,42.00,24.00,32.00,7.00,6.00,17.00,19.00,4.00,5.00,81.40,56.00
"Smith, Zac",722,2021,9.00,27.00,10.00,54.00,3.00,0.00,191.00,23.00,14.00,15.00,76.20,54.30
"Smith, Zac",722,2019,3.00,16.00,7.00,21.00,0.00,0.00,82.00,8.00,1.00,2.00,74.70,73.30
"Snelling, Will",723,2021,20.00,155.00,74.00,199.00,12.00,7.00,0.00,99.00,21.00,9.00,83.80,77.70
"Snelling, Will",723,2020,17.00,71.00,29.00,151.00,5.00,2.00,0.00,79.00,14.00,12.00,85.10,68.20
"Snelling, Will",723,2019,4.00,20.00,11.00,46.00,5.00,0.00,0.00,13.00,6.00,2.00,76.00,66.80
"Soldo, Ivan",724,2020,14.00,52.00,23.00,56.00,2.00,3.00,292.00,38.00,17.00,21.00,67.50,67.00
"Soldo, Ivan",724,2019,14.00,68.00,33.00,60.00,6.00,2.00,359.00,55.00,22.00,22.00,66.10,71.10
"Spargo, Charlie",725,2021,25.00,195.00,84.00,92.00,18.00,16.00,0.00,59.00,26.00,16.00,73.50,54.40
"Spargo, Charlie",725,2020,8.00,38.00,19.00,27.00,8.00,1.00,0.00,12.00,3.00,7.00,70.10,47.50
"Spargo, Charlie",725,2019,8.00,56.00,27.00,34.00,2.00,1.00,0.00,17.00,7.00,5.00,78.40,48.80
"Sparrow, Tom",726,2021,21.00,102.00,40.00,84.00,7.00,4.00,0.00,57.00,13.00,15.00,45.20,39.80
"Sparrow, Tom",726,2020,5.00,26.00,9.00,30.00,2.00,1.00,0.00,13.00,3.00,5.00,61.80,54.50
"Sparrow, Tom",726,2019,2.00,17.00,2.00,5.00,1.00,2.00,0.00,8.00,3.00,2.00,73.00,52.00
"Spicer, Phoenix",727,2021,1.00,3.00,1.00,4.00,0.00,1.00,0.00,0.00,0.00,0.00,78.00,21.00
"Sproule, Zach",728,2021,10.00,55.00,27.00,31.00,11.00,5.00,14.00,26.00,9.00,15.00,70.90,46.10
"Sproule, Zach",728,2019,1.00,4.00,4.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,81.00,23.00
"Stack, Sydney",729,2021,7.00,60.00,36.00,57.00,2.00,1.00,0.00,17.00,5.00,5.00,76.90,67.60
"Stack, Sydney",729,2020,9.00,30.00,15.00,62.00,2.00,2.00,0.00,26.00,5.00,15.00,70.10,46.80
"Stack, Sydney",729,2019,17.00,132.00,83.00,160.00,10.00,9.00,0.00,51.00,12.00,7.00,77.50,72.30
"Stanley, Rhys",730,2021,19.00,152.00,74.00,129.00,8.00,5.00,391.00,33.00,26.00,21.00,74.10,77.60
"Stanley, Rhys",730,2020,11.00,72.00,32.00,68.00,10.00,5.00,212.00,14.00,12.00,12.00,79.60,86.00
"Stanley, Rhys",730,2019,18.00,138.00,53.00,111.00,7.00,7.00,501.00,46.00,20.00,34.00,81.80,80.40
"Starcevich, Brandon",731,2021,24.00,216.00,90.00,82.00,0.00,0.00,0.00,41.00,15.00,26.00,85.00,49.30
"Starcevich, Brandon",731,2020,18.00,125.00,57.00,43.00,1.00,2.00,0.00,29.00,10.00,9.00,78.20,51.30
"Starcevich, Brandon",731,2019,1.00,7.00,2.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,77.00,31.00
"Steele, Jack",732,2021,22.00,311.00,103.00,331.00,13.00,8.00,0.00,185.00,43.00,32.00,85.00,121.70
"Steele, Jack",732,2020,19.00,204.00,72.00,213.00,11.00,2.00,0.00,104.00,25.00,13.00,85.50,113.40
"Steele, Jack",732,2019,20.00,195.00,80.00,243.00,3.00,6.00,0.00,164.00,22.00,30.00,84.30,96.20
"Stein, Jake",733,2021,6.00,29.00,20.00,11.00,0.00,0.00,0.00,7.00,2.00,6.00,86.20,30.20
"Stein, Jake",733,2019,5.00,26.00,16.00,13.00,0.00,0.00,0.00,22.00,4.00,4.00,79.40,46.40
