Player,ID,Season,GM,KI,MK,HB,GL,BH,HO,TK,FF,FA,%P,FantasyAve
"Dunstan, Luke",212,2020,1.00,13.00,3.00,8.00,0.00,0.00,0.00,9.00,0.00,0.00,81.00,125.00
"Dunstan, Luke",212,2019,18.00,208.00,59.00,194.00,4.00,12.00,1.00,87.00,26.00,17.00,74.40,86.10
"Durdin, Corey",213,2021,2.00,4.00,2.00,4.00,1.00,0.00,0.00,4.00,1.00,0.00,77.50,24.50
"Durdin, Sam",214,2020,3.00,11.00,8.00,9.00,0.00,1.00,0.00,2.00,2.00,2.00,82.00,33.30
"Durdin, Sam",214,2019,10.00,55.00,30.00,33.00,0.00,0.00,0.00,17.00,4.00,8.00,85.40,36.90
"Durham, Sam",215,2021,7.00,47.00,31.00,52.00,1.00,2.00,0.00,9.00,4.00,1.00,77.40,54.70
"Duryea, Taylor",216,2021,25.00,281.00,132.00,156.00,1.00,0.00,0.00,48.00,22.00,15.00,80.20,69.00
"Duryea, Taylor",216,2020,3.00,35.00,13.00,12.00,0.00,0.00,0.00,9.00,2.00,0.00,79.30,85.80
"Duryea, Taylor",216,2019,14.00,193.00,82.00,72.00,2.00,1.00,0.00,28.00,11.00,10.00,75.50,76.80
"Duursma, Xavier",217,2021,11.00,111.00,52.00,96.00,3.00,3.00,0.00,29.00,13.00,9.00,80.20,73.10
"Duursma, Xavier",217,2020,15.00,114.00,52.00,83.00,7.00,3.00,0.00,36.00,16.00,7.00,78.60,70.70
"Duursma, Xavier",217,2019,20.00,204.00,114.00,188.00,11.00,13.00,0.00,41.00,24.00,12.00,83.20,78.10
"Eagles, Matt",218,2020,2.00,2.00,0.00,0.00,0.00,0.00,15.00,4.00,0.00,1.00,46.00,21.30
"Ebert, Brad",219,2020,14.00,131.00,52.00,76.00,11.00,14.00,0.00,55.00,16.00,9.00,81.90,88.40
"Ebert, Brad",219,2019,11.00,109.00,53.00,63.00,13.00,11.00,0.00,50.00,9.00,11.00,79.90,79.70
"Edwards, Harry",220,2021,10.00,75.00,53.00,28.00,0.00,0.00,0.00,20.00,6.00,6.00,85.80,50.80
"Edwards, Harry",220,2020,1.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,26.00,10.00
"Edwards, Luke",221,2021,8.00,57.00,26.00,43.00,0.00,1.00,0.00,10.00,5.00,4.00,65.10,46.10
"Edwards, Shane",222,2021,16.00,149.00,47.00,145.00,8.00,3.00,0.00,36.00,6.00,13.00,78.70,65.00
"Edwards, Shane",222,2020,10.00,78.00,10.00,94.00,5.00,1.00,0.00,27.00,8.00,6.00,79.90,72.60
"Edwards, Shane",222,2019,24.00,239.00,79.00,287.00,7.00,2.00,0.00,75.00,22.00,29.00,81.60,75.30
"Eggmolesse-Smith, Derek",223,2021,1.00,6.00,1.00,3.00,0.00,0.00,0.00,2.00,1.00,2.00,68.00,30.00
"Eggmolesse-Smith, Derek",223,2020,6.00,53.00,15.00,24.00,0.00,0.00,0.00,13.00,3.00,8.00,70.50,59.00
"Eggmolesse-Smith, Derek",223,2019,2.00,19.00,4.00,16.00,0.00,0.00,0.00,4.00,2.00,1.00,75.00,58.00
"Elliott, Jamie",224,2021,13.00,127.00,61.00,73.00,25.00,8.00,0.00,32.00,10.00,15.00,79.30,73.90
"Elliott, Jamie",224,2020,18.00,141.00,51.00,86.00,10.00,10.00,0.00,57.00,7.00,12.00,75.40,70.60
"Elliott, Jamie",224,2019,16.00,144.00,89.00,47.00,26.00,18.00,0.00,37.00,13.00,4.00,77.60,69.80
"Ellis, Brandon",225,2021,18.00,273.00,130.00,150.00,5.00,2.00,0.00,47.00,11.00,17.00,82.40,93.80
"Ellis, Brandon",225,2020,16.00,194.00,68.00,99.00,5.00,3.00,0.00,42.00,13.00,13.00,86.40,90.50
"Ellis, Brandon",225,2019,23.00,269.00,116.00,216.00,9.00,3.00,0.00,57.00,11.00,11.00,89.00,80.40
"Ellis, Corey",226,2019,4.00,35.00,12.00,37.00,0.00,1.00,0.00,8.00,0.00,0.00,80.80,62.00
"Ellis-Yolmen, Cam",227,2020,9.00,50.00,18.00,48.00,3.00,2.00,0.00,21.00,5.00,6.00,66.20,54.30
"Ellis-Yolmen, Cam",227,2019,10.00,100.00,29.00,135.00,2.00,2.00,0.00,56.00,8.00,8.00,77.00,87.90
"English, Tim",228,2021,22.00,164.00,103.00,126.00,19.00,15.00,341.00,63.00,28.00,24.00,82.30,78.70
"English, Tim",228,2020,18.00,129.00,77.00,113.00,8.00,11.00,287.00,39.00,18.00,18.00,87.60,91.00
"English, Tim",228,2019,20.00,135.00,81.00,129.00,8.00,10.00,382.00,68.00,23.00,24.00,83.80,78.50
"Evans, Francis",229,2021,2.00,8.00,4.00,0.00,2.00,1.00,0.00,1.00,0.00,0.00,48.00,26.50
"Fantasia, Orazio",230,2021,15.00,126.00,48.00,52.00,28.00,23.00,0.00,30.00,10.00,6.00,79.40,61.90
"Fantasia, Orazio",230,2020,5.00,27.00,15.00,22.00,1.00,0.00,0.00,6.00,2.00,2.00,78.80,49.00
"Fantasia, Orazio",230,2019,15.00,101.00,46.00,72.00,20.00,12.00,0.00,32.00,13.00,10.00,80.70,55.20
"Farrar, Jy",231,2021,10.00,90.00,56.00,55.00,0.00,0.00,0.00,14.00,1.00,5.00,81.10,59.00
"Farrar, Jy",231,2020,1.00,3.00,2.00,3.00,1.00,0.00,0.00,1.00,0.00,0.00,60.00,38.80
"Farrell, Kane",232,2021,10.00,67.00,23.00,55.00,4.00,3.00,0.00,24.00,1.00,11.00,70.00,47.10
"Farrell, Kane",232,2020,11.00,56.00,21.00,46.00,6.00,9.00,0.00,30.00,2.00,2.00,80.20,55.00
"Farrell, Kane",232,2019,7.00,36.00,14.00,23.00,11.00,3.00,0.00,14.00,4.00,3.00,79.10,45.10
"Fasolo, Alex",233,2019,3.00,11.00,6.00,9.00,2.00,0.00,0.00,8.00,2.00,5.00,74.70,33.30
"Finlayson, Jeremy",234,2021,13.00,106.00,40.00,35.00,23.00,9.00,24.00,15.00,14.00,11.00,76.80,55.40
"Finlayson, Jeremy",234,2020,15.00,102.00,38.00,21.00,19.00,10.00,44.00,35.00,10.00,10.00,79.10,62.50
"Finlayson, Jeremy",234,2019,23.00,217.00,118.00,69.00,44.00,25.00,11.00,35.00,13.00,14.00,82.20,67.60
"Fiorini, Brayden",235,2021,10.00,133.00,52.00,101.00,2.00,2.00,0.00,47.00,7.00,6.00,66.00,94.80
"Fiorini, Brayden",235,2020,5.00,45.00,18.00,20.00,2.00,0.00,0.00,9.00,2.00,0.00,72.20,69.80
"Fiorini, Brayden",235,2019,21.00,339.00,88.00,195.00,5.00,7.00,0.00,100.00,11.00,7.00,78.90,99.90
"Fisher, Zac",236,2021,10.00,85.00,23.00,74.00,4.00,8.00,0.00,24.00,5.00,9.00,79.30,57.80
"Fisher, Zac",236,2020,8.00,57.00,13.00,50.00,6.00,2.00,0.00,20.00,3.00,1.00,75.50,66.90
"Fisher, Zac",236,2019,21.00,190.00,49.00,178.00,9.00,7.00,0.00,58.00,10.00,17.00,79.00,63.10
"Flanders, Sam",237,2021,16.00,96.00,46.00,93.00,4.00,5.00,0.00,62.00,22.00,8.00,67.00,55.40
"Flanders, Sam",237,2020,5.00,17.00,4.00,14.00,2.00,1.00,0.00,14.00,2.00,2.00,69.60,39.00
"Florent, Oliver",238,2021,23.00,273.00,93.00,163.00,9.00,6.00,0.00,50.00,18.00,19.00,80.60,71.50
"Florent, Oliver",238,2020,17.00,180.00,40.00,98.00,4.00,4.00,0.00,43.00,7.00,13.00,81.60,75.30
"Florent, Oliver",238,2019,21.00,248.00,78.00,156.00,6.00,6.00,0.00,43.00,9.00,20.00,83.50,69.20
"Flynn, Matt",239,2021,12.00,55.00,46.00,87.00,5.00,2.00,222.00,30.00,16.00,9.00,72.80,70.00
"Fogarty, Darcy",240,2021,17.00,95.00,53.00,42.00,24.00,12.00,1.00,21.00,19.00,16.00,74.60,43.50
"Fogarty, Darcy",240,2020,10.00,41.00,19.00,33.00,8.00,1.00,2.00,22.00,11.00,10.00,85.00,45.80
"Fogarty, Darcy",240,2019,4.00,28.00,22.00,14.00,9.00,1.00,1.00,2.00,1.00,2.00,79.50,59.30
"Fogarty, Lachie",241,2021,17.00,139.00,57.00,107.00,6.00,6.00,0.00,62.00,16.00,11.00,71.40,63.20
"Fogarty, Lachie",241,2020,6.00,52.00,17.00,29.00,1.00,1.00,0.00,19.00,10.00,3.00,74.50,72.70
"Fogarty, Lachie",241,2019,2.00,10.00,3.00,9.00,0.00,0.00,0.00,10.00,1.00,0.00,55.00,49.00
"Foley, Luke",242,2021,6.00,53.00,23.00,21.00,1.00,0.00,0.00,7.00,0.00,3.00,72.20,49.20
"Foley, Luke",242,2020,1.00,3.00,2.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,73.00,23.80
"Foot, Zac",243,2020,2.00,7.00,6.00,7.00,1.00,0.00,0.00,4.00,1.00,2.00,71.50,43.80
"Ford, Eddie",244,2021,5.00,24.00,21.00,14.00,3.00,3.00,0.00,4.00,4.00,1.00,66.80,40.20
"Fort, Darcy",245,2020,5.00,31.00,9.00,16.00,1.00,0.00,107.00,9.00,3.00,13.00,81.40,66.30
"Fort, Darcy",245,2019,3.00,16.00,6.00,7.00,5.00,0.00,37.00,5.00,4.00,2.00,77.30,55.00
"Fox, Robbie",246,2021,15.00,95.00,40.00,87.00,0.00,0.00,1.00,28.00,5.00,7.00,69.80,45.10
"Fox, Robbie",246,2020,14.00,86.00,30.00,58.00,0.00,0.00,0.00,37.00,10.00,9.00,88.60,53.10
"Fox, Robbie",246,2019,11.00,65.00,25.00,63.00,3.00,1.00,1.00,47.00,5.00,11.00,75.40,52.40
"Frampton, Billy",247,2021,10.00,64.00,50.00,33.00,2.00,11.00,24.00,8.00,4.00,7.00,82.10,47.00
"Frampton, Billy",247,2020,5.00,22.00,17.00,18.00,5.00,1.00,20.00,5.00,2.00,8.00,86.20,50.50
"Frampton, Billy",247,2019,2.00,11.00,3.00,12.00,3.00,2.00,1.00,3.00,2.00,8.00,87.00,38.50
"Francis, Aaron",248,2021,15.00,99.00,70.00,70.00,2.00,6.00,1.00,17.00,15.00,12.00,82.80,47.50
"Francis, Aaron",248,2020,8.00,44.00,27.00,35.00,0.00,0.00,0.00,14.00,5.00,4.00,76.90,51.90
"Francis, Aaron",248,2019,17.00,129.00,80.00,96.00,3.00,3.00,0.00,30.00,10.00,10.00,81.20,55.30
"Franklin, Lance",249,2021,18.00,157.00,81.00,56.00,51.00,24.00,0.00,46.00,24.00,34.00,89.70,70.10
"Franklin, Lance",249,2019,10.00,96.00,55.00,21.00,27.00,18.00,0.00,16.00,8.00,14.00,87.80,70.50
"Frawley, James",250,2021,2.00,13.00,10.00,10.00,0.00,0.00,0.00,2.00,0.00,1.00,76.00,47.00
"Frawley, James",250,2020,14.00,77.00,41.00,45.00,0.00,0.00,0.00,10.00,6.00,14.00,87.90,40.00
"Frawley, James",250,2019,18.00,157.00,77.00,61.00,0.00,0.00,0.00,27.00,9.00,15.00,88.00,49.80
"Frederick, Martin",251,2021,8.00,33.00,17.00,42.00,1.00,0.00,0.00,10.00,5.00,5.00,61.50,33.80
"Frederick, Michael",252,2021,7.00,52.00,35.00,16.00,5.00,11.00,0.00,7.00,5.00,1.00,70.30,52.00
"Frederick, Michael",252,2020,10.00,41.00,18.00,39.00,4.00,6.00,0.00,8.00,4.00,5.00,74.40,38.30
"Fritsch, Bayley",253,2021,24.00,190.00,116.00,54.00,59.00,24.00,0.00,47.00,18.00,21.00,85.40,64.50
"Fritsch, Bayley",253,2020,16.00,128.00,81.00,48.00,22.00,24.00,0.00,17.00,10.00,10.00,81.80,72.40
"Fritsch, Bayley",253,2019,22.00,246.00,132.00,118.00,20.00,16.00,0.00,39.00,16.00,15.00,84.90,74.20
"Frost, Sam",254,2021,22.00,194.00,112.00,139.00,0.00,0.00,3.00,44.00,7.00,31.00,93.00,58.60
"Frost, Sam",254,2020,16.00,96.00,55.00,68.00,0.00,2.00,0.00,20.00,9.00,16.00,87.40,49.40
"Frost, Sam",254,2019,22.00,188.00,95.00,108.00,0.00,2.00,0.00,35.00,16.00,23.00,87.30,52.50
"Fullarton, Tom",255,2021,12.00,52.00,22.00,73.00,3.00,1.00,42.00,21.00,5.00,5.00,75.50,41.90
"Fullarton, Tom",255,2020,2.00,5.00,1.00,4.00,1.00,3.00,0.00,2.00,1.00,0.00,40.00,27.50
"Fyfe, Nat",256,2021,15.00,154.00,58.00,207.00,6.00,21.00,0.00,61.00,18.00,36.00,81.30,84.10
"Fyfe, Nat",256,2020,14.00,130.00,43.00,170.00,10.00,6.00,0.00,42.00,19.00,18.00,82.10,94.50
"Fyfe, Nat",256,2019,20.00,279.00,96.00,304.00,16.00,13.00,0.00,79.00,49.00,36.00,86.40,105.00
"Gaff, Andrew",257,2021,21.00,343.00,140.00,234.00,3.00,1.00,0.00,35.00,16.00,16.00,88.00,97.30
"Gaff, Andrew",257,2020,18.00,251.00,81.00,186.00,5.00,4.00,0.00,42.00,15.00,7.00,95.40,108.60
"Gaff, Andrew",257,2019,22.00,437.00,141.00,265.00,3.00,1.00,0.00,52.00,18.00,16.00,87.00,111.90
"Gallucci, Jordan",258,2019,10.00,90.00,36.00,32.00,3.00,2.00,0.00,15.00,6.00,1.00,73.10,52.50
"Garcia, Riley",259,2021,9.00,57.00,14.00,46.00,4.00,3.00,0.00,17.00,6.00,8.00,69.60,42.40
"Gardiner, Darcy",260,2021,9.00,61.00,34.00,38.00,0.00,0.00,0.00,4.00,6.00,11.00,73.80,38.90
"Gardiner, Darcy",260,2020,18.00,139.00,71.00,60.00,0.00,0.00,0.00,25.00,9.00,20.00,95.10,55.50
"Gardiner, Darcy",260,2019,24.00,239.00,112.00,87.00,1.00,0.00,0.00,53.00,22.00,26.00,88.40,57.90
"Gardner, Ryan",261,2021,9.00,37.00,20.00,18.00,0.00,0.00,0.00,5.00,5.00,9.00,80.90,22.80
"Gardner, Ryan",261,2020,10.00,41.00,27.00,35.00,0.00,0.00,0.00,13.00,0.00,10.00,95.20,37.00
"Gardner, Ryan",261,2019,2.00,4.00,2.00,8.00,2.00,1.00,4.00,1.00,3.00,0.00,72.50,29.00
"Garlett, Jarrod",262,2019,2.00,15.00,5.00,7.00,0.00,0.00,0.00,7.00,0.00,2.00,66.00,48.00
"Garlett, Jeff",263,2019,7.00,47.00,19.00,21.00,9.00,9.00,0.00,22.00,1.00,5.00,84.70,53.90
"Garner, Joel",264,2019,4.00,35.00,14.00,13.00,0.00,0.00,0.00,5.00,0.00,1.00,82.00,47.50
"Garner, Taylor",265,2021,4.00,36.00,21.00,18.00,7.00,1.00,0.00,7.00,5.00,3.00,79.50,68.50
"Garner, Taylor",265,2020,2.00,8.00,5.00,13.00,1.00,0.00,0.00,5.00,1.00,3.00,74.50,51.90
"Garner, Taylor",265,2019,9.00,65.00,32.00,54.00,5.00,6.00,0.00,25.00,2.00,5.00,73.70,58.00
"Garthwaite, Ryan",266,2021,5.00,25.00,11.00,25.00,0.00,0.00,0.00,9.00,4.00,2.00,95.40,38.40
"Garthwaite, Ryan",266,2019,7.00,43.00,28.00,20.00,0.00,0.00,0.00,12.00,2.00,4.00,96.90,41.60
"Gawn, Max",267,2021,25.00,316.00,131.00,147.00,16.00,17.00,804.00,71.00,33.00,34.00,89.10,110.70
"Gawn, Max",267,2020,14.00,142.00,63.00,80.00,1.00,1.00,458.00,35.00,32.00,9.00,92.60,123.70
"Gawn, Max",267,2019,21.00,253.00,102.00,119.00,7.00,7.00,829.00,51.00,48.00,32.00,85.90,111.30
"Geary, Jarryn",268,2021,3.00,22.00,15.00,18.00,1.00,1.00,0.00,7.00,0.00,4.00,71.00,56.70
"Geary, Jarryn",268,2020,16.00,83.00,48.00,83.00,5.00,1.00,0.00,28.00,6.00,11.00,80.30,52.70
"Geary, Jarryn",268,2019,5.00,47.00,20.00,47.00,0.00,1.00,0.00,13.00,0.00,3.00,78.60,67.80
"Georgiades, Mitch",269,2021,21.00,134.00,93.00,76.00,32.00,17.00,0.00,37.00,14.00,31.00,74.80,52.90
"Georgiades, Mitch",269,2020,7.00,39.00,20.00,19.00,8.00,6.00,0.00,14.00,11.00,5.00,76.70,57.30
"Gibbons, Michael",270,2021,11.00,98.00,39.00,58.00,8.00,5.00,0.00,27.00,6.00,6.00,71.70,61.50
"Gibbons, Michael",270,2020,15.00,144.00,51.00,63.00,11.00,6.00,0.00,42.00,10.00,14.00,80.50,76.60
"Gibbons, Michael",270,2019,21.00,196.00,69.00,112.00,16.00,14.00,0.00,57.00,13.00,20.00,77.60,62.40
"Gibbs, Bryce",271,2020,3.00,25.00,9.00,21.00,0.00,1.00,0.00,3.00,1.00,4.00,79.30,60.80
"Gibbs, Bryce",271,2019,12.00,154.00,48.00,83.00,2.00,1.00,0.00,47.00,10.00,5.00,75.40,80.70
"Ginnivan, Jack",272,2021,5.00,38.00,18.00,7.00,6.00,3.00,0.00,4.00,6.00,3.00,75.40,46.80
"Giro, Stefan",273,2021,4.00,31.00,13.00,12.00,1.00,0.00,0.00,3.00,2.00,1.00,52.50,43.30
"Glass, Conor",274,2020,4.00,26.00,13.00,16.00,1.00,0.00,0.00,10.00,0.00,1.00,76.00,60.00
"Glass, Conor",274,2019,7.00,57.00,25.00,38.00,1.00,1.00,0.00,10.00,2.00,5.00,76.70,50.90
"Gleeson, Martin",275,2021,6.00,33.00,21.00,27.00,0.00,0.00,0.00,11.00,2.00,2.00,55.80,42.70
"Gleeson, Martin",275,2020,13.00,75.00,40.00,65.00,0.00,0.00,0.00,17.00,2.00,8.00,82.30,50.10
"Gleeson, Martin",275,2019,9.00,92.00,40.00,57.00,0.00,1.00,0.00,10.00,7.00,12.00,84.00,58.00
"Goldstein, Todd",276,2021,22.00,160.00,80.00,154.00,12.00,4.00,655.00,42.00,35.00,25.00,90.60,85.80
"Goldstein, Todd",276,2020,17.00,105.00,33.00,149.00,6.00,6.00,472.00,35.00,38.00,17.00,92.10,99.50
"Goldstein, Todd",276,2019,22.00,139.00,62.00,230.00,5.00,7.00,737.00,38.00,34.00,28.00,87.70,88.10
"Gollant, Lachlan",277,2021,1.00,7.00,3.00,4.00,1.00,1.00,0.00,1.00,1.00,0.00,77.00,50.00
"Gowers, Billy",278,2020,3.00,12.00,3.00,9.00,0.00,2.00,0.00,3.00,1.00,4.00,74.00,27.50
"Gowers, Billy",278,2019,10.00,56.00,30.00,33.00,13.00,14.00,0.00,13.00,5.00,13.00,77.70,43.40
"Graham, Caleb",279,2021,12.00,52.00,42.00,33.00,0.00,1.00,82.00,8.00,3.00,10.00,80.60,36.30
"Graham, Caleb",279,2020,7.00,36.00,25.00,14.00,0.00,0.00,0.00,2.00,2.00,7.00,84.90,35.70
"Graham, Caleb",279,2019,3.00,18.00,11.00,17.00,0.00,0.00,0.00,4.00,3.00,1.00,91.00,45.70
"Graham, Jack",280,2021,22.00,220.00,56.00,198.00,11.00,7.00,0.00,122.00,21.00,27.00,80.80,78.40
"Graham, Jack",280,2020,16.00,110.00,31.00,130.00,2.00,2.00,0.00,72.00,15.00,19.00,78.90,73.70
"Graham, Jack",280,2019,16.00,153.00,36.00,119.00,8.00,3.00,0.00,113.00,7.00,20.00,75.50,78.40
"Grainger-Barras, Denver",281,2021,5.00,25.00,17.00,12.00,0.00,0.00,0.00,11.00,3.00,2.00,75.20,38.20
"Gray, Robbie",282,2021,18.00,157.00,67.00,161.00,20.00,8.00,0.00,48.00,16.00,14.00,82.00,71.60
"Gray, Robbie",282,2020,19.00,127.00,40.00,188.00,15.00,7.00,0.00,57.00,12.00,19.00,86.90,76.10
"Gray, Robbie",282,2019,19.00,189.00,71.00,232.00,24.00,14.00,0.00,42.00,33.00,19.00,83.00,81.40
"Gray, Sam",283,2020,7.00,38.00,15.00,37.00,1.00,2.00,0.00,15.00,4.00,1.00,78.70,53.90
"Gray, Sam",283,2019,20.00,167.00,76.00,181.00,20.00,17.00,0.00,70.00,21.00,13.00,82.70,74.50
"Greaves, Damon",284,2021,7.00,48.00,16.00,26.00,1.00,0.00,0.00,12.00,6.00,2.00,61.70,42.60
"Greaves, Damon",284,2020,3.00,35.00,17.00,17.00,0.00,0.00,0.00,5.00,1.00,0.00,82.30,87.90
"Green, Tom",285,2021,18.00,139.00,55.00,221.00,7.00,6.00,1.00,53.00,19.00,15.00,70.90,69.90
"Green, Tom",285,2020,6.00,31.00,15.00,60.00,1.00,3.00,0.00,14.00,2.00,3.00,66.30,65.80
"Greene, Toby",286,2021,18.00,232.00,78.00,77.00,45.00,41.00,2.00,39.00,33.00,29.00,90.40,83.30
"Greene, Toby",286,2020,13.00,122.00,52.00,84.00,17.00,11.00,0.00,19.00,8.00,11.00,84.00,82.10
"Greene, Toby",286,2019,19.00,283.00,104.00,161.00,27.00,14.00,0.00,64.00,24.00,29.00,82.30,97.50
"Greenwood, Hugh",287,2021,15.00,153.00,25.00,110.00,6.00,6.00,8.00,130.00,16.00,7.00,72.70,87.90
"Greenwood, Hugh",287,2020,17.00,173.00,27.00,130.00,3.00,4.00,3.00,117.00,16.00,18.00,77.10,96.70
"Greenwood, Hugh",287,2019,14.00,119.00,34.00,120.00,11.00,5.00,0.00,84.00,13.00,9.00,72.50,78.00
"Greenwood, Levi",288,2021,2.00,16.00,3.00,9.00,0.00,0.00,0.00,7.00,0.00,4.00,58.50,45.50
"Greenwood, Levi",288,2020,6.00,37.00,8.00,33.00,1.00,0.00,0.00,19.00,2.00,1.00,74.80,58.80
"Greenwood, Levi",288,2019,17.00,160.00,77.00,91.00,0.00,1.00,0.00,43.00,5.00,11.00,78.80,61.10
"Gresham, Jade",289,2021,3.00,42.00,12.00,21.00,1.00,0.00,0.00,6.00,0.00,5.00,55.30,73.00
"Gresham, Jade",289,2020,11.00,111.00,25.00,83.00,7.00,6.00,0.00,21.00,10.00,13.00,76.60,76.90
"Gresham, Jade",289,2019,19.00,257.00,71.00,173.00,15.00,13.00,0.00,55.00,15.00,28.00,81.70,83.40
"Grimes, Dylan",290,2021,21.00,159.00,118.00,127.00,0.00,0.00,0.00,47.00,23.00,20.00,87.80,58.90
"Grimes, Dylan",290,2020,20.00,126.00,79.00,71.00,0.00,1.00,0.00,35.00,15.00,12.00,91.80,54.80
"Grimes, Dylan",290,2019,24.00,172.00,129.00,138.00,0.00,0.00,0.00,52.00,24.00,17.00,93.00,56.70
"Grundy, Brodie",291,2021,20.00,185.00,72.00,197.00,12.00,6.00,647.00,84.00,31.00,43.00,80.90,106.40
"Grundy, Brodie",291,2020,19.00,105.00,57.00,168.00,3.00,3.00,593.00,68.00,43.00,28.00,84.50,109.70
"Grundy, Brodie",291,2019,24.00,237.00,105.00,274.00,7.00,11.00,1022.00,104.00,53.00,47.00,89.10,124.00
"Grundy, Heath",292,2019,1.00,7.00,3.00,4.00,0.00,0.00,3.00,2.00,2.00,1.00,70.00,48.00
"Guelfi, Matt",293,2021,20.00,124.00,74.00,112.00,6.00,4.00,0.00,54.00,11.00,19.00,64.30,51.40
"Guelfi, Matt",293,2020,11.00,72.00,37.00,67.00,0.00,0.00,0.00,18.00,5.00,8.00,80.40,58.40
"Guelfi, Matt",293,2019,17.00,136.00,55.00,97.00,3.00,2.00,0.00,49.00,9.00,11.00,70.10,56.40
"Gulden, Errol",294,2021,18.00,195.00,82.00,87.00,14.00,11.00,0.00,52.00,24.00,14.00,79.90,71.70
"Gunston, Jack",295,2021,1.00,6.00,1.00,1.00,0.00,0.00,0.00,2.00,0.00,0.00,79.00,31.00
"Gunston, Jack",295,2020,16.00,133.00,68.00,48.00,31.00,21.00,0.00,22.00,10.00,9.00,88.60,76.30
"Gunston, Jack",295,2019,20.00,221.00,111.00,89.00,26.00,21.00,3.00,46.00,11.00,9.00,88.20,76.10
"Guthrie, Cameron",296,2021,23.00,342.00,129.00,325.00,4.00,8.00,0.00,92.00,19.00,16.00,73.50,105.80
"Guthrie, Cameron",296,2020,21.00,225.00,95.00,222.00,7.00,2.00,0.00,86.00,17.00,18.00,73.60,104.50
"Guthrie, Cameron",296,2019,20.00,191.00,70.00,177.00,10.00,4.00,0.00,98.00,10.00,19.00,70.50,77.30
"Guthrie, Zach",297,2021,13.00,120.00,51.00,40.00,0.00,1.00,0.00,32.00,7.00,4.00,64.80,55.20
"Guthrie, Zach",297,2020,3.00,22.00,7.00,10.00,2.00,0.00,0.00,2.00,2.00,3.00,82.30,50.00
"Guthrie, Zach",297,2019,1.00,11.00,5.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,78.00,56.00
"Hall, Aaron",298,2021,20.00,423.00,150.00,135.00,2.00,6.00,0.00,45.00,8.00,4.00,77.70,109.20
"Hall, Aaron",298,2020,15.00,134.00,47.00,85.00,10.00,14.00,0.00,37.00,6.00,8.00,80.90,76.40
"Hall, Aaron",298,2019,6.00,72.00,22.00,46.00,4.00,5.00,0.00,23.00,4.00,5.00,72.70,80.70
"Ham, Brayden",299,2021,19.00,118.00,57.00,109.00,5.00,10.00,0.00,30.00,5.00,9.00,64.60,46.40
"Ham, Brayden",299,2020,10.00,67.00,28.00,32.00,1.00,1.00,0.00,13.00,1.00,2.00,79.60,50.40
"Ham, Brayden",299,2019,5.00,36.00,17.00,14.00,3.00,2.00,0.00,12.00,3.00,2.00,81.20,50.40
"Hamill, Will",300,2021,17.00,94.00,27.00,79.00,0.00,0.00,0.00,35.00,18.00,8.00,71.10,38.50
"Hamill, Will",300,2020,8.00,33.00,15.00,35.00,0.00,0.00,0.00,14.00,8.00,7.00,62.90,40.20
"Hamling, Joel",301,2021,1.00,3.00,0.00,7.00,0.00,0.00,2.00,1.00,3.00,0.00,77.00,32.00
"Hamling, Joel",301,2019,22.00,137.00,111.00,97.00,0.00,0.00,0.00,25.00,21.00,12.00,93.10,46.50
"Hanley, Pearce",302,2020,8.00,67.00,30.00,26.00,0.00,1.00,0.00,12.00,4.00,8.00,74.90,58.10
"Hanley, Pearce",302,2019,16.00,220.00,76.00,108.00,1.00,1.00,0.00,37.00,9.00,15.00,81.10,76.40
"Hannan, Mitch",303,2021,17.00,114.00,59.00,53.00,14.00,13.00,6.00,51.00,11.00,8.00,80.50,54.10
"Hannan, Mitch",303,2020,9.00,41.00,21.00,31.00,7.00,3.00,0.00,15.00,8.00,6.00,69.60,47.60
"Hannan, Mitch",303,2019,6.00,32.00,18.00,29.00,4.00,1.00,0.00,8.00,3.00,4.00,83.20,42.70
"Hannebery, Dan",304,2021,2.00,18.00,4.00,22.00,0.00,0.00,0.00,3.00,1.00,2.00,58.50,58.50
"Hannebery, Dan",304,2020,8.00,67.00,19.00,74.00,1.00,2.00,0.00,13.00,2.00,5.00,68.80,70.80
"Hannebery, Dan",304,2019,5.00,72.00,22.00,53.00,3.00,2.00,0.00,21.00,7.00,2.00,70.60,98.60
"Hanrahan, Oliver",305,2021,13.00,71.00,31.00,70.00,8.00,6.00,0.00,13.00,7.00,4.00,64.90,42.10
"Hanrahan, Oliver",305,2020,7.00,44.00,10.00,31.00,3.00,4.00,0.00,7.00,5.00,4.00,71.40,47.70
"Hanrahan, Oliver",305,2019,9.00,68.00,27.00,50.00,7.00,4.00,0.00,9.00,4.00,2.00,74.00,51.70
"Harbrow, Jarrod",306,2021,4.00,50.00,27.00,10.00,0.00,1.00,0.00,7.00,2.00,3.00,74.30,68.30
"Harbrow, Jarrod",306,2020,13.00,118.00,40.00,43.00,0.00,0.00,0.00,13.00,6.00,12.00,83.50,56.00
"Harbrow, Jarrod",306,2019,21.00,292.00,101.00,105.00,0.00,1.00,0.00,34.00,16.00,20.00,86.60,70.60
